School,Close Contact,Positive Case,Suspected Case,Total
Archer HS,3,0,2,5
Baggett ES,15,1,3,19
Baldwin ES,0,0,1,1
Bay Creek MS,3,0,0,3
Benefield ES,10,1,0,11
Berkeley Lake ES,1,0,0,1
Berkmar HS,1,0,0,1
Bethesda ES,13,0,0,13
Brookwood HS,1,0,0,1
Buice Center,0,1,0,1
Cedar Hill ES,2,0,0,2
Chattahoochee ES,2,0,0,2
Coleman MS,1,0,0,1
Cooper ES,9,1,2,12
Corley ES,1,0,0,1
Dacula MS,16,1,0,17
Duncan Creek ES,0,1,0,1
Dyer ES,1,0,0,1
Grace Snell MS,0,1,0,1
Grayson ES,1,0,0,1
Harbins ES,1,0,0,1
Hull MS,0,0,1,1
Ivy Creek ES,2,0,0,2
Kanoheda ES,0,2,0,2
Knight ES,1,0,0,1
Lanier HS,4,1,0,5
Lanier MS,3,0,0,3
Lilburn MS,0,0,2,2
Lovin ES,2,0,0,2
McConnell MS,9,2,0,11
Meadowcreek HS,0,1,0,1
Mill Creek HS,4,0,0,4
Mountain View HS,8,0,1,9
Nesbit ES,0,1,1,2
Norcross ES,3,0,3,6
Norcross HS,5,1,0,6
North Gwinnett MS,10,2,0,12
Northbrook MS,14,0,1,15
Osborne MS,1,0,0,1
Parkview HS,1,1,2,4
Phoenix HS,1,0,0,1
Pinckneyville MS,3,0,0,3
Richards MS,3,2,1,6
Rockbridge ES,1,0,0,1
Shiloh MS,1,0,1,2
Simonton ES,26,3,0,29
Sugar Hill ES,2,0,0,2
Sycamore ES,1,0,0,1
Taylor ES,1,0,0,1
Trickum MS,10,1,0,11
Trip ES,4,0,0,4
Twin Rivers MS,2,0,0,2
Winn Holt ES,4,0,0,4
