School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,2,0,0,2
Alford ES,2,0,2,4
Anderson-Livsey ES,0,1,0,1
Annistown ES,4,1,0,5
Arcado ES,20,1,1,22
Archer HS,28,5,6,39
Baggett ES,33,0,7,40
Baldwin ES,0,0,0,0
Bay Creek MS,6,1,4,11
Beaver Ridge ES,0,0,0,0
Benefield ES,4,0,1,5
Berkeley Lake ES,0,1,0,1
Berkmar HS,2,1,0,3
Berkmar MS,0,0,3,3
Bethesda ES,8,2,0,10
Britt ES,6,0,1,7
Brookwood ES,14,1,0,15
Brookwood HS,19,6,1,26
Buice Center,11,8,8,27
Burnette ES,8,0,7,15
Camp Creek ES,14,0,1,15
Cedar Hill ES,15,0,1,16
Centerville ES,0,0,0,0
Central Gwinnett HS,0,0,0,0
Chattahoochee ES,1,0,0,1
Chesney ES,16,1,0,17
Coleman MS,1,0,0,1
Collins Hill HS,7,2,3,12
Cooper ES,38,5,4,47
Corley ES,5,0,0,5
Couch MS,1,2,0,3
Craig ES,2,0,0,2
Creekland MS,8,4,1,13
Crews MS,8,0,0,8
Dacula ES,2,0,4,6
Dacula HS,8,1,0,9
Dacula MS,32,3,0,35
Discovery HS,15,5,0,20
Duluth HS,1,2,0,3
Duluth MS,8,3,6,17
Duncan Creek ES,34,2,0,36
Dyer ES,11,1,2,14
Ferguson ES,27,0,2,29
Five Forks MS,23,3,0,26
Fort Daniel ES,2,0,1,3
Freeman's Mill ES,11,1,2,14
GIVE East,0,0,0,0
GIVE West,5,0,1,6
Grace Snell MS,4,1,0,5
Graves ES,0,1,0,1
Grayson ES,6,1,2,9
Grayson HS,7,4,0,11
Gwin Oaks ES,4,1,0,5
Gwinnett Online Campus,1,0,0,1
"Gwinnett School of Mathematics, Science, and Technology",2,1,0,3
Harbins ES,10,3,0,13
Harmony ES,2,0,0,2
Harris ES,8,1,2,11
Head ES,0,0,0,0
Hopkins ES,23,1,2,26
Hull MS,4,2,0,6
International Transition Center,5,0,1,6
Ivy Creek ES,13,1,0,14
Jackson ES,16,3,0,19
Jenkins ES,16,4,0,20
Jones MS,4,0,0,4
Jordan MS,9,1,1,11
Kanoheda ES,0,0,0,0
Knight ES,3,1,1,5
Lanier HS,19,0,8,27
Lanier MS,7,1,2,10
Lawrenceville ES,3,1,0,4
Level Creek ES,2,0,0,2
Lilburn ES,0,0,0,0
Lilburn MS,2,0,5,7
Lovin ES,1,3,0,4
Magill ES,6,0,0,6
Mason ES,1,2,6,9
Maxwell,0,0,0,0
McClure Health Science HS,4,0,3,7
McConnell MS,18,3,0,21
McKendree ES,4,0,0,4
Meadowcreek ES,2,2,0,4
Meadowcreek HS,13,2,9,24
Mill Creek HS,91,6,1,98
Minor ES,5,1,2,8
Moore MS,1,0,0,1
Mountain Park ES,2,0,0,2
Mountain View HS,33,3,1,37
Mulberry ES,4,0,0,4
Nesbit ES,2,0,0,2
Norcross ES,1,1,0,2
Norcross HS,45,3,4,52
North Gwinnett HS,9,2,2,13
North Gwinnett MS,36,3,0,39
Northbrook MS,3,0,1,4
Norton ES,0,0,0,0
Oakland Meadow School,3,0,2,5
Osborne MS,70,3,1,74
Parkview HS,9,4,8,21
Parsons ES,1,1,0,2
Partee ES,1,0,0,1
Patrick ES,16,0,1,17
Paul Duke STEM HS,0,0,0,0
Peachtree ES,20,0,5,25
Peachtree Ridge HS,3,1,1,5
Pharr ES,2,1,0,3
Phoenix HS,0,0,0,0
Pinckneyville MS,1,2,3,6
Puckett's Mill ES,24,1,5,30
Radloff MS,1,0,0,1
Richards MS,18,3,9,30
Riverside ES,6,1,0,7
Roberts ES,2,0,0,2
Rock Springs ES,1,0,0,1
Rockbridge ES,1,0,2,3
Rosebud ES,16,0,2,18
Shiloh ES,11,1,0,12
Shiloh HS,1,1,0,2
Shiloh MS,14,1,4,19
Simonton ES,6,0,2,8
Simpson ES,2,2,0,4
Snellville MS,2,0,2,4
South Gwinnett HS,37,0,2,39
Starling ES,1,1,2,4
Stripling ES,0,0,1,1
Sugar Hill ES,12,0,1,13
Summerour MS,4,0,0,4
Suwanee ES,0,0,0,0
Sweetwater MS,0,0,2,2
Sycamore ES,5,0,0,5
Taylor ES,37,3,0,40
Trickum MS,10,4,0,14
Trip ES,27,1,2,30
Twin Rivers MS,26,5,1,32
Walnut Grove ES,0,0,0,0
White Oak ES,13,1,1,15
Winn Holt ES,8,0,2,10
Woodward Mill ES,2,0,1,3
