School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,22,0,2,24
Alford ES,1,0,0,1
Archer HS,1,0,0,1
Berkmar HS,1,0,0,1
Berkmar MS,0,1,0,1
Bethesda ES,8,0,2,10
Brookwood ES,1,0,0,1
Brookwood HS,3,0,0,3
Chattahoochee ES,9,0,1,10
Collins Hill HS,0,0,1,1
Cooper ES,0,0,1,1
Corley ES,0,0,1,1
Dacula ES,0,0,1,1
Discovery HS,1,0,0,1
Duluth HS,1,0,0,1
Duluth MS,0,0,1,1
Dyer ES,6,1,4,11
Grayson ES,7,0,0,7
"Gwinnett School of Mathematics, Science, and Technology",1,0,1,2
Harmony ES,1,0,2,3
Head ES,1,0,0,1
Hull MS,0,0,1,1
Jones MS,1,0,1,2
Lanier HS,0,0,3,3
Lilburn MS,2,0,4,6
McConnell MS,1,1,1,3
Meadowcreek HS,0,0,2,2
Mill Creek HS,24,1,1,26
Minor ES,5,0,1,6
Moore MS,1,0,1,2
Mountain View HS,11,0,3,14
Mulberry ES,4,0,1,5
Norcross ES,0,0,2,2
North Gwinnett HS,5,1,1,7
North Gwinnett MS,1,0,0,1
Norton ES,1,0,0,1
Oakland Meadow School,2,0,2,4
Osborne MS,5,0,1,6
Parkview HS,0,0,1,1
Pinckneyville MS,0,1,0,1
Puckett's Mill ES,1,0,0,1
Radloff MS,0,0,1,1
Richards MS,0,0,1,1
Riverside ES,4,0,0,4
Shiloh HS,1,0,0,1
South Gwinnett HS,5,0,0,5
Starling ES,1,0,1,2
Sugar Hill ES,0,0,1,1
Sweetwater MS,0,0,1,1
Taylor ES,1,0,0,1
Trickum MS,2,0,2,4
White Oak ES,1,0,0,1
Winn Holt ES,0,0,1,1
Woodward Mill ES,0,0,1,1
