School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,1,0,0,1
Arcado ES,1,0,0,1
Archer HS,2,0,0,2
Berkmar HS,1,0,0,1
Brookwood HS,7,0,2,9
Burnette ES,1,0,0,1
Chesney ES,2,0,0,2
Creekland MS,1,0,0,1
Dacula HS,2,0,0,2
Duluth HS,0,1,0,1
Duncan Creek ES,6,0,0,6
Five Forks MS,1,0,0,1
Grayson HS,7,1,0,8
Hopkins ES,1,0,0,1
Ivy Creek ES,1,0,1,2
Jackson ES,1,0,0,1
Jordan MS,1,0,0,1
Lanier HS,14,0,1,15
Level Creek ES,1,0,0,1
Magill ES,8,1,0,9
McConnell MS,2,0,0,2
Meadowcreek HS,1,0,2,3
Mill Creek HS,22,1,0,23
Minor ES,0,0,1,1
Norcross HS,3,1,0,4
North Gwinnett HS,4,1,1,6
North Gwinnett MS,11,2,2,15
Osborne MS,17,1,0,18
Parkview HS,1,0,0,1
Pinckneyville MS,1,0,0,1
South Gwinnett HS,8,0,3,11
Starling ES,7,0,1,8
Summerour MS,3,0,0,3
Trickum MS,0,1,0,1
