School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,35,6,2,43
Alford ES,11,0,1,12
Anderson-Livsey ES,1,0,0,1
Annistown ES,2,0,0,2
Arcado ES,60,3,3,66
Archer HS,101,5,19,125
Baggett ES,32,1,9,42
Baldwin ES,4,1,1,6
Bay Creek MS,6,2,5,13
Beaver Ridge ES,13,2,0,15
Benefield ES,2,0,0,2
Berkeley Lake ES,35,2,0,37
Berkmar HS,14,2,1,17
Berkmar MS,41,4,4,49
Bethesda ES,37,3,1,41
Britt ES,6,0,1,7
Brookwood ES,35,1,0,36
Brookwood HS,41,9,6,56
Buice Center,1,2,0,3
Burnette ES,6,1,7,14
Camp Creek ES,65,1,5,71
Cedar Hill ES,17,0,1,18
Centerville ES,28,3,0,31
Central Gwinnett HS,10,2,0,12
Chattahoochee ES,11,0,2,13
Chesney ES,28,1,1,30
Coleman MS,7,0,1,8
Collins Hill HS,15,1,1,17
Cooper ES,21,1,1,23
Corley ES,10,1,2,13
Couch MS,10,1,0,11
Craig ES,12,4,2,18
Creekland MS,13,2,5,20
Crews MS,6,3,0,9
Dacula ES,21,3,7,31
Dacula HS,17,6,8,31
Dacula MS,52,3,3,58
Discovery HS,8,5,3,16
Duluth HS,18,0,8,26
Duluth MS,13,7,2,22
Duncan Creek ES,42,2,2,46
Dyer ES,32,1,9,42
Ferguson ES,44,3,2,49
Five Forks MS,61,4,0,65
Fort Daniel ES,19,4,0,23
Freeman's Mill ES,15,0,3,18
GIVE East,1,0,0,1
GIVE West,3,0,2,5
Grace Snell MS,4,0,6,10
Graves ES,12,0,4,16
Grayson ES,35,10,4,49
Grayson HS,19,5,0,24
Gwin Oaks ES,9,0,1,10
Gwinnett Online Campus,6,3,2,11
"Gwinnett School of Mathematics, Science, and Technology",2,1,0,3
Harbins ES,56,4,4,64
Harmony ES,2,0,0,2
Harris ES,12,1,0,13
Head ES,15,2,0,17
Hopkins ES,5,3,3,11
Hull MS,7,5,4,16
International Transition Center,3,1,0,4
Ivy Creek ES,9,4,4,17
Jackson ES,17,1,0,18
Jenkins ES,3,1,0,4
Jones MS,11,0,0,11
Jordan MS,14,4,4,22
Kanoheda ES,7,1,0,8
Knight ES,15,5,4,24
Lanier HS,19,4,9,32
Lanier MS,48,6,3,57
Lawrenceville ES,4,1,0,5
Level Creek ES,15,3,0,18
Lilburn ES,12,1,2,15
Lilburn MS,1,0,5,6
Lovin ES,8,0,0,8
Magill ES,137,5,6,148
Mason ES,6,1,0,7
Maxwell,5,1,0,6
McClure Health Science HS,10,1,6,17
McConnell MS,36,3,0,39
McKendree ES,51,4,0,55
Meadowcreek ES,29,4,1,34
Meadowcreek HS,26,0,10,36
Mill Creek HS,147,10,0,157
Minor ES,13,1,2,16
Moore MS,10,2,0,12
Mountain Park ES,7,3,0,10
Mountain View HS,31,3,5,39
Mulberry ES,25,5,2,32
Nesbit ES,7,1,2,10
Norcross ES,20,1,1,22
Norcross HS,39,5,7,51
North Gwinnett HS,59,6,10,75
North Gwinnett MS,43,4,2,49
Northbrook MS,11,2,2,15
Norton ES,6,1,2,9
Oakland Meadow School,3,1,2,6
Osborne MS,78,4,0,82
Parkview HS,22,7,13,42
Parsons ES,4,0,1,5
Partee ES,1,1,0,2
Patrick ES,7,0,0,7
Paul Duke STEM HS,7,0,0,7
Peachtree ES,12,2,6,20
Peachtree Ridge HS,5,3,2,10
Pharr ES,7,3,1,11
Phoenix HS,1,0,0,1
Pinckneyville MS,15,5,5,25
Puckett's Mill ES,17,1,0,18
Radloff MS,7,1,0,8
Richards MS,45,10,17,72
Riverside ES,7,1,0,8
Roberts ES,8,0,0,8
Rock Springs ES,82,4,0,86
Rockbridge ES,18,3,3,24
Rosebud ES,41,1,5,47
Shiloh ES,2,1,0,3
Shiloh HS,5,2,6,13
Shiloh MS,11,1,1,13
Simonton ES,8,0,0,8
Simpson ES,46,5,0,51
Snellville MS,6,0,1,7
South Gwinnett HS,15,2,2,19
Starling ES,20,0,3,23
Stripling ES,8,1,1,10
Sugar Hill ES,63,6,5,74
Summerour MS,19,2,3,24
Suwanee ES,0,0,0,0
Sweetwater MS,11,2,1,14
Sycamore ES,8,1,0,9
Taylor ES,11,1,0,12
Trickum MS,26,3,1,30
Trip ES,12,1,2,15
Twin Rivers MS,90,6,3,99
Walnut Grove ES,4,0,0,4
White Oak ES,12,1,1,14
Winn Holt ES,13,2,6,21
Woodward Mill ES,1,1,0,2
