School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,19,2,1,22
Alford ES,21,0,2,23
Anderson-Livsey ES,0,1,0,1
Annistown ES,23,0,0,23
Arcado ES,86,0,3,89
Archer HS,136,4,18,158
Baggett ES,10,0,1,11
Baldwin ES,0,0,0,0
Bay Creek MS,17,3,5,25
Beaver Ridge ES,3,4,0,7
Benefield ES,36,1,1,38
Berkeley Lake ES,19,1,1,21
Berkmar HS,30,3,3,36
Berkmar MS,19,2,2,23
Bethesda ES,9,0,0,9
Britt ES,2,0,4,6
Brookwood ES,22,1,0,23
Brookwood HS,93,11,1,105
Buice Center,9,1,1,11
Burnette ES,19,0,4,23
Camp Creek ES,61,0,1,62
Cedar Hill ES,42,3,0,45
Centerville ES,7,0,1,8
Central Gwinnett HS,14,2,2,18
Chattahoochee ES,22,0,2,24
Chesney ES,17,1,0,18
Coleman MS,2,0,0,2
Collins Hill HS,27,5,5,37
Cooper ES,39,0,3,42
Corley ES,4,0,0,4
Couch MS,6,3,0,9
Craig ES,11,1,1,13
Creekland MS,21,3,2,26
Crews MS,8,1,0,9
Dacula ES,20,3,10,33
Dacula HS,22,2,4,28
Dacula MS,34,2,2,38
Discovery HS,18,2,0,20
Duluth HS,16,6,5,27
Duluth MS,42,1,11,54
Duncan Creek ES,31,1,0,32
Dyer ES,43,2,8,53
Ferguson ES,52,1,5,58
Five Forks MS,66,5,0,71
Fort Daniel ES,33,2,0,35
Freeman's Mill ES,13,0,4,17
GIVE East,1,0,0,1
GIVE West,4,0,0,4
Grace Snell MS,0,3,1,4
Graves ES,6,1,4,11
Grayson ES,11,2,0,13
Grayson HS,36,9,2,47
Gwin Oaks ES,9,3,0,12
Gwinnett Online Campus,1,0,0,1
"Gwinnett School of Mathematics, Science, and Technology",3,0,0,3
Harbins ES,59,2,2,63
Harmony ES,5,0,4,9
Harris ES,33,1,0,34
Head ES,8,1,1,10
Hopkins ES,44,1,3,48
Hull MS,10,3,3,16
International Transition Center,1,1,0,2
Ivy Creek ES,18,2,3,23
Jackson ES,12,3,0,15
Jenkins ES,19,2,0,21
Jones MS,53,3,0,56
Jordan MS,6,0,2,8
Kanoheda ES,8,0,2,10
Knight ES,17,1,8,26
Lanier HS,89,7,8,104
Lanier MS,39,1,1,41
Lawrenceville ES,4,0,0,4
Level Creek ES,15,3,0,18
Lilburn ES,8,1,1,10
Lilburn MS,5,0,1,6
Lovin ES,38,6,0,44
Magill ES,22,1,0,23
Mason ES,20,4,1,25
Maxwell,12,0,3,15
McClure Health Science HS,6,0,1,7
McConnell MS,15,2,0,17
McKendree ES,88,2,0,90
Meadowcreek ES,7,1,3,11
Meadowcreek HS,41,3,8,52
Mill Creek HS,90,4,0,94
Minor ES,7,0,2,9
Moore MS,2,0,0,2
Mountain Park ES,16,0,1,17
Mountain View HS,23,0,7,30
Mulberry ES,7,0,1,8
Nesbit ES,13,0,2,15
Norcross ES,11,1,0,12
Norcross HS,50,6,3,59
North Gwinnett HS,114,4,5,123
North Gwinnett MS,140,7,1,148
Northbrook MS,4,0,3,7
Norton ES,10,0,3,13
Oakland Meadow School,8,2,2,12
Osborne MS,22,1,0,23
Parkview HS,39,6,8,53
Parsons ES,10,4,0,14
Partee ES,9,2,0,11
Patrick ES,9,0,0,9
Paul Duke STEM HS,14,2,2,18
Peachtree ES,7,0,1,8
Peachtree Ridge HS,32,6,2,40
Pharr ES,23,1,2,26
Phoenix HS,1,0,0,1
Pinckneyville MS,18,1,0,19
Puckett's Mill ES,34,0,6,40
Radloff MS,12,2,2,16
Richards MS,33,2,8,43
Riverside ES,18,1,2,21
Roberts ES,5,0,0,5
Rock Springs ES,10,1,1,12
Rockbridge ES,23,2,3,28
Rosebud ES,4,2,1,7
Shiloh ES,49,0,2,51
Shiloh HS,9,0,2,11
Shiloh MS,30,3,1,34
Simonton ES,16,2,0,18
Simpson ES,29,1,0,30
Snellville MS,47,4,1,52
South Gwinnett HS,56,3,9,68
Starling ES,8,1,1,10
Stripling ES,5,1,2,8
Sugar Hill ES,73,1,4,78
Summerour MS,16,4,0,20
Suwanee ES,9,0,0,9
Sweetwater MS,12,1,0,13
Sycamore ES,5,1,0,6
Taylor ES,18,1,0,19
Trickum MS,32,5,0,37
Trip ES,57,0,2,59
Twin Rivers MS,39,3,0,42
Walnut Grove ES,15,0,0,15
White Oak ES,40,0,4,44
Winn Holt ES,13,0,2,15
Woodward Mill ES,10,1,0,11
