School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,6,4,1,11
Alford ES,5,0,0,5
Arcado ES,1,0,0,1
Archer HS,8,7,4,19
Baldwin ES,4,1,0,5
Bay Creek MS,1,0,0,1
Beaver Ridge ES,3,2,0,5
Berkmar HS,3,0,0,3
Berkmar MS,1,0,0,1
Bethesda ES,2,0,0,2
Brookwood ES,3,0,0,3
Brookwood HS,2,4,1,7
Buice Center,1,1,0,2
Burnette ES,6,0,0,6
Camp Creek ES,3,1,1,5
Cedar Hill ES,1,0,0,1
Centerville ES,4,1,1,6
Central Gwinnett HS,11,1,0,12
Chattahoochee ES,13,2,1,16
Chesney ES,2,1,0,3
Coleman MS,0,1,1,2
Collins Hill HS,6,5,0,11
Cooper ES,6,1,0,7
Corley ES,2,0,2,4
Couch MS,3,0,0,3
Craig ES,4,0,0,4
Creekland MS,7,2,0,9
Crews MS,3,0,0,3
Dacula ES,1,0,3,4
Dacula HS,4,3,1,8
Dacula MS,8,4,1,13
Discovery HS,4,2,1,7
Duluth HS,2,3,0,5
Duluth MS,3,1,0,4
Duncan Creek ES,9,2,1,12
Dyer ES,5,0,4,9
Ferguson ES,21,3,0,24
Five Forks MS,1,3,1,5
Fort Daniel ES,8,1,0,9
Freeman's Mill ES,3,2,0,5
Graves ES,4,1,1,6
Grayson ES,5,1,0,6
Grayson HS,5,6,1,12
Gwin Oaks ES,5,0,0,5
Gwinnett Online Campus,1,0,1,2
"Gwinnett School of Mathematics, Science, and Technology",0,0,2,2
Harbins ES,4,1,1,6
Harmony ES,2,2,0,4
Harris ES,6,1,0,7
Head ES,1,0,0,1
Hopkins ES,2,3,2,7
Hull MS,1,1,1,3
Ivy Creek ES,7,1,0,8
Jackson ES,12,0,0,12
Jenkins ES,2,1,0,3
Jones MS,5,2,0,7
Jordan MS,1,0,1,2
Knight ES,4,2,0,6
Lanier HS,10,5,4,19
Lanier MS,1,1,0,2
Lawrenceville ES,1,1,0,2
Level Creek ES,7,1,0,8
Lilburn MS,2,0,2,4
Lovin ES,5,2,1,8
Magill ES,4,2,0,6
Mason ES,3,3,0,6
McClure Health Science HS,3,1,3,7
McConnell MS,13,3,0,16
McKendree ES,4,0,0,4
Meadowcreek HS,9,1,0,10
Mill Creek HS,14,3,0,17
Minor ES,2,0,0,2
Moore MS,2,1,0,3
Mountain Park ES,1,0,0,1
Mountain View HS,5,3,4,12
Mulberry ES,1,0,0,1
Norcross ES,2,2,0,4
Norcross HS,17,6,0,23
North Gwinnett HS,0,1,0,1
North Gwinnett MS,10,2,0,12
Northbrook MS,9,0,2,11
Oakland Meadow School,1,0,0,1
Osborne MS,14,3,0,17
Parkview HS,15,4,2,21
Parsons ES,2,0,0,2
Paul Duke STEM HS,1,5,0,6
Peachtree ES,4,3,1,8
Peachtree Ridge HS,1,1,0,2
Pharr ES,3,0,0,3
Phoenix HS,0,1,0,1
Pinckneyville MS,5,0,5,10
Puckett's Mill ES,1,1,0,2
Radloff MS,2,0,0,2
Richards MS,5,0,3,8
Riverside ES,7,0,0,7
Rock Springs ES,7,0,0,7
Rockbridge ES,5,0,1,6
Rosebud ES,3,0,0,3
Shiloh ES,1,2,0,3
Shiloh HS,3,2,3,8
Shiloh MS,3,1,0,4
Simonton ES,1,4,1,6
South Gwinnett HS,17,4,0,21
Starling ES,8,0,1,9
Sugar Hill ES,11,5,0,16
Summerour MS,2,0,0,2
Suwanee ES,3,4,0,7
Sweetwater MS,3,4,0,7
Sycamore ES,7,0,1,8
Taylor ES,4,1,0,5
Trickum MS,10,2,0,12
Trip ES,2,0,1,3
Twin Rivers MS,6,1,0,7
Walnut Grove ES,1,0,0,1
White Oak ES,4,1,2,7
Winn Holt ES,0,0,4,4
