School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,2,0,0,2
Archer HS,0,1,0,1
Benefield ES,18,0,0,18
Britt ES,1,0,0,1
Brookwood ES,2,0,0,2
Brookwood HS,4,0,1,5
Camp Creek ES,16,0,0,16
Cedar Hill ES,1,0,0,1
Centerville ES,0,3,0,3
Coleman MS,1,0,0,1
Corley ES,0,1,0,1
Dacula ES,13,0,4,17
Dacula MS,3,0,0,3
Duluth HS,0,1,0,1
Duncan Creek ES,1,1,0,2
Five Forks MS,20,1,0,21
Freeman's Mill ES,1,0,0,1
GIVE East,0,0,1,1
Grayson HS,7,1,0,8
Gwin Oaks ES,0,1,0,1
Ivy Creek ES,1,0,0,1
Jackson ES,2,0,0,2
Jordan MS,2,1,0,3
Level Creek ES,1,0,0,1
Lilburn MS,2,0,0,2
Lovin ES,1,0,0,1
McConnell MS,1,0,0,1
Meadowcreek ES,0,1,0,1
Meadowcreek HS,3,0,5,8
Mill Creek HS,22,1,0,23
Minor ES,1,0,0,1
Mountain View HS,5,0,0,5
Norcross ES,2,0,0,2
Norcross HS,1,0,0,1
North Gwinnett HS,16,0,0,16
North Gwinnett MS,1,0,0,1
Northbrook MS,5,0,1,6
Norton ES,4,0,0,4
Oakland Meadow School,0,0,1,1
Osborne MS,1,0,0,1
Parkview HS,0,0,1,1
Partee ES,1,0,0,1
Peachtree ES,0,1,2,3
Puckett's Mill ES,1,1,0,2
Richards MS,1,0,0,1
Shiloh ES,3,0,0,3
Shiloh HS,1,0,2,3
Snellville MS,1,1,0,2
South Gwinnett HS,3,4,2,9
Starling ES,0,0,1,1
Sweetwater MS,8,1,0,9
Sycamore ES,1,0,0,1
White Oak ES,2,0,0,2
