School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,19,1,4,24
Alford ES,25,0,1,26
Anderson-Livsey ES,1,0,0,1
Annistown ES,0,0,0,0
Arcado ES,1,0,1,2
Archer HS,28,2,1,31
Baggett ES,2,0,0,2
Baldwin ES,3,0,0,3
Bay Creek MS,0,1,0,1
Beaver Ridge ES,1,0,0,1
Benefield ES,0,0,0,0
Berkeley Lake ES,0,0,0,0
Berkmar HS,1,0,0,1
Berkmar MS,4,1,0,5
Bethesda ES,1,0,0,1
Britt ES,2,0,3,5
Brookwood ES,11,0,0,11
Brookwood HS,54,1,0,55
Buice Center,1,1,0,2
Burnette ES,4,0,2,6
Camp Creek ES,2,0,0,2
Cedar Hill ES,10,0,0,10
Centerville ES,0,0,0,0
Central Gwinnett HS,7,1,0,8
Chattahoochee ES,12,1,0,13
Chesney ES,3,0,0,3
Coleman MS,1,0,0,1
Collins Hill HS,8,0,0,8
Cooper ES,10,1,1,12
Corley ES,1,0,0,1
Couch MS,6,0,0,6
Craig ES,0,1,1,2
Creekland MS,1,0,3,4
Crews MS,8,1,0,9
Dacula ES,6,0,6,12
Dacula HS,15,2,2,19
Dacula MS,17,1,2,20
Discovery HS,14,1,1,16
Duluth HS,77,5,8,90
Duluth MS,3,0,3,6
Duncan Creek ES,21,0,0,21
Dyer ES,1,0,0,1
Ferguson ES,1,0,0,1
Five Forks MS,0,0,0,0
Fort Daniel ES,5,0,0,5
Freeman's Mill ES,3,1,0,4
GIVE East,1,0,0,1
GIVE West,0,0,1,1
Grace Snell MS,1,0,0,1
Graves ES,0,1,1,2
Grayson ES,1,0,1,2
Grayson HS,27,5,1,33
Gwin Oaks ES,1,0,0,1
Gwinnett Online Campus,2,0,0,2
"Gwinnett School of Mathematics, Science, and Technology",3,0,0,3
Harbins ES,11,1,1,13
Harmony ES,1,0,0,1
Harris ES,4,1,0,5
Head ES,1,0,0,1
Hopkins ES,2,0,0,2
Hull MS,22,1,1,24
International Transition Center,1,0,2,3
Ivy Creek ES,6,2,2,10
Jackson ES,16,1,0,17
Jenkins ES,1,0,0,1
Jones MS,23,0,0,23
Jordan MS,8,0,3,11
Kanoheda ES,3,0,4,7
Knight ES,27,1,6,34
Lanier HS,8,0,1,9
Lanier MS,1,0,0,1
Lawrenceville ES,0,0,1,1
Level Creek ES,13,0,0,13
Lilburn ES,7,1,2,10
Lilburn MS,22,1,3,26
Lovin ES,9,0,0,9
Magill ES,0,0,0,0
Mason ES,4,0,0,4
Maxwell HS of Technology,7,15,0,22
McClure Health Science HS,3,0,1,4
McConnell MS,9,0,0,9
McKendree ES,0,0,0,0
Meadowcreek ES,6,4,0,10
Meadowcreek HS,6,0,0,6
Mill Creek HS,50,2,1,53
Minor ES,1,0,0,1
Moore MS,0,0,0,0
Mountain Park ES,0,0,0,0
Mountain View HS,4,0,0,4
Mulberry ES,10,0,1,11
Nesbit ES,1,1,0,2
Norcross ES,0,0,0,0
Norcross HS,12,1,1,14
North Gwinnett HS,31,2,6,39
North Gwinnett MS,3,0,0,3
Northbrook MS,2,0,1,3
Norton ES,3,0,0,3
Oakland Meadow School,0,0,1,1
Osborne MS,3,0,0,3
Parkview HS,6,0,3,9
Parsons ES,2,0,0,2
Partee ES,8,0,1,9
Patrick ES,0,0,0,0
Paul Duke STEM HS,0,0,1,1
Peachtree ES,11,0,7,18
Peachtree Ridge HS,3,1,3,7
Pharr ES,6,1,0,7
Phoenix HS,0,0,0,0
Pinckneyville MS,13,1,1,15
Puckett's Mill ES,6,0,1,7
Radloff MS,0,0,1,1
Richards MS,7,0,5,12
Riverside ES,5,0,0,5
Roberts ES,1,0,0,1
Rock Springs ES,1,0,0,1
Rockbridge ES,3,0,0,3
Rosebud ES,0,0,0,0
Shiloh ES,0,0,0,0
Shiloh HS,0,0,0,0
Shiloh MS,0,0,1,1
Simonton ES,1,0,0,1
Simpson ES,4,0,0,4
Snellville MS,0,0,0,0
South Gwinnett HS,4,0,1,5
Starling ES,2,1,0,3
Stripling ES,2,0,0,2
Sugar Hill ES,2,0,0,2
Summerour MS,0,1,1,2
Suwanee ES,0,0,0,0
Sweetwater MS,0,0,0,0
Sycamore ES,2,0,0,2
Taylor ES,0,0,0,0
Trickum MS,2,0,0,2
Trip ES,2,0,0,2
Twin Rivers MS,17,1,2,20
Walnut Grove ES,0,0,2,2
White Oak ES,7,0,1,8
Winn Holt ES,6,0,2,8
Woodward Mill ES,1,0,0,1
