School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,1,0,0,1
Alford ES,2,0,0,2
Annistown ES,2,0,0,2
Archer HS,2,0,0,2
Baggett ES,13,1,1,15
Baldwin ES,2,0,0,2
Bay Creek MS,7,1,1,9
Beaver Ridge ES,3,0,0,3
Benefield ES,1,0,0,1
Berkeley Lake ES,1,0,2,3
Berkmar HS,7,3,1,11
Berkmar MS,1,0,2,3
Bethesda ES,8,0,1,9
Brookwood HS,0,0,1,1
Burnette ES,2,0,3,5
Centerville ES,1,0,1,2
Central Gwinnett HS,0,2,0,2
Chattahoochee ES,2,0,0,2
Chesney ES,49,0,0,49
Cooper ES,0,0,2,2
Craig ES,1,1,0,2
Creekland MS,1,1,0,2
Crews MS,6,0,0,6
Dacula ES,4,0,0,4
Dacula HS,4,0,1,5
Dacula MS,22,1,0,23
Discovery HS,4,0,0,4
Duluth HS,2,0,0,2
Duluth MS,14,0,2,16
Dyer ES,2,0,1,3
Ferguson ES,1,1,0,2
Five Forks MS,1,1,0,2
Fort Daniel ES,1,0,0,1
Freeman's Mill ES,1,0,0,1
Grace Snell MS,1,0,1,2
Graves ES,4,0,0,4
Grayson ES,1,0,0,1
Grayson HS,3,1,0,4
Harris ES,0,1,0,1
Head ES,4,1,0,5
Hopkins ES,14,1,0,15
Hull MS,1,0,0,1
International Transition Center,3,0,0,3
Ivy Creek ES,1,0,0,1
Jackson ES,1,0,0,1
Jenkins ES,2,0,0,2
Jordan MS,1,1,0,2
Knight ES,15,0,4,19
Lanier MS,1,0,0,1
Level Creek ES,1,0,0,1
Lilburn ES,4,1,0,5
Lilburn MS,1,0,0,1
Lovin ES,12,1,0,13
Magill ES,1,0,0,1
McConnell MS,2,1,0,3
McKendree ES,22,2,0,24
Meadowcreek ES,3,1,0,4
Meadowcreek HS,2,0,0,2
Mill Creek HS,1,1,0,2
Mountain View HS,2,0,1,3
Norcross ES,1,2,0,3
Norcross HS,4,1,0,5
North Gwinnett HS,3,0,2,5
North Gwinnett MS,40,1,0,41
Northbrook MS,22,2,1,25
Osborne MS,1,0,0,1
Parkview HS,2,0,0,2
Partee ES,5,1,1,7
Patrick ES,7,1,0,8
Paul Duke STEM HS,1,1,0,2
Peachtree ES,17,0,3,20
Peachtree Ridge HS,1,0,0,1
Pinckneyville MS,20,0,1,21
Puckett's Mill ES,3,0,1,4
Radloff MS,1,0,0,1
Richards MS,4,0,2,6
Riverside ES,45,2,2,49
Rockbridge ES,0,0,3,3
Rosebud ES,1,0,0,1
Shiloh ES,1,1,0,2
Shiloh HS,1,0,0,1
Shiloh MS,8,0,1,9
Simonton ES,1,0,1,2
Simpson ES,16,2,0,18
Sugar Hill ES,3,0,0,3
Sweetwater MS,0,0,1,1
Sycamore ES,26,2,0,28
Taylor ES,2,0,0,2
Trip ES,12,1,0,13
Twin Rivers MS,17,0,1,18
White Oak ES,0,0,1,1
Woodward Mill ES,2,0,0,2
