School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,37,3,11,51
Alford ES,2,0,1,3
Anderson-Livsey ES,0,0,0,0
Annistown ES,1,0,0,1
Arcado ES,10,0,1,11
Archer HS,43,1,4,48
Baggett ES,13,0,2,15
Baldwin ES,0,0,0,0
Bay Creek MS,4,0,0,4
Beaver Ridge ES,1,0,0,1
Benefield ES,26,2,1,29
Berkeley Lake ES,0,0,0,0
Berkmar HS,24,1,0,25
Berkmar MS,3,0,0,3
Bethesda ES,22,0,2,24
Britt ES,0,0,0,0
Brookwood ES,3,0,0,3
Brookwood HS,19,2,0,21
Buice Center,1,1,0,2
Burnette ES,2,1,1,4
Camp Creek ES,29,1,0,30
Cedar Hill ES,3,0,2,5
Centerville ES,0,0,3,3
Central Gwinnett HS,18,4,0,22
Chattahoochee ES,3,0,1,4
Chesney ES,4,0,0,4
Coleman MS,2,0,0,2
Collins Hill HS,9,2,0,11
Cooper ES,22,2,3,27
Corley ES,0,1,0,1
Couch MS,1,1,0,2
Craig ES,2,0,1,3
Creekland MS,2,0,0,2
Crews MS,3,0,0,3
Dacula ES,1,0,2,3
Dacula HS,35,2,3,40
Dacula MS,79,2,2,83
Discovery HS,3,0,1,4
Duluth HS,10,2,3,15
Duluth MS,7,1,5,13
Duncan Creek ES,7,0,1,8
Dyer ES,22,0,3,25
Ferguson ES,2,0,0,2
Five Forks MS,23,2,0,25
Fort Daniel ES,1,0,1,2
Freeman's Mill ES,2,0,0,2
GIVE East,0,0,1,1
GIVE West,1,0,1,2
Grace Snell MS,6,1,0,7
Graves ES,21,2,2,25
Grayson ES,0,1,0,1
Grayson HS,7,2,0,9
Gwin Oaks ES,2,0,1,3
Gwinnett Online Campus,2,0,0,2
"Gwinnett School of Mathematics, Science, and Technology",0,0,2,2
Harbins ES,4,0,1,5
Harmony ES,1,0,0,1
Harris ES,24,1,0,25
Head ES,1,0,0,1
Hopkins ES,2,0,0,2
Hull MS,1,0,1,2
International Transition Center,1,0,0,1
Ivy Creek ES,3,1,1,5
Jackson ES,12,1,0,13
Jenkins ES,4,0,0,4
Jones MS,4,0,0,4
Jordan MS,2,0,1,3
Kanoheda ES,15,1,4,20
Knight ES,37,1,9,47
Lanier HS,40,3,2,45
Lanier MS,32,5,0,37
Lawrenceville ES,0,0,0,0
Level Creek ES,11,0,0,11
Lilburn ES,19,0,1,20
Lilburn MS,3,0,0,3
Lovin ES,2,0,1,3
Magill ES,12,1,1,14
Mason ES,0,0,0,0
Maxwell HS of Technology,4,0,1,5
McClure Health Science HS,0,0,0,0
McConnell MS,3,0,0,3
McKendree ES,0,0,0,0
Meadowcreek ES,3,0,1,4
Meadowcreek HS,7,0,3,10
Mill Creek HS,151,9,1,161
Minor ES,1,0,1,2
Moore MS,1,1,0,2
Mountain Park ES,0,0,0,0
Mountain View HS,41,4,3,48
Mulberry ES,0,0,0,0
Nesbit ES,23,2,1,26
Norcross ES,3,0,0,3
Norcross HS,9,1,0,10
North Gwinnett HS,54,6,2,62
North Gwinnett MS,46,0,1,47
Northbrook MS,13,0,3,16
Norton ES,10,1,0,11
Oakland Meadow School,1,0,1,2
Osborne MS,48,3,0,51
Parkview HS,10,4,4,18
Parsons ES,3,0,0,3
Partee ES,0,0,0,0
Patrick ES,0,1,0,1
Paul Duke STEM HS,3,2,1,6
Peachtree ES,17,0,5,22
Peachtree Ridge HS,5,0,1,6
Pharr ES,0,0,0,0
Phoenix HS,2,1,0,3
Pinckneyville MS,1,1,1,3
Puckett's Mill ES,14,0,1,15
Radloff MS,1,0,1,2
Richards MS,33,1,0,34
Riverside ES,26,1,0,27
Roberts ES,0,0,0,0
Rock Springs ES,0,0,0,0
Rockbridge ES,0,0,1,1
Rosebud ES,0,0,0,0
Shiloh ES,3,0,0,3
Shiloh HS,3,2,0,5
Shiloh MS,43,0,0,43
Simonton ES,0,0,1,1
Simpson ES,13,0,0,13
Snellville MS,1,0,0,1
South Gwinnett HS,7,1,1,9
Starling ES,5,1,0,6
Stripling ES,2,0,0,2
Sugar Hill ES,14,0,1,15
Summerour MS,4,0,0,4
Suwanee ES,0,0,0,0
Sweetwater MS,0,0,0,0
Sycamore ES,10,0,0,10
Taylor ES,13,1,0,14
Trickum MS,9,2,0,11
Trip ES,0,0,0,0
Twin Rivers MS,21,3,0,24
Walnut Grove ES,13,1,2,16
White Oak ES,69,0,2,71
Winn Holt ES,5,0,1,6
Woodward Mill ES,5,0,1,6
