School,Close Contact,Positive Case,Suspected Case,Total
Archer HS,1,0,0,1
Benefield ES,0,1,0,1
Berkmar HS,1,0,0,1
Berkmar MS,1,0,0,1
Bethesda ES,1,0,0,1
Collins Hill HS,1,0,0,1
Cooper ES,2,0,0,2
Crews MS,1,0,0,1
Dacula HS,1,0,0,1
Discovery HS,1,0,0,1
Duluth HS,4,1,0,5
Duluth MS,13,0,2,15
Duncan Creek ES,2,0,0,2
Five Forks MS,1,0,0,1
Grace Snell MS,3,0,0,3
Harbins ES,1,0,0,1
Ivy Creek ES,1,0,0,1
Jones MS,1,0,0,1
Knight ES,2,0,1,3
Mason ES,6,1,0,7
Maxwell HS of Technology,1,0,0,1
McClure Health Science HS,0,1,0,1
McConnell MS,2,1,0,3
Mountain View HS,0,0,1,1
North Gwinnett HS,2,1,0,3
North Gwinnett MS,30,0,0,30
Northbrook MS,0,0,1,1
Osborne MS,11,1,0,12
Patrick ES,1,0,0,1
Peachtree ES,0,0,3,3
Puckett's Mill ES,1,0,0,1
Richards MS,2,0,3,5
Roberts ES,0,1,0,1
Shiloh HS,0,1,0,1
Summerour MS,0,1,0,1
Trickum MS,2,0,1,3
Woodward Mill ES,1,0,0,1
