School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,2,0,0,2
Anderson-Livsey ES,0,1,0,1
Annistown ES,1,1,0,2
Archer HS,2,1,0,3
Baggett ES,19,0,3,22
Benefield ES,1,0,1,2
Berkmar MS,0,0,1,1
Bethesda ES,0,1,0,1
Brookwood HS,0,2,0,2
Burnette ES,2,0,2,4
Camp Creek ES,9,0,1,10
Chesney ES,15,1,0,16
Collins Hill HS,1,2,1,4
Cooper ES,3,2,0,5
Craig ES,2,0,0,2
Creekland MS,2,3,0,5
Crews MS,3,0,0,3
Dacula HS,4,0,0,4
Discovery HS,3,0,0,3
Duluth MS,1,1,3,5
Duncan Creek ES,4,0,0,4
Dyer ES,0,0,2,2
Ferguson ES,14,0,1,15
Five Forks MS,11,1,0,12
Fort Daniel ES,1,0,0,1
Freeman's Mill ES,9,1,0,10
Graves ES,0,1,0,1
Grayson HS,5,2,0,7
Gwin Oaks ES,1,0,0,1
"Gwinnett School of Mathematics, Science, and Technology",1,0,0,1
Harmony ES,1,0,0,1
Hopkins ES,9,0,1,10
Hull MS,2,0,0,2
Jackson ES,2,0,0,2
Jenkins ES,10,3,0,13
Jones MS,4,0,0,4
Jordan MS,1,0,0,1
Lanier HS,2,0,2,4
Lanier MS,4,1,2,7
Lovin ES,1,0,0,1
Mason ES,1,1,0,2
McClure Health Science HS,1,0,0,1
McConnell MS,2,0,0,2
McKendree ES,2,0,0,2
Meadowcreek HS,3,1,0,4
Mill Creek HS,0,1,0,1
Minor ES,3,1,0,4
Moore MS,0,0,1,1
Mountain View HS,9,1,0,10
Norcross HS,11,1,2,14
North Gwinnett MS,16,1,0,17
Oakland Meadow School,1,0,1,2
Osborne MS,41,1,1,43
Parkview HS,6,1,4,11
Peachtree ES,0,0,1,1
Peachtree Ridge HS,1,0,1,2
Pinckneyville MS,0,0,1,1
Puckett's Mill ES,2,0,2,4
Radloff MS,1,0,0,1
Richards MS,9,1,3,13
Rockbridge ES,1,0,1,2
Rosebud ES,0,0,1,1
Shiloh MS,2,0,0,2
Snellville MS,2,0,2,4
Starling ES,1,0,2,3
Sugar Hill ES,2,0,0,2
Summerour MS,1,1,0,2
Taylor ES,2,0,0,2
Trickum MS,2,1,0,3
Twin Rivers MS,3,0,0,3
White Oak ES,9,0,1,10
Winn Holt ES,1,0,0,1
