School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,4,0,1,5
Arcado ES,1,0,0,1
Buice Center,6,1,0,7
Centerville ES,1,0,1,2
Chesney ES,5,1,0,6
Dacula ES,2,0,2,4
Dacula HS,0,1,0,1
Dacula MS,42,5,4,51
Duluth HS,0,0,2,2
Duncan Creek ES,2,0,1,3
Dyer ES,7,0,1,8
Grayson ES,0,0,1,1
Grayson HS,2,0,0,2
Head ES,0,0,2,2
Hopkins ES,1,0,1,2
International Transition Center,0,0,1,1
Ivy Creek ES,0,1,0,1
Jordan MS,8,0,7,15
Kanoheda ES,1,0,1,2
Knight ES,1,0,1,2
Lanier HS,13,0,1,14
Lawrenceville ES,1,1,0,2
McConnell MS,1,1,0,2
McKendree ES,8,0,0,8
Meadowcreek ES,0,0,1,1
Mill Creek HS,2,0,0,2
Minor ES,2,0,0,2
Norcross ES,1,0,0,1
Norcross HS,1,0,0,1
Osborne MS,1,0,0,1
Patrick ES,1,1,0,2
Pharr ES,8,0,1,9
Pinckneyville MS,2,0,1,3
Richards MS,1,0,2,3
Simpson ES,25,1,0,26
Summerour MS,0,0,1,1
Woodward Mill ES,1,0,1,2
