School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,2,0,0,2
Anderson-Livsey ES,1,0,0,1
Annistown ES,3,1,0,4
Arcado ES,8,2,1,11
Archer HS,6,0,2,8
Baggett ES,4,0,0,4
Bay Creek MS,1,0,1,2
Beaver Ridge ES,0,0,1,1
Berkmar MS,2,1,0,3
Bethesda ES,4,2,0,6
Britt ES,1,0,0,1
Brookwood ES,3,0,0,3
Brookwood HS,16,1,0,17
Burnette ES,1,0,0,1
Camp Creek ES,1,0,1,2
Cedar Hill ES,1,0,1,2
Centerville ES,1,0,0,1
Central Gwinnett HS,4,1,0,5
Chattahoochee ES,3,0,0,3
Chesney ES,1,0,0,1
Collins Hill HS,1,0,0,1
Cooper ES,3,0,0,3
Couch MS,2,0,0,2
Craig ES,2,0,1,3
Creekland MS,3,2,0,5
Crews MS,10,0,0,10
Dacula HS,11,0,5,16
Dacula MS,14,1,0,15
Discovery HS,2,0,0,2
Duluth HS,1,0,2,3
Duluth MS,11,2,8,21
Duncan Creek ES,3,0,0,3
Dyer ES,2,0,0,2
Ferguson ES,1,0,0,1
Five Forks MS,2,0,0,2
Fort Daniel ES,2,0,0,2
Freeman's Mill ES,2,0,0,2
Grayson ES,3,0,0,3
Grayson HS,0,1,0,1
Harbins ES,22,0,1,23
Harmony ES,2,0,1,3
Harris ES,1,0,0,1
Head ES,1,0,0,1
Hopkins ES,1,0,0,1
Ivy Creek ES,1,1,1,3
Jackson ES,1,0,0,1
Jenkins ES,0,1,0,1
Jordan MS,2,0,0,2
Lanier HS,7,0,4,11
Lanier MS,1,0,0,1
Level Creek ES,3,0,0,3
Lilburn ES,0,0,1,1
Lilburn MS,2,0,0,2
Lovin ES,15,1,0,16
Mason ES,0,1,0,1
McClure Health Science HS,1,0,0,1
McConnell MS,4,2,0,6
McKendree ES,9,0,0,9
Meadowcreek HS,16,0,1,17
Mill Creek HS,31,3,0,34
Moore MS,0,0,1,1
Mountain View HS,3,0,3,6
Mulberry ES,4,1,0,5
Norcross ES,1,1,0,2
Norcross HS,4,0,1,5
North Gwinnett HS,2,1,0,3
Norton ES,3,0,1,4
Oakland Meadow School,0,1,0,1
Osborne MS,3,1,0,4
Parkview HS,3,0,0,3
Patrick ES,3,0,0,3
Peachtree ES,2,0,0,2
Peachtree Ridge HS,12,1,0,13
Pharr ES,6,1,0,7
Phoenix HS,0,1,0,1
Pinckneyville MS,1,1,0,2
Puckett's Mill ES,2,0,0,2
Radloff MS,1,0,0,1
Richards MS,0,1,0,1
Riverside ES,2,0,0,2
Rock Springs ES,2,0,1,3
Rockbridge ES,1,1,1,3
Rosebud ES,2,1,0,3
Shiloh ES,1,0,0,1
Shiloh HS,1,1,0,2
Simonton ES,2,0,0,2
Snellville MS,3,2,0,5
South Gwinnett HS,17,0,1,18
Starling ES,2,0,0,2
Sugar Hill ES,1,0,0,1
Summerour MS,3,0,0,3
Sweetwater MS,1,1,0,2
Sycamore ES,2,0,0,2
Taylor ES,12,0,0,12
Trickum MS,3,0,0,3
Walnut Grove ES,14,1,0,15
Winn Holt ES,2,0,0,2
