School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,1,0,0,1
Alford ES,28,2,1,31
Anderson-Livsey ES,2,0,0,2
Archer HS,6,0,0,6
Baggett ES,4,0,0,4
Baldwin ES,2,0,0,2
Beaver Ridge ES,1,0,0,1
Bethesda ES,13,0,1,14
Britt ES,3,0,0,3
Brookwood ES,0,1,0,1
Brookwood HS,2,0,0,2
Camp Creek ES,2,0,0,2
Coleman MS,1,0,0,1
Collins Hill HS,1,2,1,4
Cooper ES,6,0,1,7
Craig ES,1,0,0,1
Creekland MS,4,0,5,9
Crews MS,7,1,0,8
Dacula ES,1,0,1,2
Dacula HS,0,0,1,1
Dacula MS,5,0,1,6
Discovery HS,4,1,0,5
Duluth HS,1,0,0,1
Duncan Creek ES,1,0,0,1
Dyer ES,7,1,1,9
Freeman's Mill ES,1,0,0,1
Graves ES,3,1,1,5
Grayson ES,3,0,0,3
Grayson HS,3,1,1,5
"Gwinnett School of Mathematics, Science, and Technology",1,0,0,1
Harmony ES,1,0,0,1
Head ES,3,0,0,3
Hull MS,1,0,0,1
Ivy Creek ES,3,0,0,3
Jenkins ES,2,0,0,2
Jones MS,2,0,0,2
Jordan MS,2,0,3,5
Lanier HS,23,3,0,26
Lanier MS,3,0,0,3
Level Creek ES,3,0,0,3
Lilburn ES,0,1,0,1
Lilburn MS,14,1,6,21
Magill ES,1,0,0,1
Maxwell,0,0,1,1
McConnell MS,2,0,0,2
Meadowcreek HS,3,0,1,4
Mill Creek HS,67,5,0,72
Minor ES,6,1,0,7
Moore MS,2,0,0,2
Mountain View HS,10,0,1,11
Mulberry ES,2,0,0,2
Norcross HS,16,1,1,18
North Gwinnett HS,12,2,4,18
North Gwinnett MS,18,0,0,18
Northbrook MS,0,0,1,1
Oakland Meadow School,1,0,0,1
Osborne MS,7,1,1,9
Parkview HS,1,0,0,1
Partee ES,0,1,0,1
Peachtree ES,1,0,0,1
Pharr ES,2,0,2,4
Pinckneyville MS,12,1,0,13
Puckett's Mill ES,1,0,0,1
Radloff MS,1,0,0,1
Richards MS,6,0,1,7
Riverside ES,1,0,1,2
Rockbridge ES,0,0,1,1
Rosebud ES,2,0,0,2
Shiloh ES,1,0,0,1
Shiloh HS,1,0,1,2
Shiloh MS,12,1,0,13
Simonton ES,1,0,0,1
Simpson ES,4,0,0,4
Snellville MS,4,1,0,5
South Gwinnett HS,18,0,2,20
Starling ES,1,0,0,1
Sugar Hill ES,3,0,1,4
Summerour MS,1,1,0,2
Sycamore ES,1,0,0,1
Taylor ES,1,0,0,1
Trickum MS,1,0,0,1
Winn Holt ES,0,0,1,1
Woodward Mill ES,0,0,1,1
