School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,2,0,0,2
Alford ES,0,0,2,2
Archer HS,10,0,4,14
Bay Creek MS,0,0,1,1
Beaver Ridge ES,1,0,0,1
Benefield ES,1,0,0,1
Berkmar HS,0,0,1,1
Brookwood HS,1,0,0,1
Chattahoochee ES,3,0,2,5
Chesney ES,10,1,0,11
Coleman MS,1,0,0,1
Collins Hill HS,1,0,0,1
Cooper ES,1,0,0,1
Corley ES,1,0,1,2
Creekland MS,2,0,0,2
Crews MS,1,0,0,1
Dacula ES,0,0,2,2
Dacula MS,2,0,0,2
Discovery HS,0,2,0,2
Duluth HS,3,0,4,7
Duluth MS,2,2,0,4
Duncan Creek ES,12,1,0,13
Dyer ES,2,0,0,2
Five Forks MS,1,0,0,1
Freeman's Mill ES,5,0,0,5
Graves ES,2,0,0,2
Grayson HS,1,0,0,1
Harmony ES,3,1,1,5
Jenkins ES,4,0,0,4
Kanoheda ES,1,0,0,1
Lanier HS,16,1,0,17
Lawrenceville ES,0,1,0,1
Lilburn ES,4,1,0,5
Maxwell HS of Technology,1,0,0,1
McKendree ES,0,1,0,1
Meadowcreek HS,2,0,1,3
Mill Creek HS,30,0,0,30
Mountain View HS,9,1,0,10
Norcross HS,5,2,0,7
North Gwinnett HS,2,0,0,2
North Gwinnett MS,4,0,0,4
Oakland Meadow School,0,1,0,1
Osborne MS,2,0,0,2
Patrick ES,1,0,0,1
Peachtree ES,3,0,0,3
Peachtree Ridge HS,0,1,0,1
Pinckneyville MS,0,0,2,2
Richards MS,5,0,2,7
Roberts ES,0,1,1,2
Rockbridge ES,0,1,0,1
Shiloh ES,2,0,0,2
South Gwinnett HS,6,0,1,7
Starling ES,0,0,1,1
Sugar Hill ES,12,1,0,13
Summerour MS,1,0,0,1
Sweetwater MS,2,1,0,3
Woodward Mill ES,0,1,2,3
