School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,5,0,2,7
Alford ES,17,0,1,18
Anderson-Livsey ES,0,1,0,1
Annistown ES,20,0,0,20
Arcado ES,28,0,2,30
Archer HS,124,5,12,141
Baggett ES,9,0,0,9
Baldwin ES,3,0,0,3
Bay Creek MS,18,2,3,23
Beaver Ridge ES,33,6,2,41
Benefield ES,19,1,0,20
Berkeley Lake ES,9,0,0,9
Berkmar HS,43,4,4,51
Berkmar MS,17,1,2,20
Bethesda ES,21,1,0,22
Britt ES,2,0,2,4
Brookwood ES,20,0,0,20
Brookwood HS,110,12,2,124
Buice Center,6,0,0,6
Burnette ES,21,1,5,27
Camp Creek ES,45,1,1,47
Cedar Hill ES,46,4,1,51
Centerville ES,9,0,1,10
Central Gwinnett HS,6,2,3,11
Chattahoochee ES,20,0,1,21
Chesney ES,14,1,0,15
Coleman MS,6,1,0,7
Collins Hill HS,53,5,3,61
Cooper ES,37,1,3,41
Corley ES,4,0,0,4
Couch MS,11,0,3,14
Craig ES,13,1,0,14
Creekland MS,23,2,1,26
Crews MS,14,0,0,14
Dacula ES,21,1,12,34
Dacula HS,14,4,2,20
Dacula MS,37,1,3,41
Discovery HS,13,2,0,15
Duluth HS,21,5,5,31
Duluth MS,38,1,5,44
Duncan Creek ES,33,2,0,35
Dyer ES,36,3,7,46
Ferguson ES,31,1,3,35
Five Forks MS,43,1,0,44
Fort Daniel ES,36,2,0,38
Freeman's Mill ES,17,0,3,20
GIVE East,3,1,0,4
GIVE West,3,0,0,3
Grace Snell MS,9,5,4,18
Graves ES,11,2,3,16
Grayson ES,11,1,0,12
Grayson HS,30,5,3,38
Gwin Oaks ES,12,2,0,14
Gwinnett Online Campus,1,0,0,1
"Gwinnett School of Mathematics, Science, and Technology",4,0,0,4
Harbins ES,50,1,1,52
Harmony ES,18,0,3,21
Harris ES,50,3,0,53
Head ES,4,0,1,5
Hopkins ES,5,0,1,6
Hull MS,15,2,3,20
International Transition Center,3,1,0,4
Ivy Creek ES,27,2,5,34
Jackson ES,8,1,0,9
Jenkins ES,19,2,0,21
Jones MS,45,2,0,47
Jordan MS,13,0,1,14
Kanoheda ES,2,0,3,5
Knight ES,17,0,4,21
Lanier HS,99,5,9,113
Lanier MS,43,2,1,46
Lawrenceville ES,8,1,0,9
Level Creek ES,12,2,0,14
Lilburn ES,0,0,0,0
Lilburn MS,13,1,1,15
Lovin ES,23,4,0,27
Magill ES,20,0,0,20
Mason ES,33,5,3,41
Maxwell,14,1,0,15
McClure Health Science HS,8,0,0,8
McConnell MS,9,1,0,10
McKendree ES,48,2,0,50
Meadowcreek ES,7,0,3,10
Meadowcreek HS,45,4,5,54
Mill Creek HS,111,11,0,122
Minor ES,43,0,4,47
Moore MS,6,1,0,7
Mountain Park ES,11,1,0,12
Mountain View HS,35,1,3,39
Mulberry ES,7,0,0,7
Nesbit ES,18,0,2,20
Norcross ES,10,1,1,12
Norcross HS,43,1,1,45
North Gwinnett HS,124,4,8,136
North Gwinnett MS,136,7,3,146
Northbrook MS,4,0,2,6
Norton ES,2,0,2,4
Oakland Meadow School,6,2,2,10
Osborne MS,78,3,0,81
Parkview HS,28,4,7,39
Parsons ES,11,3,0,14
Partee ES,7,0,0,7
Patrick ES,2,1,0,3
Paul Duke STEM HS,13,2,1,16
Peachtree ES,2,0,1,3
Peachtree Ridge HS,25,3,3,31
Pharr ES,19,1,1,21
Phoenix HS,0,0,0,0
Pinckneyville MS,16,1,0,17
Puckett's Mill ES,37,1,7,45
Radloff MS,0,2,0,2
Richards MS,33,1,7,41
Riverside ES,18,1,2,21
Roberts ES,17,0,0,17
Rock Springs ES,13,1,1,15
Rockbridge ES,22,1,1,24
Rosebud ES,6,0,2,8
Shiloh ES,23,0,3,26
Shiloh HS,10,2,2,14
Shiloh MS,29,3,1,33
Simonton ES,32,2,0,34
Simpson ES,26,1,0,27
Snellville MS,43,1,1,45
South Gwinnett HS,45,2,6,53
Starling ES,8,2,3,13
Stripling ES,3,1,3,7
Sugar Hill ES,71,0,5,76
Summerour MS,5,2,0,7
Suwanee ES,9,0,0,9
Sweetwater MS,12,3,0,15
Sycamore ES,10,2,4,16
Taylor ES,8,1,0,9
Trickum MS,24,3,2,29
Trip ES,52,0,2,54
Twin Rivers MS,21,2,0,23
Walnut Grove ES,15,1,0,16
White Oak ES,27,0,4,31
Winn Holt ES,17,0,1,18
Woodward Mill ES,6,0,0,6
