School,Close Contact,Positive Case,Suspected Case,Total
Anderson-Livsey ES,1,1,,1
Archer HS,1,,,1
Baldwin ES,,1,1,1
Bay Creek MS,,1,1,1
Brookwood HS,1,1,1,2
Buice Center,,1,1,1
Dacula MS,1,1,,1
Discovery HS,,2,2,2
Duluth HS,1,,,1
Graves ES,1,,,1
Harbins ES,2,,,2
Hull MS,,2,2,2
Ivy Creek ES,1,1,,1
Jordan MS,1,1,2,3
Lilburn MS,,1,1,1
Meadowcreek ES,1,,,1
Meadowcreek HS,,1,1,1
Mulberry ES,1,3,3,4
Norton ES,1,,,1
Oakland Meadow School,3,1,1,4
Phoenix HS,,1,1,1
Pinckneyville MS,1,,,1
Shiloh HS,2,,,2
South Gwinnett HS,3,,,3
Summerour MS,1,,,1
Sweetwater MS,1,1,,1
Winn Holt ES,,1,1,1
