School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,34,5,1,40
Alford ES,4,0,2,6
Anderson-Livsey ES,1,0,0,1
Annistown ES,3,0,0,3
Arcado ES,51,4,3,58
Archer HS,128,6,20,154
Baggett ES,47,2,11,60
Baldwin ES,5,2,1,8
Bay Creek MS,9,3,5,17
Beaver Ridge ES,14,3,0,17
Benefield ES,10,1,0,11
Berkeley Lake ES,35,2,0,37
Berkmar HS,4,2,2,8
Berkmar MS,38,4,6,48
Bethesda ES,47,2,2,51
Britt ES,6,0,4,10
Brookwood ES,36,1,0,37
Brookwood HS,57,13,4,74
Buice Center,1,2,1,4
Burnette ES,7,1,9,17
Camp Creek ES,97,2,6,105
Cedar Hill ES,29,0,5,34
Centerville ES,14,2,0,16
Central Gwinnett HS,10,2,0,12
Chattahoochee ES,54,3,0,57
Chesney ES,60,5,1,66
Coleman MS,7,0,0,7
Collins Hill HS,10,0,1,11
Cooper ES,23,1,1,25
Corley ES,10,2,0,12
Couch MS,9,1,0,10
Craig ES,8,4,2,14
Creekland MS,13,3,4,20
Crews MS,27,4,0,31
Dacula ES,44,2,7,53
Dacula HS,18,6,7,31
Dacula MS,55,6,4,65
Discovery HS,12,7,2,21
Duluth HS,33,1,10,44
Duluth MS,21,7,3,31
Duncan Creek ES,22,2,1,25
Dyer ES,41,3,8,52
Ferguson ES,42,0,2,44
Five Forks MS,46,3,0,49
Fort Daniel ES,4,4,0,8
Freeman's Mill ES,11,0,2,13
GIVE East,1,0,0,1
GIVE West,3,0,3,6
Grace Snell MS,5,0,6,11
Graves ES,11,0,3,14
Grayson ES,26,6,3,35
Grayson HS,20,4,1,25
Gwin Oaks ES,6,1,1,8
Gwinnett Online Campus,11,6,2,19
"Gwinnett School of Mathematics, Science, and Technology",3,1,0,4
Harbins ES,51,4,4,59
Harmony ES,2,0,0,2
Harris ES,27,3,3,33
Head ES,26,1,0,27
Hopkins ES,4,1,1,6
Hull MS,9,3,5,17
International Transition Center,3,1,0,4
Ivy Creek ES,16,5,4,25
Jackson ES,14,3,0,17
Jenkins ES,5,1,0,6
Jones MS,8,0,0,8
Jordan MS,14,3,3,20
Kanoheda ES,7,1,0,8
Knight ES,17,2,5,24
Lanier HS,19,2,8,29
Lanier MS,24,3,3,30
Lawrenceville ES,4,0,0,4
Level Creek ES,16,2,0,18
Lilburn ES,12,1,2,15
Lilburn MS,2,0,4,6
Lovin ES,5,0,0,5
Magill ES,155,9,6,170
Mason ES,6,0,0,6
Maxwell,4,2,0,6
McClure Health Science HS,8,1,6,15
McConnell MS,26,2,1,29
McKendree ES,76,7,0,83
Meadowcreek ES,31,5,1,37
Meadowcreek HS,23,0,10,33
Mill Creek HS,119,10,0,129
Minor ES,13,1,1,15
Moore MS,2,1,0,3
Mountain Park ES,5,2,0,7
Mountain View HS,55,6,4,65
Mulberry ES,25,5,3,33
Nesbit ES,6,0,2,8
Norcross ES,38,3,2,43
Norcross HS,46,6,8,60
North Gwinnett HS,71,5,6,82
North Gwinnett MS,11,3,2,16
Northbrook MS,4,1,0,5
Norton ES,6,1,2,9
Oakland Meadow School,2,0,1,3
Osborne MS,85,5,0,90
Parkview HS,22,8,15,45
Parsons ES,3,0,0,3
Partee ES,3,1,1,5
Patrick ES,4,0,1,5
Paul Duke STEM HS,15,2,0,17
Peachtree ES,27,0,11,38
Peachtree Ridge HS,5,4,2,11
Pharr ES,6,3,1,10
Phoenix HS,0,0,0,0
Pinckneyville MS,17,2,4,23
Puckett's Mill ES,31,2,0,33
Radloff MS,25,1,0,26
Richards MS,49,10,14,73
Riverside ES,9,0,1,10
Roberts ES,7,0,0,7
Rock Springs ES,53,3,0,56
Rockbridge ES,34,2,4,40
Rosebud ES,41,2,6,49
Shiloh ES,2,0,0,2
Shiloh HS,3,0,6,9
Shiloh MS,26,1,4,31
Simonton ES,21,0,1,22
Simpson ES,34,4,0,38
Snellville MS,6,0,2,8
South Gwinnett HS,18,1,4,23
Starling ES,15,0,2,17
Stripling ES,6,1,1,8
Sugar Hill ES,34,5,5,44
Summerour MS,28,5,5,38
Suwanee ES,0,0,0,0
Sweetwater MS,9,2,1,12
Sycamore ES,9,1,1,11
Taylor ES,22,2,0,24
Trickum MS,24,2,1,27
Trip ES,9,1,4,14
Twin Rivers MS,119,7,5,131
Walnut Grove ES,2,0,0,2
White Oak ES,12,1,2,15
Winn Holt ES,26,1,2,29
Woodward Mill ES,0,1,0,1
