School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,14,0,2,16
Archer HS,12,0,4,16
Bay Creek MS,1,0,0,1
Benefield ES,8,1,0,9
Brookwood HS,4,1,0,5
Burnette ES,2,0,0,2
Chattahoochee ES,1,0,0,1
Chesney ES,4,0,0,4
Couch MS,1,1,0,2
Creekland MS,1,0,0,1
Crews MS,2,0,0,2
Dacula HS,1,0,0,1
Dacula MS,3,0,0,3
Duluth HS,2,0,0,2
Duluth MS,2,0,2,4
Duncan Creek ES,4,0,0,4
Five Forks MS,19,1,0,20
Graves ES,7,0,2,9
Grayson HS,1,0,0,1
Gwinnett Online Campus,1,0,0,1
Harris ES,1,0,0,1
Head ES,1,0,0,1
Ivy Creek ES,1,0,0,1
Jackson ES,1,0,0,1
Jordan MS,1,1,1,3
Knight ES,6,0,3,9
Lanier HS,13,1,1,15
Level Creek ES,1,0,0,1
Lilburn MS,3,1,0,4
Magill ES,0,0,1,1
Maxwell HS of Technology,3,0,0,3
Meadowcreek HS,0,0,1,1
Mill Creek HS,1,0,0,1
Moore MS,0,1,0,1
Mountain View HS,9,1,1,11
Nesbit ES,7,1,0,8
Norcross ES,3,0,0,3
Norcross HS,4,0,0,4
North Gwinnett HS,21,1,0,22
North Gwinnett MS,1,0,0,1
Northbrook MS,0,0,1,1
Norton ES,1,0,0,1
Osborne MS,4,0,0,4
Parkview HS,3,1,0,4
Patrick ES,0,1,0,1
Paul Duke STEM HS,3,1,0,4
Peachtree ES,2,0,2,4
Pinckneyville MS,0,1,0,1
Puckett's Mill ES,4,0,1,5
Richards MS,1,0,0,1
Riverside ES,19,1,0,20
Shiloh HS,2,1,0,3
Shiloh MS,1,0,0,1
South Gwinnett HS,3,1,0,4
Starling ES,1,1,0,2
Sugar Hill ES,0,0,1,1
Walnut Grove ES,5,1,0,6
White Oak ES,15,0,1,16
Winn Holt ES,4,0,1,5
