School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,0,0,1,1
Archer HS,12,1,1,14
Beaver Ridge ES,1,0,0,1
Brookwood HS,35,2,0,37
Burnette ES,0,0,2,2
Collins Hill HS,1,0,0,1
Dacula ES,2,0,2,4
Dacula HS,8,0,1,9
Dacula MS,1,0,1,2
Duncan Creek ES,14,0,0,14
Fort Daniel ES,1,0,0,1
Graves ES,0,1,0,1
Grayson HS,2,0,0,2
Gwinnett Online Campus,2,0,0,2
"Gwinnett School of Mathematics, Science, and Technology",1,0,0,1
Head ES,1,0,0,1
Ivy Creek ES,1,0,1,2
Jones MS,1,0,0,1
Kanoheda ES,1,0,0,1
Knight ES,2,0,1,3
Mason ES,1,0,0,1
McClure Health Science HS,1,0,4,5
McConnell MS,1,0,0,1
Meadowcreek ES,3,0,0,3
Mountain View HS,2,0,0,2
Mulberry ES,10,1,2,13
Norcross HS,3,0,1,4
North Gwinnett HS,3,0,4,7
Oakland Meadow School,0,1,0,1
Parkview HS,1,0,0,1
Partee ES,2,1,0,3
Peachtree ES,0,0,1,1
Pharr ES,2,0,0,2
Pinckneyville MS,0,0,1,1
Puckett's Mill ES,1,0,0,1
Richards MS,4,0,1,5
Rock Springs ES,1,0,0,1
Simonton ES,1,0,0,1
Simpson ES,4,0,0,4
Sweetwater MS,1,0,0,1
Trickum MS,2,0,0,2
Twin Rivers MS,2,0,1,3
