School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,17,1,0,18
Alford ES,2,0,0,2
Anderson-Livsey ES,1,0,0,1
Annistown ES,3,1,0,4
Arcado ES,65,2,3,70
Archer HS,46,3,13,62
Baggett ES,5,1,0,6
Baldwin ES,0,0,1,1
Bay Creek MS,11,1,5,17
Beaver Ridge ES,1,1,1,3
Benefield ES,2,1,0,3
Berkeley Lake ES,4,3,0,7
Berkmar HS,9,3,1,13
Berkmar MS,2,1,0,3
Bethesda ES,7,2,1,10
Britt ES,2,2,0,4
Brookwood ES,7,0,0,7
Brookwood HS,29,4,0,33
Buice Center,12,0,0,12
Burnette ES,11,1,0,12
Camp Creek ES,27,1,1,29
Cedar Hill ES,4,2,1,7
Centerville ES,8,0,0,8
Central Gwinnett HS,19,1,2,22
Chattahoochee ES,17,1,1,19
Chesney ES,8,0,2,10
Coleman MS,0,0,0,0
Collins Hill HS,14,8,3,25
Cooper ES,24,0,1,25
Corley ES,0,1,0,1
Couch MS,9,4,0,13
Craig ES,7,0,2,9
Creekland MS,17,1,0,18
Crews MS,12,1,0,13
Dacula ES,6,0,3,9
Dacula HS,14,1,11,26
Dacula MS,38,6,1,45
Discovery HS,12,4,0,16
Duluth HS,76,10,6,92
Duluth MS,20,1,10,31
Duncan Creek ES,24,1,0,25
Dyer ES,21,2,3,26
Ferguson ES,37,1,4,42
Five Forks MS,5,0,3,8
Fort Daniel ES,5,0,0,5
Freeman's Mill ES,16,0,1,17
GIVE East,0,0,0,0
GIVE West,5,0,0,5
Grace Snell MS,0,0,0,0
Graves ES,13,2,1,16
Grayson ES,7,1,0,8
Grayson HS,10,1,0,11
Gwin Oaks ES,4,0,0,4
Gwinnett Online Campus,1,0,0,1
"Gwinnett School of Mathematics, Science, and Technology",3,0,0,3
Harbins ES,65,2,5,72
Harmony ES,3,0,1,4
Harris ES,8,0,0,8
Head ES,10,1,0,11
Hopkins ES,31,0,2,33
Hull MS,3,3,0,6
International Transition Center,0,1,0,1
Ivy Creek ES,12,2,2,16
Jackson ES,10,2,0,12
Jenkins ES,22,2,0,24
Jones MS,7,0,0,7
Jordan MS,7,0,3,10
Kanoheda ES,2,0,0,2
Knight ES,6,1,7,14
Lanier HS,24,4,8,36
Lanier MS,6,1,1,8
Lawrenceville ES,4,0,0,4
Level Creek ES,4,0,0,4
Lilburn ES,8,1,2,11
Lilburn MS,2,0,0,2
Lovin ES,16,0,0,16
Magill ES,3,0,0,3
Mason ES,3,2,1,6
Maxwell (Pre-Kindergarten),12,0,1,13
Maxwell HS of Technology,0,1,0,1
McClure Health Science HS,4,0,3,7
McConnell MS,14,2,0,16
McKendree ES,54,2,0,56
Meadowcreek ES,0,0,0,0
Meadowcreek HS,24,0,9,33
Mill Creek HS,83,6,0,89
Minor ES,3,0,1,4
Moore MS,0,1,1,2
Mountain Park ES,5,0,0,5
Mountain View HS,28,2,5,35
Mulberry ES,8,1,0,9
Nesbit ES,1,0,0,1
Norcross ES,16,0,0,16
Norcross HS,32,4,1,37
North Gwinnett HS,44,5,6,55
North Gwinnett MS,43,2,5,50
Northbrook MS,2,1,2,5
Norton ES,10,0,1,11
Oakland Meadow School,4,1,0,5
Osborne MS,19,3,1,23
Parkview HS,11,2,1,14
Parsons ES,3,1,0,4
Partee ES,2,2,0,4
Patrick ES,11,0,1,12
Paul Duke STEM HS,7,2,1,10
Peachtree ES,2,1,2,5
Peachtree Ridge HS,24,3,1,28
Pharr ES,7,1,1,9
Phoenix HS,1,1,0,2
Pinckneyville MS,5,2,2,9
Puckett's Mill ES,27,0,2,29
Radloff MS,6,0,2,8
Richards MS,11,2,1,14
Riverside ES,14,1,0,15
Roberts ES,2,1,0,3
Rock Springs ES,2,1,1,4
Rockbridge ES,2,1,2,5
Rosebud ES,2,2,0,4
Shiloh ES,6,0,0,6
Shiloh HS,3,5,1,9
Shiloh MS,25,2,0,27
Simonton ES,7,0,0,7
Simpson ES,10,2,0,12
Snellville MS,47,4,1,52
South Gwinnett HS,41,1,6,48
Starling ES,10,0,0,10
Stripling ES,1,0,0,1
Sugar Hill ES,23,0,2,25
Summerour MS,4,2,0,6
Suwanee ES,6,0,1,7
Sweetwater MS,6,2,0,8
Sycamore ES,6,0,0,6
Taylor ES,19,2,0,21
Trickum MS,9,0,0,9
Trip ES,19,0,1,20
Twin Rivers MS,2,2,0,4
Walnut Grove ES,16,2,0,18
White Oak ES,18,0,4,22
Winn Holt ES,11,1,3,15
Woodward Mill ES,3,1,0,4
