School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,2,0,0,2
Alford ES,2,0,1,3
Anderson-Livsey ES,0,1,0,1
Annistown ES,4,1,0,5
Arcado ES,21,1,1,23
Archer HS,38,6,6,50
Baggett ES,32,0,7,39
Baldwin ES,0,0,0,0
Bay Creek MS,4,1,3,8
Beaver Ridge ES,0,0,0,0
Benefield ES,3,0,1,4
Berkeley Lake ES,0,0,0,0
Berkmar HS,0,0,0,0
Berkmar MS,0,0,4,4
Bethesda ES,8,2,0,10
Britt ES,7,0,0,7
Brookwood ES,16,1,0,17
Brookwood HS,20,5,1,26
Buice Center,12,9,7,28
Burnette ES,7,0,6,13
Camp Creek ES,14,0,1,15
Cedar Hill ES,15,0,1,16
Centerville ES,0,0,0,0
Central Gwinnett HS,0,0,0,0
Chattahoochee ES,1,0,0,1
Chesney ES,16,1,0,17
Coleman MS,1,0,0,1
Collins Hill HS,8,2,3,13
Cooper ES,69,5,7,81
Corley ES,3,0,0,3
Couch MS,1,2,0,3
Craig ES,2,0,0,2
Creekland MS,9,4,1,14
Crews MS,10,1,0,11
Dacula ES,4,0,2,6
Dacula HS,10,1,0,11
Dacula MS,32,3,0,35
Discovery HS,14,2,0,16
Duluth HS,7,1,1,9
Duluth MS,7,1,7,15
Duncan Creek ES,33,2,0,35
Dyer ES,11,1,2,14
Ferguson ES,30,1,1,32
Five Forks MS,25,3,0,28
Fort Daniel ES,2,0,1,3
Freeman's Mill ES,10,1,2,13
GIVE East,0,0,0,0
GIVE West,5,0,1,6
Grace Snell MS,1,0,0,1
Graves ES,0,1,0,1
Grayson ES,4,1,2,7
Grayson HS,7,3,0,10
Gwin Oaks ES,7,1,0,8
Gwinnett Online Campus,1,0,0,1
"Gwinnett School of Mathematics, Science, and Technology",3,1,0,4
Harbins ES,12,5,0,17
Harmony ES,3,1,0,4
Harris ES,5,0,2,7
Head ES,1,0,0,1
Hopkins ES,24,0,2,26
Hull MS,1,1,0,2
International Transition Center,5,0,1,6
Ivy Creek ES,13,1,0,14
Jackson ES,18,4,0,22
Jenkins ES,16,4,0,20
Jones MS,6,0,0,6
Jordan MS,9,1,1,11
Kanoheda ES,0,0,0,0
Knight ES,3,1,1,5
Lanier HS,17,0,7,24
Lanier MS,8,1,2,11
Lawrenceville ES,3,1,0,4
Level Creek ES,2,0,0,2
Lilburn ES,0,0,0,0
Lilburn MS,3,0,7,10
Lovin ES,4,3,0,7
Magill ES,23,0,1,24
Mason ES,2,2,5,9
Maxwell,0,0,0,0
McClure Health Science HS,4,0,3,7
McConnell MS,28,3,1,32
McKendree ES,4,0,0,4
Meadowcreek ES,1,5,0,6
Meadowcreek HS,13,2,9,24
Mill Creek HS,95,6,1,102
Minor ES,5,1,0,6
Moore MS,1,0,0,1
Mountain Park ES,1,0,0,1
Mountain View HS,36,3,1,40
Mulberry ES,4,0,0,4
Nesbit ES,3,0,0,3
Norcross ES,1,1,0,2
Norcross HS,46,2,3,51
North Gwinnett HS,11,1,2,14
North Gwinnett MS,38,3,1,42
Northbrook MS,2,0,1,3
Norton ES,0,0,0,0
Oakland Meadow School,3,0,2,5
Osborne MS,72,3,1,76
Parkview HS,7,4,12,23
Parsons ES,1,0,0,1
Partee ES,1,0,0,1
Patrick ES,16,0,1,17
Paul Duke STEM HS,0,0,0,0
Peachtree ES,20,0,4,24
Peachtree Ridge HS,2,2,2,6
Pharr ES,7,1,1,9
Phoenix HS,0,0,0,0
Pinckneyville MS,6,0,4,10
Puckett's Mill ES,36,2,5,43
Radloff MS,2,0,0,2
Richards MS,19,3,8,30
Riverside ES,5,1,0,6
Roberts ES,3,0,0,3
Rock Springs ES,1,0,0,1
Rockbridge ES,1,0,2,3
Rosebud ES,16,0,1,17
Shiloh ES,11,1,0,12
Shiloh HS,2,2,0,4
Shiloh MS,16,2,4,22
Simonton ES,6,0,2,8
Simpson ES,2,1,0,3
Snellville MS,2,0,2,4
South Gwinnett HS,36,0,2,38
Starling ES,1,1,2,4
Stripling ES,0,0,1,1
Sugar Hill ES,11,0,1,12
Summerour MS,4,0,0,4
Suwanee ES,0,0,0,0
Sweetwater MS,1,1,2,4
Sycamore ES,5,0,0,5
Taylor ES,43,5,0,48
Trickum MS,5,3,0,8
Trip ES,25,1,2,28
Twin Rivers MS,40,4,1,45
Walnut Grove ES,0,0,0,0
White Oak ES,13,1,1,15
Winn Holt ES,8,0,2,10
Woodward Mill ES,2,2,1,5
