School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,2,0,0,2
Arcado ES,1,0,0,1
Archer HS,12,2,2,16
Berkmar MS,0,0,1,1
Britt ES,1,0,0,1
Brookwood ES,2,0,0,2
Brookwood HS,2,0,0,2
Buice Center,2,2,0,4
Collins Hill HS,1,1,0,2
Cooper ES,32,0,3,35
Corley ES,1,0,0,1
Creekland MS,3,0,0,3
Crews MS,3,1,0,4
Dacula ES,2,0,1,3
Dacula HS,2,0,0,2
Duluth HS,6,1,1,8
Duluth MS,1,0,3,4
Ferguson ES,3,1,0,4
Five Forks MS,2,0,0,2
Gwin Oaks ES,3,0,0,3
"Gwinnett School of Mathematics, Science, and Technology",1,0,0,1
Harbins ES,3,2,0,5
Harmony ES,1,1,0,2
Head ES,1,0,0,1
Hopkins ES,1,0,0,1
Jackson ES,4,1,0,5
Jones MS,2,0,0,2
Lanier MS,1,0,0,1
Lilburn MS,1,0,2,3
Lovin ES,3,0,0,3
Magill ES,17,0,1,18
Mason ES,1,0,0,1
McConnell MS,10,0,1,11
Meadowcreek ES,0,4,0,4
Meadowcreek HS,0,0,1,1
Mill Creek HS,4,0,0,4
Mountain View HS,3,0,0,3
Nesbit ES,1,0,0,1
Norcross HS,1,0,0,1
North Gwinnett HS,2,0,0,2
North Gwinnett MS,2,0,1,3
Osborne MS,2,0,0,2
Parkview HS,0,0,4,4
Peachtree Ridge HS,1,2,1,4
Pharr ES,5,0,1,6
Pinckneyville MS,5,0,1,6
Puckett's Mill ES,12,1,0,13
Radloff MS,1,0,0,1
Richards MS,1,0,0,1
Roberts ES,1,0,0,1
Shiloh HS,1,1,0,2
Shiloh MS,2,1,0,3
Sweetwater MS,1,1,0,2
Sycamore ES,1,0,0,1
Taylor ES,11,2,0,13
Woodward Mill ES,1,2,0,3
