School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,21,5,1,27
Alford ES,13,2,0,15
Anderson-Livsey ES,0,0,0,0
Annistown ES,2,0,0,2
Arcado ES,60,4,2,66
Archer HS,89,8,17,114
Baggett ES,24,2,8,34
Baldwin ES,4,0,1,5
Bay Creek MS,6,2,5,13
Beaver Ridge ES,12,2,0,14
Benefield ES,3,0,0,3
Berkeley Lake ES,35,2,1,38
Berkmar HS,14,2,1,17
Berkmar MS,42,3,3,48
Bethesda ES,37,3,1,41
Britt ES,5,0,1,6
Brookwood ES,31,1,0,32
Brookwood HS,56,9,5,70
Buice Center,2,2,0,4
Burnette ES,5,1,6,12
Camp Creek ES,49,1,4,54
Cedar Hill ES,8,0,0,8
Centerville ES,16,2,0,18
Central Gwinnett HS,5,2,0,7
Chattahoochee ES,17,0,2,19
Chesney ES,27,1,1,29
Coleman MS,7,0,1,8
Collins Hill HS,29,3,1,33
Cooper ES,23,1,0,24
Corley ES,11,1,2,14
Couch MS,8,1,0,9
Craig ES,24,3,2,29
Creekland MS,9,2,3,14
Crews MS,7,2,0,9
Dacula ES,22,3,7,32
Dacula HS,14,3,6,23
Dacula MS,29,0,1,30
Discovery HS,7,6,2,15
Duluth HS,14,0,8,22
Duluth MS,12,8,2,22
Duncan Creek ES,45,2,2,49
Dyer ES,12,0,8,20
Ferguson ES,43,3,0,46
Five Forks MS,60,4,0,64
Fort Daniel ES,20,6,0,26
Freeman's Mill ES,13,0,2,15
GIVE East,1,0,0,1
GIVE West,1,0,1,2
Grace Snell MS,4,0,5,9
Graves ES,14,0,3,17
Grayson ES,37,10,4,51
Grayson HS,21,7,0,28
Gwin Oaks ES,9,0,1,10
Gwinnett Online Campus,1,1,2,4
"Gwinnett School of Mathematics, Science, and Technology",2,1,0,3
Harbins ES,57,5,5,67
Harmony ES,4,0,0,4
Harris ES,12,1,0,13
Head ES,14,2,0,16
Hopkins ES,8,3,2,13
Hull MS,8,5,4,17
International Transition Center,3,1,0,4
Ivy Creek ES,10,3,4,17
Jackson ES,17,1,0,18
Jenkins ES,3,0,1,4
Jones MS,11,0,0,11
Jordan MS,5,3,3,11
Kanoheda ES,0,0,0,0
Knight ES,16,6,4,26
Lanier HS,24,3,8,35
Lanier MS,45,5,3,53
Lawrenceville ES,4,1,0,5
Level Creek ES,12,3,0,15
Lilburn ES,12,1,2,15
Lilburn MS,1,0,5,6
Lovin ES,8,0,0,8
Magill ES,88,5,5,98
Mason ES,5,3,0,8
Maxwell,5,1,0,6
McClure Health Science HS,10,1,5,16
McConnell MS,22,3,0,25
McKendree ES,52,5,0,57
Meadowcreek ES,28,4,1,33
Meadowcreek HS,27,0,9,36
Mill Creek HS,127,10,0,137
Minor ES,12,3,2,17
Moore MS,10,2,0,12
Mountain Park ES,7,3,0,10
Mountain View HS,30,2,5,37
Mulberry ES,21,5,1,27
Nesbit ES,6,1,3,10
Norcross ES,20,1,0,21
Norcross HS,36,4,5,45
North Gwinnett HS,46,5,9,60
North Gwinnett MS,44,7,2,53
Northbrook MS,10,2,2,14
Norton ES,7,1,2,10
Oakland Meadow School,3,1,2,6
Osborne MS,81,6,0,87
Parkview HS,14,8,13,35
Parsons ES,4,0,1,5
Partee ES,2,0,0,2
Patrick ES,3,0,1,4
Paul Duke STEM HS,6,0,0,6
Peachtree ES,10,2,5,17
Peachtree Ridge HS,5,5,0,10
Pharr ES,7,2,1,10
Phoenix HS,3,0,0,3
Pinckneyville MS,15,5,5,25
Puckett's Mill ES,15,1,0,16
Radloff MS,7,1,0,8
Richards MS,44,9,17,70
Riverside ES,7,1,0,8
Roberts ES,3,0,0,3
Rock Springs ES,83,4,0,87
Rockbridge ES,14,3,1,18
Rosebud ES,23,1,4,28
Shiloh ES,3,1,0,4
Shiloh HS,2,2,5,9
Shiloh MS,10,1,1,12
Simonton ES,8,0,0,8
Simpson ES,47,5,0,52
Snellville MS,7,0,1,8
South Gwinnett HS,14,2,2,18
Starling ES,17,0,3,20
Stripling ES,9,1,1,11
Sugar Hill ES,65,5,4,74
Summerour MS,18,1,3,22
Suwanee ES,1,0,0,1
Sweetwater MS,9,2,1,12
Sycamore ES,10,1,0,11
Taylor ES,11,1,0,12
Trickum MS,26,2,1,29
Trip ES,10,2,4,16
Twin Rivers MS,51,3,2,56
Walnut Grove ES,4,0,0,4
White Oak ES,12,2,2,16
Winn Holt ES,13,2,6,21
Woodward Mill ES,2,1,0,3
