School,Close Contact,Positive Case,Suspected Case,Total
Arcado ES,1,0,0,1
Archer HS,1,0,0,1
Baldwin ES,0,0,1,1
Berkmar HS,18,1,0,19
Berkmar MS,1,0,0,1
Bethesda ES,1,0,0,1
Brookwood HS,1,0,0,1
Centerville ES,0,0,2,2
Central Gwinnett HS,6,2,0,8
Coleman MS,1,0,0,1
Collins Hill HS,1,0,0,1
Cooper ES,2,0,0,2
Craig ES,1,0,1,2
Discovery HS,1,0,0,1
Duluth HS,0,1,1,2
Dyer ES,5,0,0,5
Graves ES,2,0,0,2
Grayson HS,1,1,0,2
Harris ES,22,0,0,22
Hull MS,1,0,0,1
Jones MS,1,0,0,1
Jordan MS,1,0,0,1
Lanier MS,2,0,0,2
Level Creek ES,2,0,0,2
Meadowcreek ES,2,0,1,3
Meadowcreek HS,2,0,1,3
Mill Creek HS,6,2,0,8
Mountain View HS,8,2,2,12
Norcross HS,1,0,0,1
North Gwinnett HS,1,0,0,1
North Gwinnett MS,19,0,0,19
Northbrook MS,1,0,0,1
Parkview HS,0,1,1,2
Parsons ES,3,0,0,3
Peachtree ES,1,0,0,1
Pinckneyville MS,1,0,0,1
Riverside ES,1,0,0,1
Shiloh MS,1,0,0,1
Simpson ES,2,0,0,2
Sugar Hill ES,3,0,0,3
Sycamore ES,1,0,0,1
Trip ES,1,0,0,1
White Oak ES,4,0,0,4
