School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,5,3,0,8
Alford ES,3,2,0,5
Arcado ES,20,1,1,22
Archer HS,0,2,2,4
Baggett ES,7,0,1,8
Baldwin ES,1,0,1,2
Bay Creek MS,3,1,1,5
Beaver Ridge ES,2,0,0,2
Berkmar HS,2,1,1,4
Berkmar MS,29,2,2,33
Bethesda ES,27,3,1,31
Britt ES,1,0,1,2
Brookwood ES,5,0,0,5
Brookwood HS,24,4,3,31
Buice Center,0,2,0,2
Burnette ES,4,1,2,7
Camp Creek ES,29,1,1,31
Cedar Hill ES,2,0,0,2
Central Gwinnett HS,4,1,0,5
Chattahoochee ES,1,0,0,1
Chesney ES,4,0,1,5
Collins Hill HS,5,0,0,5
Cooper ES,7,0,0,7
Corley ES,7,1,0,8
Couch MS,1,0,0,1
Craig ES,13,0,0,13
Creekland MS,0,0,1,1
Crews MS,0,1,0,1
Dacula ES,2,0,1,3
Dacula HS,4,1,1,6
Discovery HS,2,3,0,5
Duluth HS,2,0,4,6
Duluth MS,3,5,0,8
Duncan Creek ES,1,1,0,2
Dyer ES,1,0,3,4
Freeman's Mill ES,2,0,0,2
GIVE East,1,0,0,1
GIVE West,0,0,1,1
Grace Snell MS,3,0,1,4
Graves ES,1,0,1,2
Grayson ES,11,4,0,15
Grayson HS,8,2,0,10
Gwin Oaks ES,3,0,0,3
Gwinnett Online Campus,0,0,1,1
"Gwinnett School of Mathematics, Science, and Technology",1,0,0,1
Harbins ES,37,1,2,40
Harmony ES,2,0,0,2
Harris ES,5,1,0,6
Head ES,1,0,0,1
Hopkins ES,2,1,0,3
International Transition Center,1,0,0,1
Ivy Creek ES,4,1,2,7
Jackson ES,1,0,0,1
Jones MS,5,0,0,5
Jordan MS,1,1,1,3
Knight ES,3,1,0,4
Lanier HS,3,1,1,5
Lanier MS,4,1,1,6
Level Creek ES,3,1,0,4
Lilburn MS,0,0,1,1
Lovin ES,3,0,0,3
Magill ES,32,2,0,34
Maxwell,4,1,0,5
McClure Health Science HS,3,1,0,4
McConnell MS,1,1,0,2
McKendree ES,38,2,0,40
Meadowcreek ES,18,1,1,20
Meadowcreek HS,12,0,4,16
Mill Creek HS,50,3,0,53
Minor ES,1,0,0,1
Mountain Park ES,1,1,0,2
Mountain View HS,2,0,0,2
Mulberry ES,4,1,0,5
Nesbit ES,2,0,1,3
Norcross ES,17,1,0,18
Norcross HS,5,2,2,9
North Gwinnett MS,7,2,1,10
Northbrook MS,1,1,0,2
Norton ES,0,0,1,1
Oakland Meadow School,2,0,1,3
Osborne MS,7,1,0,8
Parkview HS,6,3,3,12
Parsons ES,1,0,0,1
Peachtree ES,0,0,3,3
Peachtree Ridge HS,0,1,0,1
Pharr ES,2,2,1,5
Puckett's Mill ES,9,1,0,10
Richards MS,11,3,4,18
Roberts ES,1,0,0,1
Rock Springs ES,47,2,0,49
Rockbridge ES,1,0,0,1
Rosebud ES,7,1,0,8
Shiloh MS,0,1,0,1
Simpson ES,15,2,0,17
Snellville MS,2,0,1,3
South Gwinnett HS,1,0,1,2
Starling ES,4,0,1,5
Stripling ES,5,1,0,6
Sugar Hill ES,3,0,0,3
Summerour MS,11,0,0,11
Sweetwater MS,3,1,1,5
Sycamore ES,2,1,0,3
Taylor ES,2,0,0,2
Trickum MS,7,0,0,7
Trip ES,3,1,0,4
Twin Rivers MS,4,0,1,5
Winn Holt ES,0,0,1,1
