School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,0,0,3,3
Alford ES,1,0,0,1
Anderson-Livsey ES,0,0,0,0
Annistown ES,0,0,1,1
Arcado ES,0,0,2,2
Archer HS,5,0,1,6
Baggett ES,5,0,4,9
Baldwin ES,0,0,0,0
Bay Creek MS,0,0,3,3
Beaver Ridge ES,0,0,1,1
Benefield ES,1,1,2,4
Berkeley Lake ES,1,0,4,5
Berkmar HS,73,1,3,77
Berkmar MS,0,0,0,0
Bethesda ES,2,0,0,2
Britt ES,0,0,0,0
Brookwood ES,2,0,1,3
Brookwood HS,2,0,1,3
Buice Center,6,0,14,20
Burnette ES,1,0,0,1
Camp Creek ES,1,0,0,1
Cedar Hill ES,1,0,1,2
Centerville ES,0,0,0,0
Central Gwinnett HS,4,0,1,5
Chattahoochee ES,5,0,1,6
Chesney ES,0,0,1,1
Coleman MS,0,0,0,0
Collins Hill HS,1,0,0,1
Cooper ES,3,0,1,4
Corley ES,0,0,0,0
Couch MS,1,0,0,1
Craig ES,0,0,0,0
Creekland MS,8,0,1,9
Crews MS,0,0,0,0
Dacula ES,8,0,5,13
Dacula HS,1,0,0,1
Dacula MS,3,1,1,5
Discovery HS,0,0,0,0
Duluth HS,10,0,3,13
Duluth MS,7,0,4,11
Duncan Creek ES,9,1,1,11
Dyer ES,5,0,4,9
Ferguson ES,0,0,0,0
Five Forks MS,0,0,0,0
Fort Daniel ES,1,0,2,3
Freeman's Mill ES,2,0,2,4
GIVE East,2,0,0,2
GIVE West,2,0,1,3
Grace Snell MS,21,1,1,23
Graves ES,3,0,1,4
Grayson ES,0,0,1,1
Grayson HS,0,0,0,0
Gwin Oaks ES,4,0,1,5
Gwinnett Online Campus,2,0,0,2
"Gwinnett School of Mathematics, Science, and Technology",0,0,1,1
Harbins ES,7,0,0,7
Harmony ES,1,0,0,1
Harris ES,1,0,0,1
Head ES,1,0,1,2
Hopkins ES,0,0,0,0
Hull MS,1,1,2,4
International Transition Center,0,0,0,0
Ivy Creek ES,0,1,3,4
Jackson ES,2,0,1,3
Jenkins ES,0,0,0,0
Jones MS,5,0,3,8
Jordan MS,3,2,4,9
Kanoheda ES,0,0,3,3
Knight ES,2,0,0,2
Lanier HS,1,0,0,1
Lanier MS,0,0,0,0
Lawrenceville ES,5,0,1,6
Level Creek ES,0,0,0,0
Lilburn ES,2,0,0,2
Lilburn MS,13,0,8,21
Lovin ES,5,0,2,7
Magill ES,1,0,0,1
Mason ES,0,0,0,0
Maxwell HS of Technology,1,0,0,1
McClure Health Science HS,0,0,1,1
McConnell MS,1,0,2,3
McKendree ES,0,0,0,0
Meadowcreek ES,1,0,1,2
Meadowcreek HS,6,0,6,12
Mill Creek HS,3,0,2,5
Minor ES,2,1,1,4
Moore MS,5,0,1,6
Mountain Park ES,0,0,0,0
Mountain View HS,9,0,7,16
Mulberry ES,13,0,6,19
Nesbit ES,0,0,1,1
Norcross ES,10,0,4,14
Norcross HS,2,0,1,3
North Gwinnett HS,3,2,2,7
North Gwinnett MS,1,0,1,2
Northbrook MS,0,0,0,0
Norton ES,0,0,0,0
Oakland Meadow School,5,0,3,8
Osborne MS,3,0,0,3
Parkview HS,2,1,3,6
Parsons ES,0,0,0,0
Partee ES,1,0,0,1
Patrick ES,0,0,0,0
Paul Duke STEM HS,0,0,0,0
Peachtree ES,4,0,1,5
Peachtree Ridge HS,0,0,2,2
Pharr ES,6,0,0,6
Phoenix HS,0,0,0,0
Pinckneyville MS,1,0,1,2
Puckett's Mill ES,4,0,4,8
Radloff MS,2,0,0,2
Richards MS,7,0,7,14
Riverside ES,1,0,1,2
Roberts ES,0,1,1,2
Rock Springs ES,7,0,0,7
Rockbridge ES,5,0,0,5
Rosebud ES,0,0,1,1
Shiloh ES,2,1,1,4
Shiloh HS,27,0,2,29
Shiloh MS,0,0,0,0
Simonton ES,0,0,1,1
Simpson ES,0,0,0,0
Snellville MS,1,0,0,1
South Gwinnett HS,3,0,1,4
Starling ES,0,0,0,0
Stripling ES,0,0,1,1
Sugar Hill ES,0,0,1,1
Summerour MS,0,0,0,0
Suwanee ES,0,0,0,0
Sweetwater MS,0,0,1,1
Sycamore ES,2,0,1,3
Taylor ES,0,0,1,1
Trickum MS,2,0,3,5
Trip ES,0,0,3,3
Twin Rivers MS,27,1,2,30
Walnut Grove ES,2,0,0,2
White Oak ES,1,0,0,1
Winn Holt ES,13,0,3,16
Woodward Mill ES,2,0,0,2
