School,Close Contact,Positive Case,Suspected Case,Total
Annistown ES,1,,,1
Beaver Ridge ES,1,1,,1
Britt ES,,2,2,2
Cedar Hill ES,,1,1,1
Collins Hill HS,2,,,2
Cooper ES,,1,1,1
Discovery HS,,1,1,1
Duluth HS,1,1,1,2
Grayson ES,1,1,,1
Ivy Creek ES,1,,,1
Jordan MS,2,2,2,4
Lilburn MS,1,1,1,2
Meadowcreek HS,,2,2,2
Osborne MS,1,,,1
Parkview HS,,1,1,1
Partee ES,1,1,,1
Peachtree Ridge HS,,1,1,1
Rock Springs ES,,1,1,1
Stripling ES,,1,1,1
Summerour MS,1,,,1
Winn Holt ES,,1,1,1
Woodward Mill ES,1,2,2,3
Peachtree ES,1,,,1
Anderson-Livsey ES,2,3,,5
