School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,0,1,0,1
Alford ES,2,0,0,2
Archer HS,3,0,1,4
Berkmar MS,10,0,0,10
Bethesda ES,3,0,0,3
Brookwood HS,14,0,0,14
Cedar Hill ES,0,0,2,2
Chesney ES,1,0,0,1
Coleman MS,1,0,0,1
Cooper ES,1,0,0,1
Craig ES,1,0,0,1
Dacula ES,1,0,1,2
Duluth HS,1,0,0,1
Dyer ES,3,0,1,4
Fort Daniel ES,14,2,0,16
Grayson HS,1,2,0,3
Harbins ES,3,0,2,5
Harris ES,7,1,1,9
Head ES,0,0,1,1
Hopkins ES,1,0,1,2
Jackson ES,0,1,0,1
Jones MS,0,0,1,1
Lanier MS,1,0,0,1
Level Creek ES,3,1,0,4
Lilburn ES,1,0,0,1
McConnell MS,0,1,1,2
Meadowcreek ES,18,0,0,18
Mill Creek HS,2,0,1,3
Mountain Park ES,0,1,0,1
Mountain View HS,1,0,1,2
Mulberry ES,3,0,1,4
Norcross HS,2,0,2,4
North Gwinnett HS,28,3,1,32
North Gwinnett MS,1,0,0,1
Northbrook MS,0,0,1,1
Osborne MS,1,0,0,1
Peachtree ES,3,0,1,4
Peachtree Ridge HS,3,0,0,3
Radloff MS,2,0,2,4
Riverside ES,2,0,1,3
Shiloh HS,1,0,0,1
Shiloh MS,0,0,1,1
Simpson ES,1,0,1,2
Starling ES,0,0,1,1
Summerour MS,1,0,2,3
Suwanee ES,3,0,0,3
Sweetwater MS,0,0,1,1
Trip ES,1,0,0,1
White Oak ES,9,1,0,10
Woodward Mill ES,1,0,0,1
