School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,6,0,0,6
Alford ES,2,0,0,2
Arcado ES,0,2,0,2
Archer HS,34,3,3,40
Baggett ES,3,0,5,8
Bay Creek MS,0,0,1,1
Benefield ES,6,1,0,7
Berkeley Lake ES,4,0,1,5
Berkmar MS,2,0,0,2
Bethesda ES,6,0,0,6
Britt ES,3,0,0,3
Brookwood ES,10,0,0,10
Brookwood HS,17,2,1,20
Buice Center,1,1,0,2
Burnette ES,0,0,2,2
Camp Creek ES,8,0,1,9
Centerville ES,2,1,0,3
Central Gwinnett HS,2,0,0,2
Chattahoochee ES,6,0,1,7
Chesney ES,18,1,0,19
Coleman MS,4,0,0,4
Collins Hill HS,4,0,0,4
Cooper ES,7,1,1,9
Couch MS,2,1,0,3
Craig ES,4,1,0,5
Creekland MS,5,1,0,6
Crews MS,2,0,0,2
Dacula ES,8,0,1,9
Dacula HS,4,1,2,7
Dacula MS,18,1,2,21
Duluth HS,2,0,0,2
Duluth MS,0,2,1,3
Duncan Creek ES,1,0,1,2
Dyer ES,3,0,1,4
Ferguson ES,20,0,0,20
Five Forks MS,7,2,0,9
Fort Daniel ES,5,1,0,6
Freeman's Mill ES,2,0,1,3
GIVE West,0,0,1,1
Grace Snell MS,1,0,3,4
Graves ES,3,0,0,3
Grayson ES,5,1,2,8
Grayson HS,3,1,0,4
Gwin Oaks ES,2,1,0,3
Gwinnett Online Campus,1,0,0,1
"Gwinnett School of Mathematics, Science, and Technology",1,0,0,1
Harbins ES,7,2,1,10
Harris ES,3,0,0,3
Head ES,5,0,0,5
Hull MS,12,0,2,14
International Transition Center,1,0,1,2
Ivy Creek ES,3,0,1,4
Jackson ES,2,0,0,2
Jones MS,2,0,0,2
Jordan MS,3,1,0,4
Knight ES,7,3,1,11
Lanier HS,1,1,1,3
Lanier MS,6,1,0,7
Level Creek ES,2,3,0,5
Lilburn MS,1,0,1,2
Magill ES,21,0,3,24
Mason ES,1,1,0,2
McClure Health Science HS,0,0,1,1
McConnell MS,17,1,0,18
McKendree ES,2,2,0,4
Meadowcreek ES,2,1,0,3
Meadowcreek HS,1,2,1,4
Mill Creek HS,7,3,0,10
Moore MS,1,1,0,2
Mountain Park ES,4,1,0,5
Mountain View HS,4,0,1,5
Mulberry ES,1,0,0,1
Nesbit ES,0,2,0,2
Norcross ES,2,1,0,3
Norcross HS,3,3,1,7
North Gwinnett HS,1,0,0,1
North Gwinnett MS,9,3,1,13
Northbrook MS,0,2,0,2
Norton ES,4,0,0,4
Oakland Meadow School,0,0,1,1
Osborne MS,41,2,0,43
Parkview HS,3,1,1,5
Parsons ES,2,0,0,2
Partee ES,1,0,0,1
Paul Duke STEM HS,0,2,0,2
Peachtree ES,6,1,2,9
Peachtree Ridge HS,0,1,0,1
Phoenix HS,1,0,0,1
Pinckneyville MS,7,2,2,11
Puckett's Mill ES,1,0,1,2
Richards MS,4,2,4,10
Riverside ES,2,0,0,2
Roberts ES,1,0,0,1
Rock Springs ES,4,1,0,5
Rockbridge ES,6,1,0,7
Shiloh ES,3,0,0,3
Shiloh HS,0,1,1,2
Simonton ES,4,0,0,4
Simpson ES,4,1,0,5
South Gwinnett HS,1,0,0,1
Stripling ES,2,0,0,2
Sugar Hill ES,27,1,1,29
Summerour MS,1,1,0,2
Sweetwater MS,3,0,0,3
Taylor ES,1,1,0,2
Trickum MS,8,0,1,9
Trip ES,1,1,0,2
Twin Rivers MS,2,0,0,2
Walnut Grove ES,1,0,0,1
White Oak ES,8,1,1,10
Winn Holt ES,5,0,0,5
