School,Close Contact,Positive Case,Suspected Case,Total
Alford ES,1,0,0,1
Arcado ES,23,0,0,23
Archer HS,1,0,1,2
Baggett ES,2,1,0,3
Bay Creek MS,1,1,1,3
Berkmar HS,3,2,1,6
Brookwood ES,1,0,0,1
Buice Center,1,0,0,1
Burnette ES,1,0,0,1
Camp Creek ES,3,0,0,3
Central Gwinnett HS,3,0,1,4
Chattahoochee ES,4,0,0,4
Chesney ES,3,0,1,4
Collins Hill HS,2,0,1,3
Cooper ES,17,0,1,18
Corley ES,0,1,0,1
Couch MS,1,1,0,2
Creekland MS,13,0,0,13
Crews MS,2,0,0,2
Dacula ES,2,0,1,3
Dacula HS,2,0,0,2
Dacula MS,2,2,0,4
Discovery HS,0,1,0,1
Duluth HS,1,1,0,2
Duluth MS,6,0,1,7
Duncan Creek ES,10,1,0,11
Dyer ES,8,1,2,11
Ferguson ES,1,1,1,3
Freeman's Mill ES,5,0,1,6
Graves ES,6,0,0,6
Grayson ES,1,0,0,1
Grayson HS,6,0,0,6
"Gwinnett School of Mathematics, Science, and Technology",1,0,0,1
Harmony ES,1,0,0,1
Harris ES,3,0,0,3
Head ES,1,1,0,2
Hopkins ES,1,0,2,3
Hull MS,1,1,0,2
Ivy Creek ES,1,0,0,1
Jackson ES,6,1,0,7
Jenkins ES,4,0,0,4
Jones MS,2,0,0,2
Jordan MS,1,0,2,3
Knight ES,2,0,1,3
Lawrenceville ES,4,0,0,4
Lilburn ES,7,1,1,9
Mason ES,1,0,0,1
Maxwell (Pre-Kindergarten),12,0,1,13
McClure Health Science HS,0,0,1,1
McConnell MS,2,0,0,2
Meadowcreek HS,2,0,4,6
Mill Creek HS,4,0,0,4
Mountain Park ES,1,0,0,1
Mountain View HS,1,0,0,1
Norcross ES,1,1,0,2
Norcross HS,11,3,0,14
North Gwinnett HS,6,0,2,8
North Gwinnett MS,16,1,0,17
Northbrook MS,2,0,0,2
Osborne MS,1,0,1,2
Parkview HS,3,0,0,3
Patrick ES,2,0,0,2
Paul Duke STEM HS,0,1,0,1
Peachtree ES,0,0,1,1
Peachtree Ridge HS,8,2,1,11
Pharr ES,1,0,0,1
Pinckneyville MS,0,0,1,1
Puckett's Mill ES,5,0,1,6
Richards MS,3,0,1,4
Riverside ES,1,1,0,2
Rockbridge ES,0,0,2,2
Rosebud ES,0,1,0,1
Shiloh ES,2,0,0,2
Shiloh HS,0,1,0,1
Simonton ES,1,0,0,1
Snellville MS,42,1,0,43
Starling ES,1,0,0,1
Sugar Hill ES,2,0,1,3
Sweetwater MS,3,0,0,3
Trickum MS,1,0,0,1
Trip ES,6,0,1,7
Twin Rivers MS,2,1,0,3
White Oak ES,1,0,1,2
Winn Holt ES,3,0,0,3
Woodward Mill ES,0,1,0,1
