School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,14,5,3,22
Alford ES,10,0,1,11
Anderson-Livsey ES,1,0,0,1
Annistown ES,5,1,0,6
Arcado ES,7,2,0,9
Archer HS,68,12,11,91
Baggett ES,10,1,5,16
Baldwin ES,6,1,0,7
Bay Creek MS,4,1,2,7
Beaver Ridge ES,4,4,1,9
Benefield ES,19,1,0,20
Berkeley Lake ES,10,0,1,11
Berkmar HS,15,3,0,18
Berkmar MS,15,1,3,19
Bethesda ES,11,1,1,13
Britt ES,6,0,0,6
Brookwood ES,15,1,0,16
Brookwood HS,33,15,6,54
Buice Center,3,2,2,7
Burnette ES,6,0,2,8
Camp Creek ES,24,1,2,27
Cedar Hill ES,11,4,0,15
Centerville ES,14,3,4,21
Central Gwinnett HS,17,4,0,21
Chattahoochee ES,28,5,4,37
Chesney ES,23,4,0,27
Coleman MS,15,3,2,20
Collins Hill HS,15,7,0,22
Cooper ES,23,2,0,25
Corley ES,1,0,2,3
Couch MS,10,1,0,11
Craig ES,11,1,0,12
Creekland MS,17,4,1,22
Crews MS,7,0,0,7
Dacula ES,14,1,6,21
Dacula HS,10,6,4,20
Dacula MS,32,6,2,40
Discovery HS,7,3,1,11
Duluth HS,22,3,5,30
Duluth MS,6,2,1,9
Duncan Creek ES,25,2,3,30
Dyer ES,16,0,4,20
Ferguson ES,52,6,0,58
Five Forks MS,9,7,0,16
Fort Daniel ES,16,4,0,20
Freeman's Mill ES,14,1,2,17
GIVE East,0,0,0,0
GIVE West,0,0,1,1
Grace Snell MS,1,1,4,6
Graves ES,10,0,1,11
Grayson ES,13,5,8,26
Grayson HS,14,11,3,28
Gwin Oaks ES,9,3,0,12
Gwinnett Online Campus,2,1,1,4
"Gwinnett School of Mathematics, Science, and Technology",1,1,3,5
Harbins ES,13,4,3,20
Harmony ES,2,2,0,4
Harris ES,18,3,0,21
Head ES,8,1,0,9
Hopkins ES,10,3,2,15
Hull MS,13,2,6,21
International Transition Center,5,0,1,6
Ivy Creek ES,13,2,1,16
Jackson ES,26,4,0,30
Jenkins ES,1,2,3,6
Jones MS,10,4,1,15
Jordan MS,5,2,1,8
Kanoheda ES,6,2,1,9
Knight ES,21,8,3,32
Lanier HS,21,8,6,35
Lanier MS,35,4,3,42
Lawrenceville ES,6,3,0,9
Level Creek ES,14,7,1,22
Lilburn ES,0,1,1,2
Lilburn MS,2,0,3,5
Lovin ES,7,2,1,10
Magill ES,31,3,4,38
Mason ES,7,5,1,13
Maxwell,0,0,0,0
McClure Health Science HS,4,1,5,10
McConnell MS,30,4,1,35
McKendree ES,14,4,0,18
Meadowcreek ES,4,2,0,6
Meadowcreek HS,19,1,1,21
Mill Creek HS,32,11,1,44
Minor ES,4,3,1,8
Moore MS,2,3,3,8
Mountain Park ES,5,4,0,9
Mountain View HS,19,5,4,28
Mulberry ES,19,2,1,22
Nesbit ES,3,2,3,8
Norcross ES,4,2,0,6
Norcross HS,51,11,4,66
North Gwinnett HS,12,5,6,23
North Gwinnett MS,27,8,4,39
Northbrook MS,11,4,3,18
Norton ES,14,0,0,14
Oakland Meadow School,1,0,2,3
Osborne MS,59,6,1,66
Parkview HS,23,6,5,34
Parsons ES,7,1,2,10
Partee ES,2,1,0,3
Patrick ES,9,1,1,11
Paul Duke STEM HS,0,6,0,6
Peachtree ES,14,5,4,23
Peachtree Ridge HS,4,4,0,8
Pharr ES,6,0,0,6
Phoenix HS,3,1,0,4
Pinckneyville MS,18,3,8,29
Puckett's Mill ES,7,2,2,11
Radloff MS,7,3,2,12
Richards MS,20,2,10,32
Riverside ES,10,1,0,11
Roberts ES,8,4,0,12
Rock Springs ES,12,1,0,13
Rockbridge ES,16,2,2,20
Rosebud ES,5,0,1,6
Shiloh ES,7,2,0,9
Shiloh HS,7,4,5,16
Shiloh MS,5,1,1,7
Simonton ES,9,6,0,15
Simpson ES,33,4,0,37
Snellville MS,3,2,1,6
South Gwinnett HS,31,6,1,38
Starling ES,7,0,2,9
Stripling ES,4,1,3,8
Sugar Hill ES,37,8,4,49
Summerour MS,1,0,1,2
Suwanee ES,6,4,0,10
Sweetwater MS,10,4,2,16
Sycamore ES,10,6,3,19
Taylor ES,14,3,0,17
Trickum MS,20,4,1,25
Trip ES,16,4,3,23
Twin Rivers MS,17,4,0,21
Walnut Grove ES,19,2,0,21
White Oak ES,20,2,5,27
Winn Holt ES,18,1,6,25
Woodward Mill ES,2,0,0,2
