School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,14,1,3,18
Alford ES,49,4,2,55
Anderson-Livsey ES,1,2,0,3
Annistown ES,50,3,0,53
Arcado ES,5,0,0,5
Archer HS,71,14,6,91
Baggett ES,15,1,1,17
Baldwin ES,1,6,0,7
Bay Creek MS,13,4,1,18
Beaver Ridge ES,43,5,2,50
Benefield ES,39,4,0,43
Berkeley Lake ES,9,2,0,11
Berkmar HS,10,3,4,17
Berkmar MS,40,4,7,51
Bethesda ES,10,3,1,14
Britt ES,10,0,2,12
Brookwood ES,18,3,0,21
Brookwood HS,68,10,2,80
Buice Center,6,1,3,10
Burnette ES,9,2,1,12
Camp Creek ES,57,2,3,62
Cedar Hill ES,14,3,0,17
Centerville ES,9,0,6,15
Central Gwinnett HS,14,4,1,19
Chattahoochee ES,51,8,5,64
Chesney ES,9,3,2,14
Coleman MS,13,3,2,18
Collins Hill HS,32,8,3,43
Cooper ES,14,0,0,14
Corley ES,5,0,1,6
Couch MS,6,4,1,11
Craig ES,18,2,2,22
Creekland MS,14,4,7,25
Crews MS,54,6,0,60
Dacula ES,13,2,3,18
Dacula HS,17,3,3,23
Dacula MS,35,6,1,42
Discovery HS,7,7,2,16
Duluth HS,73,2,11,86
Duluth MS,13,0,5,18
Duncan Creek ES,15,0,0,15
Dyer ES,20,2,2,24
Ferguson ES,20,3,1,24
Five Forks MS,56,3,0,59
Fort Daniel ES,5,2,0,7
Freeman's Mill ES,10,1,0,11
GIVE East,1,2,1,4
GIVE West,8,2,4,14
Grace Snell MS,3,1,2,6
Graves ES,5,2,1,8
Grayson ES,14,4,4,22
Grayson HS,27,9,1,37
Gwin Oaks ES,11,5,0,16
Gwinnett Online Campus,4,0,1,5
"Gwinnett School of Mathematics, Science, and Technology",1,0,2,3
Harbins ES,44,7,5,56
Harmony ES,3,0,0,3
Harris ES,13,2,0,15
Head ES,7,1,0,8
Hopkins ES,36,3,0,39
Hull MS,7,3,2,12
International Transition Center,13,1,2,16
Ivy Creek ES,16,2,2,20
Jackson ES,27,6,0,33
Jenkins ES,1,4,3,8
Jones MS,5,1,3,9
Jordan MS,1,2,2,5
Kanoheda ES,18,4,1,23
Knight ES,22,3,5,30
Lanier HS,31,2,4,37
Lanier MS,33,4,1,38
Lawrenceville ES,2,4,0,6
Level Creek ES,6,2,1,9
Lilburn ES,9,1,1,11
Lilburn MS,15,2,2,19
Lovin ES,10,0,0,10
Magill ES,14,1,3,18
Mason ES,8,2,2,12
Maxwell,0,0,0,0
McClure Health Science HS,3,1,1,5
McConnell MS,17,3,1,21
McKendree ES,77,13,2,92
Meadowcreek ES,20,4,1,25
Meadowcreek HS,12,1,5,18
Mill Creek HS,146,13,2,161
Minor ES,18,5,4,27
Moore MS,5,3,3,11
Mountain Park ES,19,2,1,22
Mountain View HS,58,5,5,68
Mulberry ES,27,2,2,31
Nesbit ES,7,2,3,12
Norcross ES,31,2,2,35
Norcross HS,54,2,3,59
North Gwinnett HS,34,6,8,48
North Gwinnett MS,17,5,5,27
Northbrook MS,28,2,0,30
Norton ES,34,4,0,38
Oakland Meadow School,10,0,1,11
Osborne MS,52,8,2,62
Parkview HS,28,5,12,45
Parsons ES,5,1,6,12
Partee ES,3,0,0,3
Patrick ES,4,1,0,5
Paul Duke STEM HS,0,3,0,3
Peachtree ES,43,1,5,49
Peachtree Ridge HS,9,7,1,17
Pharr ES,9,1,0,10
Phoenix HS,2,0,0,2
Pinckneyville MS,44,3,5,52
Puckett's Mill ES,13,3,4,20
Radloff MS,0,4,2,6
Richards MS,64,9,6,79
Riverside ES,4,1,1,6
Roberts ES,38,5,2,45
Rock Springs ES,28,6,0,34
Rockbridge ES,31,1,4,36
Rosebud ES,47,7,6,60
Shiloh ES,6,1,0,7
Shiloh HS,8,2,2,12
Shiloh MS,6,2,1,9
Simonton ES,65,5,1,71
Simpson ES,4,1,0,5
Snellville MS,25,2,1,28
South Gwinnett HS,23,4,1,28
Starling ES,31,2,4,37
Stripling ES,6,3,3,12
Sugar Hill ES,10,4,0,14
Summerour MS,9,1,4,14
Suwanee ES,1,0,1,2
Sweetwater MS,9,3,4,16
Sycamore ES,40,4,4,48
Taylor ES,9,2,0,11
Trickum MS,40,4,1,45
Trip ES,19,1,1,21
Twin Rivers MS,87,4,2,93
Walnut Grove ES,18,2,0,20
White Oak ES,13,0,3,16
Winn Holt ES,28,3,2,33
Woodward Mill ES,2,1,0,3
