School,Close Contact,Positive Case,Suspected Case,Total
Archer HS,1,,,1
Baggett ES,1,,,1
Bethesda ES,1,,,1
Creekland MS,1,,1,2
Ferguson ES,,,1,1
GIVE East,1,,,1
Grace Snell MS,1,,,1
Graves ES,1,,,1
Harbins ES,1,,1,2
Harris ES,1,,,1
Hull MS,,1,2,3
Ivy Creek ES,1,,,1
Jordan MS,,1,,1
Kanoheda ES,,,1,1
Lanier HS,,,2,2
Lilburn ES,1,,,1
Magill ES,3,3,,6
Meadowcreek HS,,,2,2
Mountain View HS,,,1,1
Mulberry ES,4,,,4
Norcross HS,,,1,1
Parkview HS,,,1,1
Peachtree ES,1,,,1
Pharr ES,5,,1,6
Puckett's Mill ES,1,,,1
Stripling ES,,,1,1
Sugar Hill ES,1,,,1
