School,Close Contact,Positive Case,Suspected Case,Total
Archer HS,1,0,2,3
Baggett ES,7,1,1,9
Bay Creek MS,1,0,0,1
Berkeley Lake ES,1,0,4,5
Berkmar HS,9,0,0,9
Britt ES,2,0,2,4
Brookwood HS,1,0,0,1
Dacula ES,1,0,0,1
Dacula HS,1,0,0,1
Discovery HS,1,0,0,1
Duluth HS,1,0,0,1
Dyer ES,2,0,1,3
Fort Daniel ES,0,0,1,1
GIVE West,3,0,1,4
Grace Snell MS,2,0,0,2
Grayson HS,1,0,0,1
"Gwinnett School of Mathematics, Science, and Technology",0,0,1,1
Harbins ES,4,0,0,4
Jenkins ES,20,0,1,21
Kanoheda ES,1,0,0,1
Knight ES,0,0,1,1
Lilburn MS,0,0,2,2
McConnell MS,0,0,3,3
Meadowcreek HS,1,0,1,2
Mill Creek HS,20,1,0,21
Mountain View HS,2,0,1,3
Mulberry ES,0,0,2,2
Norcross ES,0,0,1,1
Norcross HS,0,0,1,1
North Gwinnett HS,3,0,1,4
North Gwinnett MS,1,0,0,1
Oakland Meadow School,2,0,0,2
Peachtree Ridge HS,3,0,0,3
Pharr ES,1,0,0,1
Richards MS,0,0,1,1
Rock Springs ES,0,0,1,1
South Gwinnett HS,10,0,1,11
Sugar Hill ES,0,0,1,1
Summerour MS,0,0,1,1
Trip ES,1,0,0,1
Winn Holt ES,0,0,1,1
