School,Close Contact,Positive Case,Suspected Case,Total
Baggett ES,,3,3,3
Berkmar HS,1,,1,1
Brookwood HS,1,,1,1
Crews MS,,1,1,1
Dacula ES,1,,1,1
Duluth MS,,1,1,1
Grayson ES,,1,1,1
Harbins ES,3,,3,3
Jones MS,1,3,3,4
Lilburn ES,1,,1,1
Lilburn MS,1,,1,1
Meadowcreek ES,,1,1,1
Meadowcreek HS,,1,1,1
Mill Creek HS,1,,1,1
Norcross ES,3,1,1,4
Norcross HS,1,1,1,2
Oakland Meadow School,1,,1,1
Pharr ES,1,,1,1
Richards MS,,1,1,1
Rockbridge ES,2,,2,2
Rosebud ES,,1,1,1
Shiloh ES,1,2,2,3
South Gwinnett HS,1,,1,1
Winn Holt ES,,1,1,1
