School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,1,0,0,1
Alford ES,8,1,0,9
Annistown ES,1,0,0,1
Arcado ES,4,0,0,4
Archer HS,24,1,4,29
Bay Creek MS,2,0,0,2
Beaver Ridge ES,0,1,0,1
Benefield ES,11,1,0,12
Berkeley Lake ES,2,0,0,2
Berkmar HS,12,1,1,14
Berkmar MS,13,0,0,13
Brookwood ES,12,1,0,13
Brookwood HS,20,2,1,23
Buice Center,6,1,0,7
Burnette ES,5,0,4,9
Cedar Hill ES,2,1,0,3
Central Gwinnett HS,1,1,0,2
Chattahoochee ES,1,0,1,2
Chesney ES,4,0,0,4
Cooper ES,12,0,2,14
Corley ES,1,0,0,1
Creekland MS,2,0,1,3
Crews MS,3,1,0,4
Dacula ES,11,2,6,19
Dacula HS,5,1,1,7
Dacula MS,1,0,1,2
Discovery HS,2,1,0,3
Duluth HS,1,0,1,2
Duluth MS,6,0,0,6
Duncan Creek ES,9,0,0,9
Dyer ES,16,1,3,20
Five Forks MS,24,2,0,26
Fort Daniel ES,3,1,0,4
Freeman's Mill ES,1,0,2,3
GIVE West,1,0,0,1
Grace Snell MS,0,1,0,1
Graves ES,0,0,1,1
Grayson ES,1,0,0,1
Grayson HS,9,4,1,14
Gwin Oaks ES,7,2,0,9
Harbins ES,7,1,0,8
Harmony ES,2,0,2,4
Harris ES,1,0,0,1
Head ES,1,0,1,2
Hopkins ES,8,0,0,8
Hull MS,2,2,0,4
International Transition Center,1,1,0,2
Ivy Creek ES,3,2,0,5
Jackson ES,0,1,0,1
Jenkins ES,3,0,0,3
Jones MS,2,2,0,4
Knight ES,6,0,2,8
Lanier HS,1,0,2,3
Lanier MS,3,0,0,3
Lilburn MS,5,0,1,6
Lovin ES,12,2,0,14
Magill ES,20,1,0,21
Mason ES,7,0,0,7
Maxwell,0,0,2,2
McConnell MS,4,0,0,4
McKendree ES,3,1,0,4
Meadowcreek ES,3,0,3,6
Meadowcreek HS,4,1,1,6
Mill Creek HS,25,1,0,26
Minor ES,1,0,0,1
Mountain Park ES,2,0,0,2
Mountain View HS,9,0,1,10
Norcross HS,14,2,0,16
North Gwinnett HS,30,1,5,36
North Gwinnett MS,1,4,0,5
Northbrook MS,3,0,1,4
Norton ES,0,0,2,2
Oakland Meadow School,4,0,1,5
Osborne MS,6,0,0,6
Parkview HS,11,3,3,17
Parsons ES,0,1,0,1
Paul Duke STEM HS,3,0,0,3
Peachtree ES,1,0,0,1
Peachtree Ridge HS,2,3,0,5
Pharr ES,8,0,1,9
Pinckneyville MS,16,1,0,17
Puckett's Mill ES,12,0,3,15
Radloff MS,0,1,0,1
Richards MS,7,0,4,11
Riverside ES,4,0,0,4
Rockbridge ES,1,0,0,1
Shiloh ES,8,0,1,9
Shiloh HS,5,0,1,6
Shiloh MS,11,1,0,12
Simpson ES,3,0,0,3
South Gwinnett HS,0,2,0,2
Starling ES,2,0,0,2
Stripling ES,1,0,0,1
Sugar Hill ES,2,0,0,2
Summerour MS,2,2,0,4
Suwanee ES,3,0,0,3
Taylor ES,2,0,0,2
Trickum MS,2,1,0,3
Twin Rivers MS,33,2,0,35
White Oak ES,1,0,0,1
Woodward Mill ES,1,0,0,1
