School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,3,3,0,6
Alford ES,0,1,1,2
Anderson-Livsey ES,0,0,0,0
Annistown ES,6,0,0,6
Arcado ES,34,1,1,36
Archer HS,61,1,5,67
Baggett ES,5,0,0,5
Baldwin ES,1,0,0,1
Bay Creek MS,4,0,1,5
Beaver Ridge ES,3,0,0,3
Benefield ES,1,0,0,1
Berkeley Lake ES,2,0,0,2
Berkmar HS,1,1,0,2
Berkmar MS,9,0,7,16
Bethesda ES,3,0,0,3
Britt ES,2,0,0,2
Brookwood ES,1,0,0,1
Brookwood HS,16,3,0,19
Buice Center,0,0,1,1
Burnette ES,3,1,1,5
Camp Creek ES,64,3,0,67
Cedar Hill ES,29,1,3,33
Centerville ES,3,0,1,4
Central Gwinnett HS,0,1,0,1
Chattahoochee ES,73,3,2,78
Chesney ES,4,0,0,4
Coleman MS,2,3,0,5
Collins Hill HS,7,2,0,9
Cooper ES,15,1,1,17
Corley ES,2,0,0,2
Couch MS,4,1,0,5
Craig ES,0,0,0,0
Creekland MS,2,0,3,5
Crews MS,5,0,0,5
Dacula ES,5,0,5,10
Dacula HS,0,0,1,1
Dacula MS,12,1,0,13
Discovery HS,3,0,1,4
Duluth HS,5,1,0,6
Duluth MS,1,0,3,4
Duncan Creek ES,14,1,1,16
Dyer ES,13,1,2,16
Ferguson ES,21,0,2,23
Five Forks MS,0,0,0,0
Fort Daniel ES,0,0,0,0
Freeman's Mill ES,0,0,0,0
GIVE East,1,0,0,1
GIVE West,0,0,0,0
Grace Snell MS,2,1,1,4
Graves ES,0,0,0,0
Grayson ES,16,1,1,18
Grayson HS,14,2,0,16
Gwin Oaks ES,8,1,1,10
Gwinnett Online Campus,0,0,0,0
"Gwinnett School of Mathematics, Science, and Technology",1,0,0,1
Harbins ES,2,0,1,3
Harmony ES,1,0,2,3
Harris ES,0,2,1,3
Head ES,1,2,1,4
Hopkins ES,31,1,2,34
Hull MS,0,0,0,0
International Transition Center,6,0,2,8
Ivy Creek ES,4,1,1,6
Jackson ES,1,0,0,1
Jenkins ES,2,0,0,2
Jones MS,3,0,0,3
Jordan MS,2,0,0,2
Kanoheda ES,1,0,0,1
Knight ES,3,0,0,3
Lanier HS,2,1,0,3
Lanier MS,5,0,2,7
Lawrenceville ES,4,2,0,6
Level Creek ES,1,1,0,2
Lilburn ES,2,0,0,2
Lilburn MS,0,1,5,6
Lovin ES,1,0,0,1
Magill ES,7,2,1,10
Mason ES,0,0,0,0
Maxwell,0,0,1,1
McClure Health Science HS,4,0,2,6
McConnell MS,1,1,0,2
McKendree ES,16,1,0,17
Meadowcreek ES,1,0,0,1
Meadowcreek HS,14,0,4,18
Mill Creek HS,30,6,1,37
Minor ES,1,0,0,1
Moore MS,9,0,1,10
Mountain Park ES,10,2,0,12
Mountain View HS,31,2,4,37
Mulberry ES,2,0,0,2
Nesbit ES,14,0,2,16
Norcross ES,1,0,0,1
Norcross HS,9,3,2,14
North Gwinnett HS,19,3,0,22
North Gwinnett MS,16,1,0,17
Northbrook MS,13,1,0,14
Norton ES,3,0,0,3
Oakland Meadow School,2,1,0,3
Osborne MS,27,2,0,29
Parkview HS,9,6,10,25
Parsons ES,3,2,0,5
Partee ES,0,0,0,0
Patrick ES,3,0,0,3
Paul Duke STEM HS,7,1,0,8
Peachtree ES,25,1,9,35
Peachtree Ridge HS,5,2,0,7
Pharr ES,4,0,2,6
Phoenix HS,0,0,0,0
Pinckneyville MS,1,0,0,1
Puckett's Mill ES,3,1,1,5
Radloff MS,1,1,0,2
Richards MS,21,4,7,32
Riverside ES,1,0,0,1
Roberts ES,21,1,0,22
Rock Springs ES,0,0,0,0
Rockbridge ES,0,1,2,3
Rosebud ES,6,0,0,6
Shiloh ES,1,0,0,1
Shiloh HS,2,0,1,3
Shiloh MS,3,1,1,5
Simonton ES,5,1,1,7
Simpson ES,0,0,0,0
Snellville MS,1,0,0,1
South Gwinnett HS,3,0,2,5
Starling ES,0,0,0,0
Stripling ES,1,0,2,3
Sugar Hill ES,2,0,1,3
Summerour MS,0,0,0,0
Suwanee ES,0,0,0,0
Sweetwater MS,3,2,0,5
Sycamore ES,1,0,0,1
Taylor ES,12,3,0,15
Trickum MS,6,3,0,9
Trip ES,30,0,1,31
Twin Rivers MS,4,1,1,6
Walnut Grove ES,1,0,0,1
White Oak ES,5,0,0,5
Winn Holt ES,24,1,0,25
Woodward Mill ES,0,0,0,0
