School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,14,1,5,20
Alford ES,8,4,2,14
Anderson-Livsey ES,0,1,1,2
Annistown ES,6,1,0,7
Arcado ES,5,5,1,11
Archer HS,32,8,11,51
Baggett ES,41,4,4,49
Baldwin ES,10,3,1,14
Bay Creek MS,13,1,4,18
Beaver Ridge ES,6,2,0,8
Benefield ES,24,5,2,31
Berkeley Lake ES,7,2,0,9
Berkmar HS,41,12,7,60
Berkmar MS,34,5,5,44
Bethesda ES,35,5,0,40
Britt ES,8,1,4,13
Brookwood ES,46,2,3,51
Brookwood HS,84,18,3,105
Buice Center,4,3,0,7
Burnette ES,10,1,1,12
Camp Creek ES,26,3,2,31
Cedar Hill ES,14,5,4,23
Centerville ES,24,0,4,28
Central Gwinnett HS,3,7,0,10
Chattahoochee ES,29,3,8,40
Chesney ES,16,3,4,23
Coleman MS,12,3,0,15
Collins Hill HS,5,3,0,8
Cooper ES,18,3,1,22
Corley ES,19,1,3,23
Couch MS,7,5,3,15
Craig ES,14,2,3,19
Creekland MS,20,4,10,34
Crews MS,18,4,1,23
Dacula ES,32,3,6,41
Dacula HS,18,13,4,35
Dacula MS,22,9,0,31
Discovery HS,26,12,4,42
Duluth HS,12,2,1,15
Duluth MS,9,8,6,23
Duncan Creek ES,25,5,1,31
Dyer ES,18,3,3,24
Ferguson ES,7,1,0,8
Five Forks MS,17,7,2,26
Fort Daniel ES,2,2,0,4
Freeman's Mill ES,23,2,1,26
GIVE East,4,1,1,6
GIVE West,2,0,0,2
Grace Snell MS,7,1,3,11
Graves ES,6,1,2,9
Grayson ES,42,3,0,45
Grayson HS,35,4,1,40
Gwin Oaks ES,32,7,3,42
Gwinnett Online Campus,2,2,0,4
"Gwinnett School of Mathematics, Science, and Technology",7,2,3,12
Harbins ES,101,6,6,113
Harmony ES,8,2,4,14
Harris ES,9,5,2,16
Head ES,8,1,2,11
Hopkins ES,12,2,2,16
Hull MS,3,1,0,4
International Transition Center,2,0,0,2
Ivy Creek ES,32,5,2,39
Jackson ES,17,3,1,21
Jenkins ES,10,3,2,15
Jones MS,32,3,1,36
Jordan MS,12,4,2,18
Kanoheda ES,17,3,1,21
Knight ES,16,3,4,23
Lanier HS,35,10,9,54
Lanier MS,54,11,4,69
Lawrenceville ES,0,1,1,2
Level Creek ES,14,0,0,14
Lilburn ES,8,6,1,15
Lilburn MS,7,2,5,14
Lovin ES,15,2,2,19
Magill ES,59,5,0,64
Mason ES,11,3,1,15
Maxwell,3,1,1,5
McClure Health Science HS,3,1,5,9
McConnell MS,40,6,4,50
McKendree ES,16,8,0,24
Meadowcreek ES,45,7,6,58
Meadowcreek HS,10,3,2,15
Mill Creek HS,52,7,3,62
Minor ES,15,1,3,19
Moore MS,11,3,0,14
Mountain Park ES,2,1,0,3
Mountain View HS,45,16,5,66
Mulberry ES,12,7,2,21
Nesbit ES,137,1,4,142
Norcross ES,11,1,3,15
Norcross HS,28,8,1,37
North Gwinnett HS,48,11,3,62
North Gwinnett MS,47,12,3,62
Northbrook MS,11,3,5,19
Norton ES,30,8,2,40
Oakland Meadow School,1,2,5,8
Osborne MS,47,8,2,57
Parkview HS,24,7,7,38
Parsons ES,9,0,1,10
Partee ES,16,2,0,18
Patrick ES,7,0,4,11
Paul Duke STEM HS,13,3,0,16
Peachtree ES,13,0,2,15
Peachtree Ridge HS,13,2,2,17
Pharr ES,13,3,0,16
Phoenix HS,3,3,0,6
Pinckneyville MS,10,1,6,17
Puckett's Mill ES,31,4,4,39
Radloff MS,14,5,0,19
Richards MS,28,15,8,51
Riverside ES,7,1,0,8
Roberts ES,12,2,0,14
Rock Springs ES,13,8,2,23
Rockbridge ES,26,2,0,28
Rosebud ES,10,5,4,19
Shiloh ES,9,4,1,14
Shiloh HS,3,4,2,9
Shiloh MS,10,4,0,14
Simonton ES,7,2,1,10
Simpson ES,18,5,0,23
Snellville MS,0,2,1,3
South Gwinnett HS,15,8,7,30
Starling ES,8,7,1,16
Stripling ES,4,0,1,5
Sugar Hill ES,38,4,1,43
Summerour MS,1,3,2,6
Suwanee ES,2,3,0,5
Sweetwater MS,15,6,3,24
Sycamore ES,28,2,0,30
Taylor ES,16,3,0,19
Trickum MS,23,9,4,36
Trip ES,43,3,5,51
Twin Rivers MS,55,12,5,72
Walnut Grove ES,10,1,0,11
White Oak ES,19,2,1,22
Winn Holt ES,18,4,5,27
Woodward Mill ES,2,3,1,6
