School,Close Contact,Positive Case,Suspected Case,Total
Arcado ES,21,1,0,22
Central Gwinnett HS,0,0,1,1
Chattahoochee ES,4,0,1,5
Chesney ES,0,0,1,1
Coleman MS,0,0,1,1
Cooper ES,5,0,1,6
Duluth MS,1,0,0,1
Duncan Creek ES,3,0,1,4
Dyer ES,4,0,3,7
Ferguson ES,0,0,1,1
Fort Daniel ES,1,0,0,1
Grace Snell MS,0,0,2,2
Graves ES,0,0,1,1
Grayson ES,0,0,1,1
Ivy Creek ES,0,0,2,2
Jones MS,0,0,3,3
Lawrenceville ES,0,0,1,1
Mason ES,0,0,1,1
Meadowcreek HS,10,0,0,10
Mill Creek HS,2,1,1,4
Mountain View HS,1,0,0,1
Nesbit ES,1,0,0,1
Norcross ES,0,0,3,3
North Gwinnett HS,2,0,2,4
Parkview HS,3,0,2,5
Peachtree Ridge HS,0,0,1,1
Rockbridge ES,0,1,0,1
Shiloh HS,0,0,1,1
South Gwinnett HS,1,0,2,3
Twin Rivers MS,8,0,3,11
Woodward Mill ES,1,0,1,2
