School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,7,1,3,11
Alford ES,31,0,0,31
Arcado ES,0,0,1,1
Archer HS,36,3,2,41
Baldwin ES,1,0,1,2
Benefield ES,2,1,0,3
Berkmar HS,1,0,0,1
Brookwood ES,13,1,0,14
Brookwood HS,2,3,0,5
Burnette ES,1,0,0,1
Camp Creek ES,19,0,1,20
Cedar Hill ES,1,0,0,1
Chattahoochee ES,1,0,0,1
Chesney ES,4,0,0,4
Coleman MS,2,0,0,2
Collins Hill HS,4,1,0,5
Cooper ES,1,0,0,1
Corley ES,1,1,0,2
Dacula ES,0,0,3,3
Dacula MS,1,0,0,1
Discovery HS,1,0,0,1
Duluth HS,2,0,1,3
Duluth MS,1,0,3,4
Duncan Creek ES,2,0,0,2
Dyer ES,4,0,3,7
Ferguson ES,10,0,0,10
Fort Daniel ES,2,1,1,4
Freeman's Mill ES,3,0,0,3
GIVE West,1,0,0,1
Graves ES,0,0,1,1
Grayson HS,4,1,0,5
Gwin Oaks ES,2,0,0,2
Gwinnett Online Campus,1,0,0,1
Harbins ES,17,0,0,17
Harmony ES,1,0,2,3
Harris ES,6,1,0,7
Ivy Creek ES,2,0,2,4
Jenkins ES,1,0,0,1
Jones MS,1,0,0,1
Knight ES,1,0,1,2
Lanier HS,18,0,2,20
Lanier MS,2,0,1,3
Level Creek ES,0,1,0,1
Lovin ES,18,2,1,21
Maxwell HS of Technology,11,2,0,13
McConnell MS,6,0,0,6
Meadowcreek HS,3,0,0,3
Mill Creek HS,9,1,0,10
Minor ES,7,0,1,8
Mountain View HS,10,0,0,10
Mulberry ES,6,1,2,9
Norcross HS,7,1,0,8
North Gwinnett HS,20,0,3,23
North Gwinnett MS,2,0,0,2
Northbrook MS,0,1,0,1
Norton ES,2,0,0,2
Oakland Meadow School,1,0,0,1
Osborne MS,2,0,1,3
Parkview HS,11,1,1,13
Peachtree ES,0,0,2,2
Peachtree Ridge HS,2,0,0,2
Pharr ES,1,0,0,1
Phoenix HS,1,0,0,1
Pinckneyville MS,6,0,1,7
Puckett's Mill ES,8,0,0,8
Radloff MS,5,1,0,6
Richards MS,1,0,0,1
Riverside ES,2,0,0,2
Roberts ES,1,1,0,2
Rosebud ES,7,2,0,9
Shiloh ES,0,1,0,1
Shiloh MS,13,1,3,17
Simonton ES,1,0,1,2
Simpson ES,1,1,0,2
South Gwinnett HS,1,0,0,1
Stripling ES,1,0,1,2
Sugar Hill ES,15,1,3,19
Sweetwater MS,5,0,1,6
Sycamore ES,1,0,0,1
Trickum MS,6,1,0,7
Twin Rivers MS,1,1,0,2
Walnut Grove ES,1,0,0,1
White Oak ES,8,0,1,9
