School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,13,1,5,19
Alford ES,0,0,2,2
Anderson-Livsey ES,0,0,0,0
Annistown ES,1,0,0,1
Arcado ES,25,0,2,27
Archer HS,20,1,1,22
Baggett ES,0,0,0,0
Baldwin ES,2,0,0,2
Bay Creek MS,1,0,2,3
Beaver Ridge ES,3,0,0,3
Benefield ES,0,0,0,0
Berkeley Lake ES,2,0,1,3
Berkmar HS,2,0,1,3
Berkmar MS,1,0,0,1
Bethesda ES,19,0,2,21
Britt ES,2,0,4,6
Brookwood ES,7,1,1,9
Brookwood HS,3,0,0,3
Buice Center,14,1,1,16
Burnette ES,4,0,4,8
Camp Creek ES,2,0,1,3
Cedar Hill ES,1,0,0,1
Centerville ES,7,0,1,8
Central Gwinnett HS,2,0,0,2
Chattahoochee ES,26,0,4,30
Chesney ES,7,0,2,9
Coleman MS,1,0,0,1
Collins Hill HS,1,0,0,1
Cooper ES,12,0,3,15
Corley ES,3,0,2,5
Couch MS,4,0,0,4
Craig ES,1,0,0,1
Creekland MS,2,0,2,4
Crews MS,3,1,0,4
Dacula ES,3,0,2,5
Dacula HS,5,0,6,11
Dacula MS,4,1,0,5
Discovery HS,2,1,0,3
Duluth HS,8,0,6,14
Duluth MS,4,0,4,8
Duncan Creek ES,11,0,2,13
Dyer ES,7,0,3,10
Ferguson ES,17,0,1,18
Five Forks MS,1,0,0,1
Fort Daniel ES,2,0,0,2
Freeman's Mill ES,9,0,3,12
GIVE East,3,0,0,3
GIVE West,0,0,1,1
Grace Snell MS,1,0,2,3
Graves ES,0,0,2,2
Grayson ES,6,0,1,7
Grayson HS,18,0,0,18
Gwin Oaks ES,0,0,0,0
Gwinnett Online Campus,0,0,0,0
"Gwinnett School of Mathematics, Science, and Technology",0,0,1,1
Harbins ES,12,0,5,17
Harmony ES,4,1,1,6
Harris ES,24,0,2,26
Head ES,0,0,0,0
Hopkins ES,2,0,3,5
Hull MS,0,0,2,2
International Transition Center,0,0,0,0
Ivy Creek ES,2,0,2,4
Jackson ES,9,0,1,10
Jenkins ES,4,0,0,4
Jones MS,3,0,0,3
Jordan MS,17,0,4,21
Kanoheda ES,1,0,0,1
Knight ES,7,0,2,9
Lanier HS,9,0,2,11
Lanier MS,0,0,1,1
Lawrenceville ES,0,0,0,0
Level Creek ES,20,4,0,24
Lilburn ES,0,0,0,0
Lilburn MS,1,0,1,2
Lovin ES,4,0,0,4
Magill ES,4,0,0,4
Mason ES,4,0,1,5
Maxwell HS of Technology,1,0,0,1
McClure Health Science HS,2,1,0,3
McConnell MS,8,1,5,14
McKendree ES,1,0,4,5
Meadowcreek ES,0,0,0,0
Meadowcreek HS,26,0,9,35
Mill Creek HS,34,4,1,39
Minor ES,3,0,0,3
Moore MS,1,0,0,1
Mountain Park ES,4,1,0,5
Mountain View HS,34,2,6,42
Mulberry ES,0,1,0,1
Nesbit ES,0,0,1,1
Norcross ES,19,0,14,33
Norcross HS,10,0,1,11
North Gwinnett HS,72,4,0,76
North Gwinnett MS,7,0,2,9
Northbrook MS,1,0,0,1
Norton ES,17,1,1,19
Oakland Meadow School,1,0,1,2
Osborne MS,74,1,0,75
Parkview HS,7,0,4,11
Parsons ES,2,0,0,2
Partee ES,0,0,0,0
Patrick ES,0,0,0,0
Paul Duke STEM HS,2,1,1,4
Peachtree ES,15,0,10,25
Peachtree Ridge HS,19,1,8,28
Pharr ES,1,0,0,1
Phoenix HS,0,0,0,0
Pinckneyville MS,2,1,3,6
Puckett's Mill ES,3,0,0,3
Radloff MS,3,0,0,3
Richards MS,6,0,2,8
Riverside ES,2,0,1,3
Roberts ES,6,1,0,7
Rock Springs ES,1,0,0,1
Rockbridge ES,4,0,2,6
Rosebud ES,2,0,0,2
Shiloh ES,0,0,0,0
Shiloh HS,2,0,1,3
Shiloh MS,0,0,0,0
Simonton ES,0,0,0,0
Simpson ES,20,0,3,23
Snellville MS,1,1,0,2
South Gwinnett HS,3,0,0,3
Starling ES,1,0,1,2
Stripling ES,0,0,1,1
Sugar Hill ES,5,0,0,5
Summerour MS,2,0,0,2
Suwanee ES,1,0,0,1
Sweetwater MS,0,0,2,2
Sycamore ES,1,0,0,1
Taylor ES,0,0,0,0
Trickum MS,10,0,2,12
Trip ES,0,0,0,0
Twin Rivers MS,24,1,1,26
Walnut Grove ES,0,0,0,0
White Oak ES,1,0,0,1
Winn Holt ES,0,0,1,1
Woodward Mill ES,0,0,2,2
