School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,7,1,0,8
Alford ES,2,0,0,2
Arcado ES,3,1,0,4
Archer HS,2,1,0,3
Baldwin ES,2,0,0,2
Beaver Ridge ES,3,1,0,4
Benefield ES,9,1,0,10
Berkeley Lake ES,1,0,0,1
Berkmar MS,3,0,1,4
Bethesda ES,1,0,0,1
Buice Center,1,1,0,2
Burnette ES,3,1,0,4
Camp Creek ES,1,0,0,1
Cedar Hill ES,6,0,0,6
Centerville ES,5,0,1,6
Collins Hill HS,5,3,0,8
Cooper ES,4,0,1,5
Craig ES,8,1,0,9
Creekland MS,3,0,0,3
Crews MS,5,2,0,7
Dacula ES,2,0,2,4
Dacula HS,1,0,0,1
Dacula MS,1,0,0,1
Discovery HS,2,1,0,3
Five Forks MS,1,0,0,1
GIVE West,0,0,1,1
Graves ES,12,0,3,15
Grayson ES,2,0,0,2
Gwin Oaks ES,8,1,0,9
"Gwinnett School of Mathematics, Science, and Technology",2,2,0,4
Harris ES,0,0,1,1
Ivy Creek ES,25,1,0,26
Jackson ES,2,0,0,2
Jenkins ES,4,1,0,5
Jordan MS,1,0,0,1
Lanier HS,1,0,0,1
Lanier MS,0,0,1,1
Level Creek ES,2,1,0,3
Lovin ES,1,0,0,1
Mason ES,3,0,0,3
McClure Health Science HS,0,0,1,1
McConnell MS,8,1,0,9
Meadowcreek HS,4,0,2,6
Mill Creek HS,14,1,0,15
Mountain Park ES,1,0,0,1
Mountain View HS,6,0,1,7
Mulberry ES,3,0,0,3
Norcross HS,11,1,1,13
Osborne MS,1,0,0,1
Parkview HS,8,4,5,17
Partee ES,5,1,0,6
Patrick ES,2,0,0,2
Peachtree ES,1,0,0,1
Peachtree Ridge HS,2,2,0,4
Pinckneyville MS,0,1,1,2
Richards MS,2,1,1,4
Riverside ES,11,0,1,12
Rockbridge ES,6,0,2,8
Shiloh ES,1,0,0,1
Shiloh MS,1,0,0,1
Simonton ES,0,0,1,1
Simpson ES,1,1,0,2
Stripling ES,1,0,0,1
Sycamore ES,1,0,0,1
Taylor ES,2,0,0,2
Twin Rivers MS,2,1,0,3
White Oak ES,1,0,0,1
