School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,1,0,0,1
Bay Creek MS,1,0,0,1
Berkeley Lake ES,1,0,0,1
Berkmar MS,20,2,6,28
Britt ES,2,0,0,2
Cedar Hill ES,1,0,0,1
Chesney ES,2,1,0,3
Dacula MS,1,0,0,1
Duluth MS,0,0,1,1
Duncan Creek ES,1,0,0,1
Dyer ES,1,0,0,1
Five Forks MS,1,0,0,1
Fort Daniel ES,1,1,0,2
Graves ES,1,0,0,1
Grayson HS,2,0,0,2
Gwin Oaks ES,6,1,0,7
Harmony ES,1,0,0,1
Harris ES,0,1,0,1
Jones MS,2,0,0,2
Lanier MS,1,0,0,1
Lawrenceville ES,4,1,0,5
Magill ES,16,1,0,17
Mason ES,17,2,0,19
Meadowcreek HS,0,1,1,2
Mill Creek HS,1,0,0,1
North Gwinnett MS,1,0,0,1
Osborne MS,3,1,0,4
Parkview HS,1,0,0,1
Paul Duke STEM HS,9,1,0,10
Pharr ES,1,0,1,2
Richards MS,10,1,0,11
Riverside ES,3,0,0,3
Rockbridge ES,0,0,1,1
Rosebud ES,2,0,0,2
South Gwinnett HS,3,1,0,4
Starling ES,2,0,0,2
Sweetwater MS,1,0,0,1
Trip ES,1,0,0,1
