School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,0,0,1,1
Annistown ES,46,3,0,49
Arcado ES,2,0,0,2
Archer HS,20,7,0,27
Baldwin ES,0,1,0,1
Bay Creek MS,6,2,0,8
Beaver Ridge ES,22,2,1,25
Berkeley Lake ES,1,0,0,1
Berkmar HS,1,0,0,1
Berkmar MS,8,4,5,17
Bethesda ES,0,1,0,1
Brookwood ES,13,2,0,15
Brookwood HS,31,4,1,36
Buice Center,6,1,2,9
Burnette ES,0,2,0,2
Camp Creek ES,1,0,0,1
Cedar Hill ES,1,2,0,3
Chattahoochee ES,3,3,0,6
Chesney ES,0,1,0,1
Coleman MS,0,1,0,1
Collins Hill HS,9,2,0,11
Cooper ES,5,0,0,5
Corley ES,0,0,1,1
Couch MS,1,4,0,5
Craig ES,7,1,0,8
Creekland MS,3,1,0,4
Crews MS,1,1,0,2
Dacula ES,0,1,0,1
Dacula HS,2,0,0,2
Dacula MS,3,1,0,4
Discovery HS,3,0,2,5
Duluth HS,28,0,2,30
Duncan Creek ES,4,1,0,5
Dyer ES,0,0,2,2
Ferguson ES,2,0,0,2
Five Forks MS,16,0,0,16
Fort Daniel ES,1,1,0,2
Freeman's Mill ES,1,1,0,2
GIVE East,0,1,0,1
GIVE West,5,1,1,7
Graves ES,0,2,0,2
Grayson ES,3,1,1,5
Grayson HS,4,4,0,8
Gwin Oaks ES,3,1,0,4
Harbins ES,5,2,1,8
Harris ES,2,0,0,2
Head ES,2,1,0,3
Hopkins ES,8,3,0,11
Hull MS,0,2,2,4
International Transition Center,1,0,0,1
Ivy Creek ES,3,2,1,6
Jackson ES,18,4,0,22
Jenkins ES,0,1,1,2
Jones MS,2,0,0,2
Jordan MS,0,1,0,1
Kanoheda ES,16,4,0,20
Knight ES,0,1,0,1
Lanier HS,3,0,0,3
Lanier MS,16,2,0,18
Lawrenceville ES,2,1,0,3
Level Creek ES,0,1,0,1
Lilburn MS,0,1,0,1
Mason ES,5,1,0,6
McClure Health Science HS,3,1,0,4
McConnell MS,5,1,1,7
McKendree ES,1,2,0,3
Meadowcreek ES,0,1,0,1
Meadowcreek HS,2,0,0,2
Mill Creek HS,69,5,0,74
Minor ES,1,1,0,2
Moore MS,1,1,2,4
Mountain Park ES,13,1,0,14
Mountain View HS,27,4,0,31
Mulberry ES,2,0,1,3
Nesbit ES,1,1,0,2
Norcross HS,1,0,0,1
North Gwinnett HS,3,2,0,5
North Gwinnett MS,1,0,0,1
Northbrook MS,22,1,0,23
Norton ES,6,2,0,8
Osborne MS,14,3,0,17
Parkview HS,6,2,1,9
Partee ES,1,0,0,1
Patrick ES,2,1,0,3
Paul Duke STEM HS,0,1,0,1
Peachtree ES,8,1,2,11
Peachtree Ridge HS,4,5,0,9
Phoenix HS,1,0,0,1
Pinckneyville MS,18,2,1,21
Puckett's Mill ES,4,3,0,7
Richards MS,2,0,0,2
Riverside ES,0,1,1,2
Rock Springs ES,10,5,0,15
Rockbridge ES,4,0,2,6
Rosebud ES,1,0,1,2
Shiloh HS,4,1,0,5
Simonton ES,0,1,0,1
Snellville MS,0,1,0,1
South Gwinnett HS,11,1,0,12
Starling ES,19,2,0,21
Stripling ES,3,2,0,5
Summerour MS,0,0,2,2
Sweetwater MS,3,0,3,6
Sycamore ES,27,1,1,29
Taylor ES,2,1,0,3
Trickum MS,0,0,1,1
Trip ES,2,1,0,3
Twin Rivers MS,2,1,0,3
Walnut Grove ES,14,2,0,16
White Oak ES,3,0,0,3
Winn Holt ES,12,3,1,16
Woodward Mill ES,0,1,0,1
