School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,10,0,2,12
Alford ES,34,1,0,35
Anderson-Livsey ES,0,0,0,0
Annistown ES,1,1,0,2
Arcado ES,2,4,1,7
Archer HS,95,4,9,108
Baggett ES,9,0,0,9
Baldwin ES,10,0,0,10
Bay Creek MS,12,0,1,13
Beaver Ridge ES,18,2,2,22
Benefield ES,12,2,0,14
Berkeley Lake ES,6,0,0,6
Berkmar HS,45,4,4,53
Berkmar MS,18,1,1,20
Bethesda ES,31,1,1,33
Britt ES,6,0,0,6
Brookwood ES,15,1,0,16
Brookwood HS,39,5,1,45
Buice Center,0,0,0,0
Burnette ES,14,1,3,18
Camp Creek ES,32,2,0,34
Cedar Hill ES,25,1,1,27
Centerville ES,2,0,0,2
Central Gwinnett HS,1,3,3,7
Chattahoochee ES,7,0,1,8
Chesney ES,10,1,0,11
Coleman MS,7,1,0,8
Collins Hill HS,10,3,3,16
Cooper ES,39,1,3,43
Corley ES,4,0,0,4
Couch MS,9,0,3,12
Craig ES,13,2,0,15
Creekland MS,7,2,3,12
Crews MS,20,2,0,22
Dacula ES,28,0,7,35
Dacula HS,12,3,3,18
Dacula MS,90,6,3,99
Discovery HS,13,2,0,15
Duluth HS,37,5,6,48
Duluth MS,30,1,5,36
Duncan Creek ES,26,4,0,30
Dyer ES,52,2,6,60
Ferguson ES,4,0,1,5
Five Forks MS,23,2,1,26
Fort Daniel ES,35,3,0,38
Freeman's Mill ES,24,0,2,26
GIVE East,4,1,1,6
GIVE West,0,0,1,1
Grace Snell MS,13,5,3,21
Graves ES,7,2,2,11
Grayson ES,9,0,0,9
Grayson HS,22,3,2,27
Gwin Oaks ES,6,1,0,7
Gwinnett Online Campus,0,0,0,0
"Gwinnett School of Mathematics, Science, and Technology",3,0,0,3
Harbins ES,45,1,2,48
Harmony ES,19,0,1,20
Harris ES,40,3,0,43
Head ES,4,0,0,4
Hopkins ES,14,0,1,15
Hull MS,7,0,0,7
International Transition Center,2,0,0,2
Ivy Creek ES,29,2,3,34
Jackson ES,6,1,1,8
Jenkins ES,7,2,0,9
Jones MS,20,0,0,20
Jordan MS,19,1,4,24
Kanoheda ES,2,0,2,4
Knight ES,22,0,5,27
Lanier HS,100,10,7,117
Lanier MS,44,3,1,48
Lawrenceville ES,8,1,1,10
Level Creek ES,12,1,0,13
Lilburn ES,3,2,0,5
Lilburn MS,23,2,6,31
Lovin ES,21,1,1,23
Magill ES,4,0,0,4
Mason ES,27,3,1,31
Maxwell,2,1,1,4
McClure Health Science HS,3,1,0,4
McConnell MS,20,3,0,23
McKendree ES,0,1,0,1
Meadowcreek ES,0,1,1,2
Meadowcreek HS,27,4,6,37
Mill Creek HS,198,15,0,213
Minor ES,46,0,4,50
Moore MS,7,1,0,8
Mountain Park ES,0,0,0,0
Mountain View HS,22,2,2,26
Mulberry ES,8,0,0,8
Nesbit ES,20,0,1,21
Norcross ES,2,1,1,4
Norcross HS,57,2,2,61
North Gwinnett HS,68,7,11,86
North Gwinnett MS,112,8,9,129
Northbrook MS,4,1,1,6
Norton ES,4,0,0,4
Oakland Meadow School,6,1,0,7
Osborne MS,88,4,1,93
Parkview HS,7,3,3,13
Parsons ES,1,2,0,3
Partee ES,7,1,0,8
Patrick ES,9,3,2,14
Paul Duke STEM HS,2,2,1,5
Peachtree ES,6,0,2,8
Peachtree Ridge HS,5,1,1,7
Pharr ES,24,2,2,28
Phoenix HS,0,0,0,0
Pinckneyville MS,22,1,1,24
Puckett's Mill ES,24,1,2,27
Radloff MS,2,1,0,3
Richards MS,28,0,4,32
Riverside ES,59,1,4,64
Roberts ES,15,1,0,16
Rock Springs ES,9,1,1,11
Rockbridge ES,8,1,1,10
Rosebud ES,41,1,3,45
Shiloh ES,29,2,3,34
Shiloh HS,8,1,1,10
Shiloh MS,39,4,1,44
Simonton ES,16,1,0,17
Simpson ES,8,1,1,10
Snellville MS,47,2,1,50
South Gwinnett HS,35,2,7,44
Starling ES,7,1,1,9
Stripling ES,5,2,4,11
Sugar Hill ES,22,0,6,28
Summerour MS,4,1,0,5
Suwanee ES,7,0,0,7
Sweetwater MS,12,1,0,13
Sycamore ES,28,2,4,34
Taylor ES,10,0,0,10
Trickum MS,29,2,2,33
Trip ES,52,1,1,54
Twin Rivers MS,6,3,1,10
Walnut Grove ES,0,1,0,1
White Oak ES,16,1,3,20
Winn Holt ES,17,0,1,18
Woodward Mill ES,6,0,1,7
