School,Close Contact,Positive Case,Suspected Case,Total
Archer HS,9,1,1,11
Beaver Ridge ES,0,0,1,1
Britt ES,0,0,2,2
Brookwood ES,0,0,1,1
Burnette ES,1,0,1,2
Collins Hill HS,0,1,0,1
Dacula ES,2,0,0,2
Dacula HS,0,0,2,2
Duluth HS,0,0,2,2
Duncan Creek ES,1,0,0,1
Dyer ES,0,0,1,1
GIVE West,0,0,1,1
Grace Snell MS,1,1,0,2
Harbins ES,0,0,1,1
Jenkins ES,1,0,0,1
Jordan MS,4,0,1,5
Lanier HS,4,0,0,4
Lilburn MS,1,0,0,1
Magill ES,3,0,0,3
McKendree ES,0,0,1,1
Meadowcreek HS,8,0,1,9
Mill Creek HS,1,0,0,1
Mountain Park ES,1,0,0,1
Mulberry ES,0,1,0,1
Norcross ES,2,0,2,4
Norcross HS,1,0,0,1
North Gwinnett HS,1,2,0,3
North Gwinnett MS,7,0,1,8
Norton ES,2,0,0,2
Osborne MS,23,1,0,24
Parkview HS,0,0,1,1
Peachtree Ridge HS,0,0,1,1
Pharr ES,1,0,0,1
Phoenix HS,0,1,0,1
Puckett's Mill ES,1,0,0,1
Rockbridge ES,4,0,1,5
Simonton ES,2,0,0,2
Sugar Hill ES,1,0,0,1
Suwanee ES,1,0,0,1
Twin Rivers MS,0,1,1,2
Winn Holt ES,0,0,1,1
