School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,14,4,2,20
Alford ES,5,0,1,6
Anderson-Livsey ES,0,1,1,2
Annistown ES,2,1,0,3
Arcado ES,1,5,1,7
Archer HS,24,10,13,47
Baggett ES,9,3,1,13
Baldwin ES,8,0,1,9
Bay Creek MS,10,5,4,19
Beaver Ridge ES,5,2,1,8
Benefield ES,16,1,2,19
Berkeley Lake ES,6,3,6,15
Berkmar HS,19,7,2,28
Berkmar MS,10,6,0,16
Bethesda ES,1,2,1,4
Britt ES,5,3,1,9
Brookwood ES,19,4,0,23
Brookwood HS,33,12,2,47
Buice Center,5,1,0,6
Burnette ES,6,5,2,13
Camp Creek ES,13,4,2,19
Cedar Hill ES,11,4,2,17
Centerville ES,2,0,3,5
Central Gwinnett HS,2,7,0,9
Chattahoochee ES,17,2,3,22
Chesney ES,14,1,4,19
Coleman MS,10,6,0,16
Collins Hill HS,6,7,0,13
Cooper ES,22,7,0,29
Corley ES,4,2,2,8
Couch MS,9,8,5,22
Craig ES,9,2,2,13
Creekland MS,9,3,6,18
Crews MS,13,2,2,17
Dacula ES,26,1,3,30
Dacula HS,19,10,2,31
Dacula MS,28,6,0,34
Discovery HS,13,10,0,23
Duluth HS,11,8,3,22
Duluth MS,1,3,1,5
Duncan Creek ES,16,9,4,29
Dyer ES,22,5,3,30
Ferguson ES,6,3,1,10
Five Forks MS,16,9,2,27
Fort Daniel ES,6,1,0,7
Freeman's Mill ES,18,4,1,23
GIVE East,2,2,1,5
GIVE West,1,0,0,1
Grace Snell MS,7,0,2,9
Graves ES,4,4,0,8
Grayson ES,20,1,1,22
Grayson HS,35,10,2,47
Gwin Oaks ES,18,3,2,23
Gwinnett Online Campus,1,2,0,3
"Gwinnett School of Mathematics, Science, and Technology",8,2,2,12
Harbins ES,34,11,2,47
Harmony ES,7,2,8,17
Harris ES,10,3,1,14
Head ES,9,0,1,10
Hopkins ES,5,2,3,10
Hull MS,1,0,0,1
International Transition Center,1,0,0,1
Ivy Creek ES,35,5,1,41
Jackson ES,8,1,0,9
Jenkins ES,2,5,1,8
Jones MS,9,3,1,13
Jordan MS,6,0,0,6
Kanoheda ES,18,3,2,23
Knight ES,11,2,3,16
Lanier HS,18,11,9,38
Lanier MS,19,7,2,28
Lawrenceville ES,0,1,1,2
Level Creek ES,5,2,0,7
Lilburn ES,5,3,1,9
Lilburn MS,1,3,3,7
Lovin ES,15,1,0,16
Magill ES,0,1,0,1
Mason ES,1,1,1,3
Maxwell,1,0,1,2
McClure Health Science HS,2,0,4,6
McConnell MS,28,3,3,34
McKendree ES,13,6,0,19
Meadowcreek ES,7,8,3,18
Meadowcreek HS,2,1,3,6
Mill Creek HS,21,10,2,33
Minor ES,8,3,3,14
Moore MS,4,2,0,6
Mountain Park ES,2,1,0,3
Mountain View HS,41,18,3,62
Mulberry ES,0,0,0,0
Nesbit ES,11,3,3,17
Norcross ES,1,0,0,1
Norcross HS,9,5,3,17
North Gwinnett HS,20,17,3,40
North Gwinnett MS,25,12,3,40
Northbrook MS,3,2,1,6
Norton ES,4,8,2,14
Oakland Meadow School,1,4,3,8
Osborne MS,23,10,2,35
Parkview HS,13,6,1,20
Parsons ES,10,0,0,10
Partee ES,5,1,0,6
Patrick ES,4,0,2,6
Paul Duke STEM HS,14,3,0,17
Peachtree ES,10,1,1,12
Peachtree Ridge HS,15,1,1,17
Pharr ES,15,7,2,24
Phoenix HS,0,1,0,1
Pinckneyville MS,7,2,4,13
Puckett's Mill ES,13,1,1,15
Radloff MS,3,1,0,4
Richards MS,8,6,3,17
Riverside ES,8,1,0,9
Roberts ES,0,0,0,0
Rock Springs ES,16,7,3,26
Rockbridge ES,2,1,1,4
Rosebud ES,9,3,5,17
Shiloh ES,3,5,1,9
Shiloh HS,2,5,1,8
Shiloh MS,4,4,0,8
Simonton ES,6,1,1,8
Simpson ES,0,0,0,0
Snellville MS,0,1,1,2
South Gwinnett HS,7,7,3,17
Starling ES,8,10,1,19
Stripling ES,1,1,1,3
Sugar Hill ES,24,2,1,27
Summerour MS,1,2,1,4
Suwanee ES,0,3,0,3
Sweetwater MS,11,2,1,14
Sycamore ES,28,4,0,32
Taylor ES,16,7,0,23
Trickum MS,19,13,3,35
Trip ES,11,4,5,20
Twin Rivers MS,24,9,4,37
Walnut Grove ES,0,4,0,4
White Oak ES,11,1,0,12
Winn Holt ES,7,3,5,15
Woodward Mill ES,0,2,1,3
