School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,22,3,1,26
Alford ES,16,0,1,17
Anderson-Livsey ES,0,1,0,1
Annistown ES,22,0,0,22
Arcado ES,87,0,4,91
Archer HS,122,5,17,144
Baggett ES,11,1,1,13
Baldwin ES,0,0,0,0
Bay Creek MS,15,2,6,23
Beaver Ridge ES,3,3,1,7
Benefield ES,35,1,1,37
Berkeley Lake ES,20,2,1,23
Berkmar HS,29,2,2,33
Berkmar MS,18,3,2,23
Bethesda ES,9,0,1,10
Britt ES,2,0,0,2
Brookwood ES,22,1,0,23
Brookwood HS,53,9,1,63
Buice Center,9,1,1,11
Burnette ES,18,1,4,23
Camp Creek ES,52,0,1,53
Cedar Hill ES,42,4,0,46
Centerville ES,2,0,0,2
Central Gwinnett HS,16,2,2,20
Chattahoochee ES,23,0,2,25
Chesney ES,14,0,0,14
Coleman MS,1,0,0,1
Collins Hill HS,27,5,3,35
Cooper ES,39,0,3,42
Corley ES,3,1,0,4
Couch MS,8,3,0,11
Craig ES,9,0,1,10
Creekland MS,20,2,2,24
Crews MS,8,1,0,9
Dacula ES,20,4,9,33
Dacula HS,21,2,4,27
Dacula MS,32,2,2,36
Discovery HS,18,3,0,21
Duluth HS,18,6,3,27
Duluth MS,35,1,12,48
Duncan Creek ES,29,1,0,30
Dyer ES,43,2,7,52
Ferguson ES,53,1,6,60
Five Forks MS,53,5,0,58
Fort Daniel ES,33,2,0,35
Freeman's Mill ES,19,0,4,23
GIVE East,1,0,0,1
GIVE West,4,0,0,4
Grace Snell MS,0,2,1,3
Graves ES,7,2,4,13
Grayson ES,12,2,0,14
Grayson HS,35,11,1,47
Gwin Oaks ES,9,3,0,12
Gwinnett Online Campus,0,0,0,0
"Gwinnett School of Mathematics, Science, and Technology",3,0,0,3
Harbins ES,61,4,3,68
Harmony ES,6,0,4,10
Harris ES,34,1,0,35
Head ES,7,1,1,9
Hopkins ES,43,1,3,47
Hull MS,10,3,2,15
International Transition Center,1,1,0,2
Ivy Creek ES,18,3,3,24
Jackson ES,13,3,0,16
Jenkins ES,13,0,0,13
Jones MS,52,3,0,55
Jordan MS,7,0,3,10
Kanoheda ES,8,0,0,8
Knight ES,18,1,9,28
Lanier HS,87,9,10,106
Lanier MS,19,0,0,19
Lawrenceville ES,4,0,0,4
Level Creek ES,14,3,0,17
Lilburn ES,8,1,2,11
Lilburn MS,5,0,1,6
Lovin ES,36,5,0,41
Magill ES,22,1,0,23
Mason ES,20,4,1,25
Maxwell,12,0,3,15
McClure Health Science HS,4,0,0,4
McConnell MS,16,2,0,18
McKendree ES,89,2,0,91
Meadowcreek ES,7,1,3,11
Meadowcreek HS,32,4,8,44
Mill Creek HS,69,2,0,71
Minor ES,7,0,0,7
Moore MS,2,0,1,3
Mountain Park ES,15,0,1,16
Mountain View HS,31,0,7,38
Mulberry ES,8,1,1,10
Nesbit ES,1,0,1,2
Norcross ES,9,1,0,10
Norcross HS,50,7,3,60
North Gwinnett HS,101,4,7,112
North Gwinnett MS,124,7,2,133
Northbrook MS,4,0,3,7
Norton ES,10,0,4,14
Oakland Meadow School,8,2,2,12
Osborne MS,22,1,0,23
Parkview HS,35,6,6,47
Parsons ES,6,4,0,10
Partee ES,9,2,0,11
Patrick ES,12,0,0,12
Paul Duke STEM HS,14,2,2,18
Peachtree ES,9,0,1,10
Peachtree Ridge HS,28,5,2,35
Pharr ES,23,1,2,26
Phoenix HS,1,0,0,1
Pinckneyville MS,19,1,1,21
Puckett's Mill ES,32,0,5,37
Radloff MS,13,2,2,17
Richards MS,34,2,7,43
Riverside ES,18,1,2,21
Roberts ES,2,0,0,2
Rock Springs ES,10,2,1,13
Rockbridge ES,22,1,2,25
Rosebud ES,3,2,0,5
Shiloh ES,51,0,2,53
Shiloh HS,11,1,2,14
Shiloh MS,30,3,0,33
Simonton ES,19,2,0,21
Simpson ES,11,1,0,12
Snellville MS,47,4,1,52
South Gwinnett HS,56,2,7,65
Starling ES,12,1,1,14
Stripling ES,5,0,0,5
Sugar Hill ES,33,1,4,38
Summerour MS,16,4,0,20
Suwanee ES,10,0,0,10
Sweetwater MS,13,2,0,15
Sycamore ES,5,0,0,5
Taylor ES,16,1,0,17
Trickum MS,26,4,0,30
Trip ES,26,0,2,28
Twin Rivers MS,37,3,0,40
Walnut Grove ES,15,1,0,16
White Oak ES,29,0,7,36
Winn Holt ES,14,0,2,16
Woodward Mill ES,7,1,0,8
