School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,24,2,3,29
Alford ES,29,0,3,32
Anderson-Livsey ES,0,0,0,0
Annistown ES,3,0,0,3
Arcado ES,0,0,0,0
Archer HS,28,0,3,31
Baggett ES,1,0,0,1
Baldwin ES,1,0,0,1
Bay Creek MS,2,0,1,3
Beaver Ridge ES,3,0,0,3
Benefield ES,1,0,0,1
Berkeley Lake ES,0,0,0,0
Berkmar HS,8,0,1,9
Berkmar MS,10,1,0,11
Bethesda ES,4,0,0,4
Britt ES,1,0,0,1
Brookwood ES,0,1,0,1
Brookwood HS,40,3,1,44
Buice Center,2,1,0,3
Burnette ES,2,0,0,2
Camp Creek ES,2,0,0,2
Cedar Hill ES,7,1,0,8
Centerville ES,1,0,0,1
Central Gwinnett HS,5,1,0,6
Chattahoochee ES,13,0,3,16
Chesney ES,11,1,0,12
Coleman MS,3,0,1,4
Collins Hill HS,19,2,0,21
Cooper ES,6,0,0,6
Corley ES,1,0,0,1
Couch MS,0,0,0,0
Craig ES,0,1,0,1
Creekland MS,4,0,0,4
Crews MS,2,0,0,2
Dacula ES,15,0,2,17
Dacula HS,2,0,3,5
Dacula MS,26,1,0,27
Discovery HS,2,2,0,4
Duluth HS,11,1,3,15
Duluth MS,15,2,3,20
Duncan Creek ES,16,1,0,17
Dyer ES,4,0,0,4
Ferguson ES,1,0,0,1
Five Forks MS,3,1,0,4
Fort Daniel ES,1,0,0,1
Freeman's Mill ES,5,1,0,6
GIVE East,0,0,0,0
GIVE West,0,0,0,0
Grace Snell MS,8,1,0,9
Graves ES,3,0,0,3
Grayson ES,0,0,0,0
Grayson HS,11,0,0,11
Gwin Oaks ES,1,0,0,1
Gwinnett Online Campus,0,0,0,0
"Gwinnett School of Mathematics, Science, and Technology",0,0,0,0
Harbins ES,18,0,0,18
Harmony ES,2,1,1,4
Harris ES,8,0,1,9
Head ES,0,0,0,0
Hopkins ES,3,0,0,3
Hull MS,0,0,0,0
International Transition Center,0,0,0,0
Ivy Creek ES,2,0,0,2
Jackson ES,5,1,0,6
Jenkins ES,3,0,0,3
Jones MS,4,0,0,4
Jordan MS,1,0,2,3
Kanoheda ES,0,0,0,0
Knight ES,10,0,3,13
Lanier HS,30,1,0,31
Lanier MS,1,0,0,1
Lawrenceville ES,0,1,0,1
Level Creek ES,2,0,0,2
Lilburn ES,3,1,0,4
Lilburn MS,0,1,0,1
Lovin ES,1,0,0,1
Magill ES,8,0,1,9
Mason ES,5,1,0,6
Maxwell HS of Technology,2,0,0,2
McClure Health Science HS,1,0,1,2
McConnell MS,6,0,1,7
McKendree ES,0,0,0,0
Meadowcreek ES,1,0,1,2
Meadowcreek HS,6,0,2,8
Mill Creek HS,48,0,0,48
Minor ES,2,0,0,2
Moore MS,2,0,0,2
Mountain Park ES,0,0,0,0
Mountain View HS,42,1,2,45
Mulberry ES,0,0,0,0
Nesbit ES,0,1,1,2
Norcross ES,1,2,0,3
Norcross HS,9,1,0,10
North Gwinnett HS,9,1,0,10
North Gwinnett MS,39,1,0,40
Northbrook MS,5,0,1,6
Norton ES,5,0,0,5
Oakland Meadow School,0,0,1,1
Osborne MS,75,1,0,76
Parkview HS,4,0,0,4
Parsons ES,0,0,0,0
Partee ES,0,0,0,0
Patrick ES,1,0,0,1
Paul Duke STEM HS,1,0,1,2
Peachtree ES,31,1,9,41
Peachtree Ridge HS,1,1,1,3
Pharr ES,0,0,0,0
Phoenix HS,0,0,0,0
Pinckneyville MS,0,0,2,2
Puckett's Mill ES,4,1,0,5
Radloff MS,1,0,1,2
Richards MS,25,0,14,39
Riverside ES,5,0,0,5
Roberts ES,1,2,1,4
Rock Springs ES,0,0,0,0
Rockbridge ES,0,1,0,1
Rosebud ES,0,0,0,0
Shiloh ES,3,0,2,5
Shiloh HS,1,0,0,1
Shiloh MS,0,0,0,0
Simonton ES,2,0,0,2
Simpson ES,10,0,0,10
Snellville MS,0,0,0,0
South Gwinnett HS,8,0,8,16
Starling ES,6,0,1,7
Stripling ES,0,0,1,1
Sugar Hill ES,14,1,0,15
Summerour MS,3,0,0,3
Suwanee ES,0,0,0,0
Sweetwater MS,11,3,0,14
Sycamore ES,0,0,0,0
Taylor ES,0,0,0,0
Trickum MS,5,1,0,6
Trip ES,0,0,0,0
Twin Rivers MS,3,1,0,4
Walnut Grove ES,2,0,0,2
White Oak ES,24,1,0,25
Winn Holt ES,0,0,1,1
Woodward Mill ES,5,1,2,8
