School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,26,2,0,28
Alford ES,2,1,0,3
Anderson-Livsey ES,0,0,0,0
Annistown ES,1,0,0,1
Arcado ES,9,2,0,11
Archer HS,16,2,1,19
Baggett ES,3,1,0,4
Baldwin ES,5,2,0,7
Bay Creek MS,4,0,0,4
Beaver Ridge ES,0,0,0,0
Benefield ES,10,1,0,11
Berkeley Lake ES,1,0,0,1
Berkmar HS,9,1,0,10
Berkmar MS,10,0,4,14
Bethesda ES,11,1,0,12
Britt ES,0,0,0,0
Brookwood ES,0,0,0,0
Brookwood HS,4,2,0,6
Buice Center,1,1,0,2
Burnette ES,5,1,2,8
Camp Creek ES,22,3,0,25
Cedar Hill ES,12,1,2,15
Centerville ES,1,0,0,1
Central Gwinnett HS,0,0,0,0
Chattahoochee ES,54,1,1,56
Chesney ES,0,0,0,0
Coleman MS,13,2,0,15
Collins Hill HS,18,2,1,21
Cooper ES,11,0,2,13
Corley ES,2,1,0,3
Couch MS,0,0,0,0
Craig ES,0,2,0,2
Creekland MS,6,1,1,8
Crews MS,4,2,0,6
Dacula ES,3,0,3,6
Dacula HS,3,0,0,3
Dacula MS,10,1,1,12
Discovery HS,3,1,0,4
Duluth HS,17,1,2,20
Duluth MS,1,0,4,5
Duncan Creek ES,11,1,0,12
Dyer ES,11,1,3,15
Ferguson ES,1,0,0,1
Five Forks MS,0,0,0,0
Fort Daniel ES,0,1,0,1
Freeman's Mill ES,0,0,0,0
GIVE East,0,0,0,0
GIVE West,0,0,0,0
Grace Snell MS,2,0,0,2
Graves ES,5,0,0,5
Grayson ES,24,0,4,28
Grayson HS,9,5,0,14
Gwin Oaks ES,6,1,0,7
Gwinnett Online Campus,0,0,0,0
"Gwinnett School of Mathematics, Science, and Technology",0,0,0,0
Harbins ES,2,0,0,2
Harmony ES,12,1,0,13
Harris ES,7,0,1,8
Head ES,5,2,1,8
Hopkins ES,3,0,2,5
Hull MS,0,0,0,0
International Transition Center,0,0,0,0
Ivy Creek ES,12,2,1,15
Jackson ES,4,1,0,5
Jenkins ES,1,0,0,1
Jones MS,27,1,0,28
Jordan MS,2,0,1,3
Kanoheda ES,0,0,0,0
Knight ES,6,0,1,7
Lanier HS,3,1,0,4
Lanier MS,0,0,0,0
Lawrenceville ES,8,4,0,12
Level Creek ES,2,0,0,2
Lilburn ES,0,0,0,0
Lilburn MS,0,0,0,0
Lovin ES,2,1,0,3
Magill ES,0,0,0,0
Mason ES,0,1,0,1
Maxwell,0,0,0,0
McClure Health Science HS,15,2,2,19
McConnell MS,4,2,0,6
McKendree ES,1,0,0,1
Meadowcreek ES,0,1,0,1
Meadowcreek HS,29,0,5,34
Mill Creek HS,80,8,1,89
Minor ES,2,2,0,4
Moore MS,4,1,0,5
Mountain Park ES,2,0,0,2
Mountain View HS,18,0,1,19
Mulberry ES,2,0,0,2
Nesbit ES,0,0,0,0
Norcross ES,0,0,0,0
Norcross HS,5,1,0,6
North Gwinnett HS,11,2,2,15
North Gwinnett MS,25,3,0,28
Northbrook MS,1,0,0,1
Norton ES,3,1,1,5
Oakland Meadow School,1,0,0,1
Osborne MS,43,2,0,45
Parkview HS,31,12,6,49
Parsons ES,3,0,1,4
Partee ES,0,0,0,0
Patrick ES,4,0,0,4
Paul Duke STEM HS,0,2,0,2
Peachtree ES,6,0,1,7
Peachtree Ridge HS,0,2,0,2
Pharr ES,4,0,1,5
Phoenix HS,0,0,0,0
Pinckneyville MS,1,0,2,3
Puckett's Mill ES,4,0,2,6
Radloff MS,0,1,0,1
Richards MS,16,1,4,21
Riverside ES,12,0,1,13
Roberts ES,22,1,0,23
Rock Springs ES,51,2,0,53
Rockbridge ES,9,0,4,13
Rosebud ES,12,0,1,13
Shiloh ES,0,0,0,0
Shiloh HS,1,0,0,1
Shiloh MS,4,1,0,5
Simonton ES,5,1,3,9
Simpson ES,0,0,0,0
Snellville MS,0,0,0,0
South Gwinnett HS,12,2,0,14
Starling ES,2,0,0,2
Stripling ES,0,2,2,4
Sugar Hill ES,4,1,0,5
Summerour MS,0,0,0,0
Suwanee ES,1,1,0,2
Sweetwater MS,0,0,0,0
Sycamore ES,1,1,0,2
Taylor ES,2,0,0,2
Trickum MS,2,0,0,2
Trip ES,3,0,0,3
Twin Rivers MS,43,1,1,45
Walnut Grove ES,0,0,0,0
White Oak ES,2,0,0,2
Winn Holt ES,3,1,0,4
Woodward Mill ES,0,1,1,2
