School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,14,1,3,18
Alford ES,8,4,1,13
Anderson-Livsey ES,0,1,1,2
Annistown ES,3,1,0,4
Arcado ES,3,5,1,9
Archer HS,26,6,12,44
Baggett ES,22,4,3,29
Baldwin ES,8,0,1,9
Bay Creek MS,12,1,4,17
Beaver Ridge ES,5,2,0,7
Benefield ES,21,5,2,28
Berkeley Lake ES,5,2,0,7
Berkmar HS,35,12,4,51
Berkmar MS,23,4,0,27
Bethesda ES,8,1,0,9
Britt ES,4,1,1,6
Brookwood ES,29,2,1,32
Brookwood HS,36,11,2,49
Buice Center,3,2,0,5
Burnette ES,8,4,0,12
Camp Creek ES,13,1,2,16
Cedar Hill ES,10,4,4,18
Centerville ES,1,0,3,4
Central Gwinnett HS,3,7,0,10
Chattahoochee ES,22,2,5,29
Chesney ES,16,3,4,23
Coleman MS,11,4,0,15
Collins Hill HS,5,4,0,9
Cooper ES,15,3,1,19
Corley ES,14,1,0,15
Couch MS,6,7,3,16
Craig ES,14,2,2,18
Creekland MS,8,4,7,19
Crews MS,20,2,1,23
Dacula ES,23,1,3,27
Dacula HS,15,11,2,28
Dacula MS,22,7,0,29
Discovery HS,15,10,1,26
Duluth HS,9,4,1,14
Duluth MS,6,6,4,16
Duncan Creek ES,19,6,1,26
Dyer ES,19,3,3,25
Ferguson ES,6,1,1,8
Five Forks MS,12,7,2,21
Fort Daniel ES,2,1,0,3
Freeman's Mill ES,16,2,1,19
GIVE East,2,1,1,4
GIVE West,1,0,0,1
Grace Snell MS,6,0,2,8
Graves ES,6,1,0,7
Grayson ES,28,2,0,30
Grayson HS,26,5,2,33
Gwin Oaks ES,24,4,3,31
Gwinnett Online Campus,2,2,0,4
"Gwinnett School of Mathematics, Science, and Technology",6,2,3,11
Harbins ES,31,3,2,36
Harmony ES,7,2,5,14
Harris ES,7,3,1,11
Head ES,7,1,2,10
Hopkins ES,6,2,2,10
Hull MS,3,2,0,5
International Transition Center,1,0,0,1
Ivy Creek ES,31,5,2,38
Jackson ES,14,2,0,16
Jenkins ES,4,2,1,7
Jones MS,17,2,1,20
Jordan MS,7,1,0,8
Kanoheda ES,16,3,1,20
Knight ES,15,3,4,22
Lanier HS,27,7,8,42
Lanier MS,19,6,2,27
Lawrenceville ES,0,0,1,1
Level Creek ES,8,0,0,8
Lilburn ES,8,5,0,13
Lilburn MS,2,1,4,7
Lovin ES,15,2,1,18
Magill ES,6,3,0,9
Mason ES,7,3,1,11
Maxwell,1,1,1,3
McClure Health Science HS,1,1,3,5
McConnell MS,28,4,3,35
McKendree ES,9,6,0,15
Meadowcreek ES,6,8,3,17
Meadowcreek HS,4,4,2,10
Mill Creek HS,33,5,3,41
Minor ES,11,2,4,17
Moore MS,9,2,0,11
Mountain Park ES,2,1,0,3
Mountain View HS,44,12,2,58
Mulberry ES,9,7,0,16
Nesbit ES,131,1,4,136
Norcross ES,6,1,1,8
Norcross HS,27,6,1,34
North Gwinnett HS,34,10,3,47
North Gwinnett MS,29,13,2,44
Northbrook MS,10,3,4,17
Norton ES,8,7,2,17
Oakland Meadow School,2,2,4,8
Osborne MS,21,7,2,30
Parkview HS,12,4,3,19
Parsons ES,6,0,1,7
Partee ES,14,2,0,16
Patrick ES,7,0,2,9
Paul Duke STEM HS,12,2,0,14
Peachtree ES,10,0,1,11
Peachtree Ridge HS,14,1,1,16
Pharr ES,12,3,0,15
Phoenix HS,2,1,0,3
Pinckneyville MS,10,1,5,16
Puckett's Mill ES,18,2,1,21
Radloff MS,6,2,0,8
Richards MS,19,10,7,36
Riverside ES,7,1,0,8
Roberts ES,0,0,0,0
Rock Springs ES,8,7,1,16
Rockbridge ES,1,1,0,2
Rosebud ES,7,5,3,15
Shiloh ES,4,4,1,9
Shiloh HS,3,4,2,9
Shiloh MS,4,2,0,6
Simonton ES,5,0,1,6
Simpson ES,0,0,0,0
Snellville MS,0,2,1,3
South Gwinnett HS,6,7,4,17
Starling ES,7,7,1,15
Stripling ES,2,0,1,3
Sugar Hill ES,23,1,1,25
Summerour MS,1,1,1,3
Suwanee ES,0,3,0,3
Sweetwater MS,11,2,2,15
Sycamore ES,23,2,0,25
Taylor ES,13,3,0,16
Trickum MS,22,10,4,36
Trip ES,13,3,4,20
Twin Rivers MS,41,11,4,56
Walnut Grove ES,0,0,0,0
White Oak ES,11,1,0,12
Winn Holt ES,9,3,4,16
Woodward Mill ES,1,2,1,4
