School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,1,0,0,1
Alford ES,1,0,0,1
Bay Creek MS,1,0,0,1
Berkmar HS,0,1,0,1
Burnette ES,3,0,2,5
Camp Creek ES,1,0,0,1
Cedar Hill ES,1,0,0,1
Chesney ES,1,0,0,1
Collins Hill HS,2,1,0,3
Couch MS,1,0,0,1
Dacula ES,2,0,0,2
Dacula MS,31,2,2,35
Discovery HS,1,1,0,2
Duluth MS,2,0,0,2
Duncan Creek ES,1,0,0,1
Dyer ES,2,0,2,4
Grace Snell MS,18,1,0,19
Grayson ES,1,0,0,1
Grayson HS,1,0,0,1
Gwin Oaks ES,0,1,0,1
Harmony ES,2,0,0,2
Ivy Creek ES,1,0,0,1
Jackson ES,5,1,0,6
Jones MS,0,0,1,1
Knight ES,3,1,1,5
Lanier HS,1,1,0,2
McKendree ES,0,2,0,2
Meadowcreek HS,3,0,2,5
Mill Creek HS,18,1,0,19
Norcross ES,0,0,1,1
Norcross HS,1,0,0,1
North Gwinnett MS,1,0,0,1
Osborne MS,59,3,0,62
Parkview HS,1,1,2,4
Partee ES,1,0,0,1
Peachtree Ridge HS,4,2,0,6
Pinckneyville MS,0,1,0,1
Puckett's Mill ES,1,0,0,1
Richards MS,16,1,0,17
Rosebud ES,1,0,0,1
Shiloh HS,0,2,0,2
Shiloh MS,0,1,0,1
Simonton ES,2,0,0,2
Trickum MS,1,0,0,1
Twin Rivers MS,1,0,0,1
Walnut Grove ES,1,0,0,1
White Oak ES,0,0,1,1
