School,Close Contact,Positive Case,Suspected Case,Total
Alcova ES,1,0,0,1
Annistown ES,1,0,0,1
Arcado ES,4,0,1,5
Bay Creek MS,2,0,0,2
Benefield ES,2,0,0,2
Berkeley Lake ES,2,0,0,2
Brookwood ES,1,0,0,1
Brookwood HS,11,2,0,13
Camp Creek ES,2,0,0,2
Cedar Hill ES,8,0,1,9
Chattahoochee ES,0,1,0,1
Chesney ES,10,2,2,14
Cooper ES,14,0,1,15
Corley ES,1,0,0,1
Crews MS,1,0,0,1
Dacula ES,1,0,0,1
Duluth MS,3,0,1,4
Duncan Creek ES,2,0,0,2
Ferguson ES,2,0,0,2
Grace Snell MS,2,0,0,2
Grayson HS,1,0,0,1
Gwin Oaks ES,1,1,0,2
Harbins ES,2,0,0,2
Hopkins ES,8,1,0,9
Ivy Creek ES,1,0,0,1
Jones MS,2,2,0,4
Jordan MS,0,0,1,1
Lilburn ES,1,0,0,1
Magill ES,7,0,0,7
Mason ES,1,0,0,1
McConnell MS,1,1,0,2
Meadowcreek ES,2,1,0,3
Meadowcreek HS,2,0,1,3
Mill Creek HS,0,1,0,1
Mountain View HS,4,0,0,4
North Gwinnett HS,0,0,2,2
Northbrook MS,1,0,0,1
Norton ES,1,0,0,1
Osborne MS,0,1,0,1
Parkview HS,0,2,0,2
Peachtree Ridge HS,1,0,0,1
Pinckneyville MS,0,0,1,1
Richards MS,0,0,2,2
Shiloh HS,2,1,0,3
Simonton ES,24,0,0,24
Sugar Hill ES,5,0,2,7
Sycamore ES,1,0,0,1
Trickum MS,2,0,0,2
Trip ES,3,0,0,3
Twin Rivers MS,40,1,1,42
