School,Close Contact,Positive Case,Suspected Case,Total
Archer HS,11,2,4,17
Benefield ES,1,0,0,1
Bethesda ES,1,1,0,2
Britt ES,1,0,0,1
Brookwood ES,13,1,0,14
Buice Center,1,1,2,4
Cedar Hill ES,1,0,0,1
Collins Hill HS,1,0,0,1
Cooper ES,12,2,0,14
Corley ES,2,0,0,2
Creekland MS,3,1,0,4
Dacula HS,2,0,0,2
Dacula MS,3,0,0,3
Duncan Creek ES,11,1,0,12
Dyer ES,0,0,1,1
Ferguson ES,13,0,0,13
Freeman's Mill ES,1,0,0,1
GIVE West,4,0,1,5
Ivy Creek ES,2,0,0,2
Jordan MS,1,0,1,2
Lanier HS,1,0,0,1
Lilburn MS,0,0,3,3
Lovin ES,0,2,0,2
Mason ES,0,0,1,1
McConnell MS,2,0,0,2
Meadowcreek HS,1,0,3,4
Mill Creek HS,32,2,0,34
Mountain Park ES,1,0,0,1
Mountain View HS,10,0,1,11
Norcross ES,0,1,0,1
Norcross HS,6,1,0,7
North Gwinnett MS,10,1,0,11
Northbrook MS,1,0,1,2
Osborne MS,24,1,0,25
Parkview HS,1,1,0,2
Peachtree ES,8,0,1,9
Puckett's Mill ES,15,1,2,18
Richards MS,7,0,1,8
Roberts ES,2,0,0,2
Rosebud ES,1,0,0,1
Shiloh MS,2,0,2,4
Simonton ES,1,0,1,2
Simpson ES,2,1,0,3
South Gwinnett HS,30,0,2,32
Starling ES,0,1,0,1
Sweetwater MS,0,0,2,2
Taylor ES,12,3,0,15
Trip ES,17,1,1,19
Twin Rivers MS,22,3,1,26
Winn Holt ES,0,0,1,1
