school,close_contact,positive_case,suspected_case,total,date,cluster
Duluth HS,2.0,1.0,2.0,5,12/14/2020,Duluth
Duluth MS,2.0,0.0,1.0,3,12/14/2020,Duluth
Duncan Creek ES,2.0,0.0,0.0,2,12/14/2020,Mill Creek
Dyer ES,0.0,2.0,0.0,2,12/14/2020,Mountain View
Ferguson ES,21.0,1.0,0.0,22,12/14/2020,Meadowcreek
Five Forks MS,1.0,0.0,0.0,1,12/14/2020,Brookwood
Fort Daniel ES,1.0,0.0,0.0,1,12/14/2020,Mill Creek
Freeman's Mill ES,2.0,0.0,0.0,2,12/14/2020,Mountain View
Grace Snell MS,1.0,1.0,2.0,4,12/14/2020,South Gwinnett
Graves ES,3.0,1.0,0.0,4,12/14/2020,Meadowcreek
Grayson ES,2.0,0.0,0.0,2,12/14/2020,Grayson
Grayson HS,2.0,0.0,0.0,2,12/14/2020,Grayson
Gwin Oaks ES,3.0,1.0,0.0,4,12/14/2020,Brookwood
Harbins ES,3.0,0.0,0.0,3,12/14/2020,Archer
Harmony ES,1.0,0.0,0.0,1,12/14/2020,Mill Creek
Harris ES,2.0,0.0,0.0,2,12/14/2020,Duluth
Hopkins ES,1.0,0.0,0.0,1,12/14/2020,Berkmar
Hull MS,3.0,0.0,0.0,3,12/14/2020,Peachtree Ridge
International Transition Center,2.0,0.0,0.0,2,12/14/2020,Other
Ivy Creek ES,6.0,0.0,0.0,6,12/14/2020,Mill Creek
Jones MS,1.0,0.0,0.0,1,12/14/2020,Mill Creek
Jordan MS,8.0,0.0,1.0,9,12/14/2020,Central Gwinnett
Knight ES,2.0,0.0,1.0,3,12/14/2020,Parkview
Lanier HS,6.0,0.0,2.0,8,12/14/2020,Lanier
Lanier MS,1.0,0.0,0.0,1,12/14/2020,Lanier
Lawrenceville ES,8.0,1.0,0.0,9,12/14/2020,Central Gwinnett
Level Creek ES,2.0,1.0,0.0,3,12/14/2020,North Gwinnett
Lilburn MS,3.0,0.0,1.0,4,12/14/2020,Meadowcreek
Mason ES,12.0,2.0,0.0,14,12/14/2020,Peachtree Ridge
Maxwell,1.0,0.0,0.0,1,12/14/2020,Other
Maxwell HS of Technology,1.0,1.0,0.0,2,12/14/2020,Other
McClure Health Science HS,2.0,0.0,0.0,2,12/14/2020,Meadowcreek
McKendree ES,0.0,1.0,0.0,1,12/14/2020,Collins Hill
Meadowcreek HS,7.0,1.0,1.0,9,12/14/2020,Meadowcreek
Mill Creek HS,4.0,2.0,0.0,6,12/14/2020,Mill Creek
Minor ES,35.0,0.0,1.0,36,12/14/2020,Berkmar
Mountain Park ES,4.0,1.0,0.0,5,12/14/2020,Parkview
Mountain View HS,12.0,0.0,2.0,14,12/14/2020,Mountain View
Mulberry ES,1.0,0.0,0.0,1,12/14/2020,Dacula
Nesbit ES,5.0,0.0,0.0,5,12/14/2020,Meadowcreek
Norcross ES,0.0,0.0,1.0,1,12/14/2020,Norcross
Norcross HS,0.0,1.0,0.0,1,12/14/2020,Norcross
North Gwinnett HS,23.0,2.0,0.0,25,12/14/2020,North Gwinnett
North Gwinnett MS,9.0,2.0,0.0,11,12/14/2020,North Gwinnett
Oakland Meadow School,0.0,1.0,0.0,1,12/14/2020,Other
Osborne MS,34.0,2.0,0.0,36,12/14/2020,Mill Creek
Parkview HS,4.0,0.0,0.0,4,12/14/2020,Parkview
Parsons ES,4.0,1.0,0.0,5,12/14/2020,Peachtree Ridge
Peachtree Ridge HS,8.0,1.0,1.0,10,12/14/2020,Peachtree Ridge
Pharr ES,18.0,1.0,0.0,19,12/14/2020,Grayson
Puckett's Mill ES,3.0,0.0,1.0,4,12/14/2020,Mill Creek
Richards MS,2.0,0.0,0.0,2,12/14/2020,Discovery
Riverside ES,2.0,0.0,0.0,2,12/14/2020,North Gwinnett
Roberts ES,12.0,0.0,0.0,12,12/14/2020,North Gwinnett
Rock Springs ES,1.0,1.0,0.0,2,12/14/2020,Collins Hill
Rockbridge ES,4.0,0.0,0.0,4,12/14/2020,Meadowcreek
Rosebud ES,3.0,0.0,1.0,4,12/14/2020,South Gwinnett
Shiloh ES,2.0,0.0,1.0,3,12/14/2020,Shiloh
Simonton ES,18.0,1.0,0.0,19,12/14/2020,Central Gwinnett
South Gwinnett HS,1.0,0.0,0.0,1,12/14/2020,South Gwinnett
Starling ES,3.0,1.0,1.0,5,12/14/2020,Grayson
Stripling ES,0.0,0.0,1.0,1,12/14/2020,Norcross
Summerour MS,1.0,1.0,0.0,2,12/14/2020,Norcross
Sweetwater MS,1.0,1.0,1.0,3,12/14/2020,Berkmar
Taylor ES,3.0,0.0,0.0,3,12/14/2020,Collins Hill
Trickum MS,3.0,0.0,2.0,5,12/14/2020,Parkview
Walnut Grove ES,0.0,1.0,0.0,1,12/14/2020,Collins Hill
Winn Holt ES,1.0,0.0,0.0,1,12/14/2020,Central Gwinnett
Alcova ES,1.0,1.0,0.0,2,1/14/2021,Dacula
Alford ES,20.0,2.0,0.0,22,1/14/2021,Discovery
Annistown ES,14.0,1.0,0.0,15,1/14/2021,Shiloh
Arcado ES,1.0,0.0,1.0,2,1/14/2021,Parkview
Archer HS,12.0,1.0,3.0,16,1/14/2021,Archer
Baggett ES,25.0,1.0,1.0,27,1/14/2021,Discovery
Baldwin ES,0.0,1.0,0.0,1,1/14/2021,Norcross
Bay Creek MS,1.0,0.0,0.0,1,1/14/2021,Grayson
Beaver Ridge ES,20.0,2.0,0.0,22,1/14/2021,Norcross
Berkeley Lake ES,3.0,1.0,0.0,4,1/14/2021,Duluth
Berkmar HS,1.0,0.0,0.0,1,1/14/2021,Berkmar
Berkmar MS,5.0,0.0,2.0,7,1/14/2021,Berkmar
Bethesda ES,3.0,0.0,1.0,4,1/14/2021,Berkmar
Brookwood ES,0.0,1.0,0.0,1,1/14/2021,Brookwood
Brookwood HS,26.0,3.0,0.0,29,1/14/2021,Brookwood
Buice Center,6.0,2.0,0.0,8,1/14/2021,Other
Burnette ES,2.0,0.0,0.0,2,1/14/2021,North Gwinnett
Camp Creek ES,37.0,4.0,1.0,42,1/14/2021,Parkview
Cedar Hill ES,27.0,1.0,0.0,28,1/14/2021,Discovery
Centerville ES,5.0,0.0,1.0,6,1/14/2021,Shiloh
Chesney ES,4.0,0.0,3.0,7,1/14/2021,Duluth
Coleman MS,12.0,1.0,1.0,14,1/14/2021,Duluth
Cooper ES,4.0,0.0,0.0,4,1/14/2021,Archer
Corley ES,2.0,0.0,0.0,2,1/14/2021,Berkmar
Couch MS,4.0,1.0,0.0,5,1/14/2021,Grayson
Craig ES,14.0,0.0,0.0,14,1/14/2021,Brookwood
Creekland MS,0.0,2.0,2.0,4,1/14/2021,Collins Hill
Crews MS,8.0,1.0,0.0,9,1/14/2021,Brookwood
Dacula ES,3.0,0.0,2.0,5,1/14/2021,Dacula
Dacula HS,7.0,0.0,1.0,8,1/14/2021,Dacula
Dacula MS,11.0,2.0,0.0,13,1/14/2021,Dacula
Discovery HS,6.0,5.0,0.0,11,1/14/2021,Discovery
Duluth HS,7.0,4.0,1.0,12,1/14/2021,Duluth
Duluth MS,4.0,0.0,3.0,7,1/14/2021,Duluth
Duncan Creek ES,3.0,0.0,0.0,3,1/14/2021,Mill Creek
Dyer ES,3.0,0.0,0.0,3,1/14/2021,Mountain View
Five Forks MS,1.0,0.0,0.0,1,1/14/2021,Brookwood
GIVE East,1.0,0.0,0.0,1,1/14/2021,Other
GIVE West,1.0,0.0,2.0,3,1/14/2021,Other
Graves ES,3.0,0.0,0.0,3,1/14/2021,Meadowcreek
Grayson ES,7.0,2.0,0.0,9,1/14/2021,Grayson
Grayson HS,6.0,1.0,0.0,7,1/14/2021,Grayson
Gwin Oaks ES,11.0,2.0,0.0,13,1/14/2021,Brookwood
Gwinnett Online Campus,4.0,2.0,1.0,7,1/14/2021,Other
"Gwinnett School of Mathematics, Science, and Technology",3.0,0.0,0.0,3,1/14/2021,Discovery
Harbins ES,12.0,2.0,2.0,16,1/14/2021,Archer
Harmony ES,9.0,0.0,2.0,11,1/14/2021,Mill Creek
Harris ES,5.0,1.0,0.0,6,1/14/2021,Duluth
Head ES,4.0,0.0,0.0,4,1/14/2021,Brookwood
Hopkins ES,6.0,1.0,0.0,7,1/14/2021,Berkmar
Hull MS,3.0,0.0,0.0,3,1/14/2021,Peachtree Ridge
Ivy Creek ES,4.0,0.0,0.0,4,1/14/2021,Mill Creek
Jenkins ES,1.0,0.0,0.0,1,1/14/2021,Central Gwinnett
Jordan MS,0.0,0.0,1.0,1,1/14/2021,Central Gwinnett
Knight ES,4.0,1.0,1.0,6,1/14/2021,Parkview
Lanier HS,3.0,0.0,1.0,4,1/14/2021,Lanier
Lanier MS,10.0,4.0,0.0,14,1/14/2021,Lanier
Lawrenceville ES,0.0,1.0,0.0,1,1/14/2021,Central Gwinnett
Level Creek ES,3.0,0.0,0.0,3,1/14/2021,North Gwinnett
Magill ES,8.0,1.0,0.0,9,1/14/2021,South Gwinnett
Maxwell,0.0,1.0,0.0,1,1/14/2021,Other
McClure Health Science HS,4.0,2.0,0.0,6,1/14/2021,Meadowcreek
McConnell MS,3.0,1.0,1.0,5,1/14/2021,Archer Cluster
McKendree ES,55.0,7.0,0.0,62,1/14/2021,Collins Hill
Meadowcreek ES,16.0,2.0,1.0,19,1/14/2021,Meadowcreek
Meadowcreek HS,1.0,1.0,0.0,2,1/14/2021,Meadowcreek
Mill Creek HS,51.0,6.0,0.0,57,1/14/2021,Mill Creek
Minor ES,3.0,0.0,1.0,4,1/14/2021,Berkmar
Moore MS,2.0,0.0,0.0,2,1/14/2021,Central Gwinnett
Mountain Park ES,2.0,0.0,0.0,2,1/14/2021,Parkview
Mountain View HS,8.0,1.0,0.0,9,1/14/2021,Mountain View
Mulberry ES,12.0,2.0,1.0,15,1/14/2021,Dacula
Nesbit ES,1.0,0.0,1.0,2,1/14/2021,Meadowcreek
Norcross ES,1.0,0.0,0.0,1,1/14/2021,Norcross
Norcross HS,8.0,1.0,1.0,10,1/14/2021,Norcross
North Gwinnett HS,7.0,2.0,0.0,9,1/14/2021,North Gwinnett
North Gwinnett MS,13.0,0.0,0.0,13,1/14/2021,North Gwinnett
Northbrook MS,0.0,2.0,0.0,2,1/14/2021,Peachtree Ridge
Osborne MS,15.0,0.0,2.0,17,1/14/2021,Mill Creek
Parkview HS,17.0,4.0,3.0,24,1/14/2021,Parkview
Parsons ES,1.0,0.0,0.0,1,1/14/2021,Peachtree Ridge
Partee ES,2.0,1.0,0.0,3,1/14/2021,Shiloh
Paul Duke STEM HS,1.0,1.0,0.0,2,1/14/2021,Norcross
Peachtree ES,9.0,1.0,2.0,12,1/14/2021,Norcross
Peachtree Ridge HS,1.0,0.0,0.0,1,1/14/2021,Peachtree Ridge
Pharr ES,1.0,0.0,0.0,1,1/14/2021,Grayson
Pinckneyville MS,22.0,1.0,1.0,24,1/14/2021,Norcross
Puckett's Mill ES,5.0,0.0,2.0,7,1/14/2021,Mill Creek
Richards MS,28.0,2.0,0.0,30,1/14/2021,Discovery
Roberts ES,1.0,0.0,1.0,2,1/14/2021,North Gwinnett
Rock Springs ES,1.0,0.0,0.0,1,1/14/2021,Collins Hill
Shiloh ES,2.0,0.0,0.0,2,1/14/2021,Shiloh
Shiloh HS,1.0,2.0,0.0,3,1/14/2021,Shiloh
Shiloh MS,1.0,0.0,0.0,1,1/14/2021,Shiloh
Simonton ES,1.0,0.0,0.0,1,1/14/2021,Central Gwinnett
Simpson ES,1.0,0.0,0.0,1,1/14/2021,Norcross
Snellville MS,24.0,1.0,0.0,25,1/14/2021,South Gwinnett
South Gwinnett HS,2.0,1.0,0.0,3,1/14/2021,South Gwinnett
Starling ES,14.0,2.0,1.0,17,1/14/2021,Grayson
Stripling ES,2.0,0.0,1.0,3,1/14/2021,Norcross
Sugar Hill ES,5.0,2.0,0.0,7,1/14/2021,Lanier
Sweetwater MS,0.0,1.0,1.0,2,1/14/2021,Berkmar
Sycamore ES,4.0,0.0,1.0,5,1/14/2021,Lanier
Taylor ES,3.0,1.0,0.0,4,1/14/2021,Collins Hill
Trickum MS,6.0,1.0,0.0,7,1/14/2021,Parkview
Trip ES,10.0,1.0,0.0,11,1/14/2021,Grayson
Twin Rivers MS,10.0,2.0,2.0,14,1/14/2021,Mountain View
White Oak ES,0.0,1.0,0.0,1,1/14/2021,Lanier
Alford ES,1.0,0.0,0.0,1,4/14/2021,Discovery
Arcado ES,1.0,0.0,0.0,1,4/14/2021,Parkview
Brookwood ES,1.0,0.0,0.0,1,4/14/2021,Brookwood
Brookwood HS,1.0,1.0,0.0,2,4/14/2021,Brookwood
Creekland MS,1.0,0.0,0.0,1,4/14/2021,Collins Hill
Dacula MS,0.0,1.0,0.0,1,4/14/2021,Dacula
Duluth HS,0.0,1.0,0.0,1,4/14/2021,Duluth
Duluth MS,0.0,0.0,1.0,1,4/14/2021,Duluth
Dyer ES,1.0,0.0,0.0,1,4/14/2021,Mountain View
Grayson ES,2.0,0.0,0.0,2,4/14/2021,Grayson
Hopkins ES,1.0,1.0,0.0,2,4/14/2021,Berkmar
Ivy Creek ES,3.0,0.0,0.0,3,4/14/2021,Mill Creek
Jackson ES,1.0,0.0,0.0,1,4/14/2021,Peachtree Ridge
Jones MS,1.0,0.0,0.0,1,4/14/2021,Mill Creek
Jordan MS,0.0,1.0,0.0,1,4/14/2021,Central Gwinnett
Knight ES,0.0,0.0,1.0,1,4/14/2021,Parkview
Lanier HS,1.0,0.0,0.0,1,4/14/2021,Lanier
Lanier MS,14.0,1.0,0.0,15,4/14/2021,Lanier
Level Creek ES,1.0,0.0,0.0,1,4/14/2021,North Gwinnett
McConnell MS,1.0,0.0,0.0,1,4/14/2021,Archer Cluster
McKendree ES,3.0,0.0,0.0,3,4/14/2021,Collins Hill
Mill Creek HS,4.0,4.0,0.0,8,4/14/2021,Mill Creek
Mountain View HS,2.0,0.0,0.0,2,4/14/2021,Mountain View
Mulberry ES,2.0,1.0,0.0,3,4/14/2021,Dacula
Nesbit ES,1.0,0.0,0.0,1,4/14/2021,Meadowcreek
Norcross ES,1.0,0.0,0.0,1,4/14/2021,Norcross
Norcross HS,3.0,1.0,2.0,6,4/14/2021,Norcross
North Gwinnett HS,3.0,2.0,1.0,6,4/14/2021,North Gwinnett
North Gwinnett MS,2.0,0.0,0.0,2,4/14/2021,North Gwinnett
Northbrook MS,2.0,0.0,0.0,2,4/14/2021,Peachtree Ridge
Osborne MS,1.0,0.0,0.0,1,4/14/2021,Mill Creek
Partee ES,0.0,1.0,0.0,1,4/14/2021,Shiloh
Peachtree ES,5.0,0.0,1.0,6,4/14/2021,Norcross
Pharr ES,2.0,0.0,0.0,2,4/14/2021,Grayson
Pinckneyville MS,3.0,1.0,0.0,4,4/14/2021,Norcross
Rock Springs ES,1.0,0.0,0.0,1,4/14/2021,Collins Hill
Simonton ES,1.0,0.0,0.0,1,4/14/2021,Central Gwinnett
Stripling ES,3.0,0.0,0.0,3,4/14/2021,Norcross
Sugar Hill ES,1.0,0.0,0.0,1,4/14/2021,Lanier
Summerour MS,1.0,0.0,0.0,1,4/14/2021,Norcross
Sycamore ES,13.0,0.0,0.0,13,4/14/2021,Lanier
Taylor ES,3.0,0.0,0.0,3,4/14/2021,Collins Hill
Trip ES,1.0,0.0,0.0,1,4/14/2021,Grayson
Twin Rivers MS,1.0,2.0,0.0,3,4/14/2021,Mountain View
Alcova ES,0.0,1.0,0.0,1,9/14/2020,Dacula
Alford ES,2.0,0.0,0.0,2,9/14/2020,Discovery
Archer HS,3.0,0.0,1.0,4,9/14/2020,Archer
Berkmar MS,10.0,0.0,0.0,10,9/14/2020,Berkmar
Bethesda ES,3.0,0.0,0.0,3,9/14/2020,Berkmar
Brookwood HS,14.0,0.0,0.0,14,9/14/2020,Brookwood
Cedar Hill ES,0.0,0.0,2.0,2,9/14/2020,Discovery
Chesney ES,1.0,0.0,0.0,1,9/14/2020,Duluth
Coleman MS,1.0,0.0,0.0,1,9/14/2020,Duluth
Cooper ES,1.0,0.0,0.0,1,9/14/2020,Archer
Craig ES,1.0,0.0,0.0,1,9/14/2020,Brookwood
Dacula ES,1.0,0.0,1.0,2,9/14/2020,Dacula
Duluth HS,1.0,0.0,0.0,1,9/14/2020,Duluth
Dyer ES,3.0,0.0,1.0,4,9/14/2020,Mountain View
Fort Daniel ES,14.0,2.0,0.0,16,9/14/2020,Mill Creek
Grayson HS,1.0,2.0,0.0,3,9/14/2020,Grayson
Harbins ES,3.0,0.0,2.0,5,9/14/2020,Archer
Harris ES,7.0,1.0,1.0,9,9/14/2020,Duluth
Head ES,0.0,0.0,1.0,1,9/14/2020,Brookwood
Hopkins ES,1.0,0.0,1.0,2,9/14/2020,Berkmar
Jackson ES,0.0,1.0,0.0,1,9/14/2020,Peachtree Ridge
Jones MS,0.0,0.0,1.0,1,9/14/2020,Mill Creek
Lanier MS,1.0,0.0,0.0,1,9/14/2020,Lanier
Level Creek ES,3.0,1.0,0.0,4,9/14/2020,North Gwinnett
Lilburn ES,1.0,0.0,0.0,1,9/14/2020,Meadowcreek
McConnell MS,0.0,1.0,1.0,2,9/14/2020,Archer Cluster
Meadowcreek ES,18.0,0.0,0.0,18,9/14/2020,Meadowcreek
Mill Creek HS,2.0,0.0,1.0,3,9/14/2020,Mill Creek
Mountain Park ES,0.0,1.0,0.0,1,9/14/2020,Parkview
Mountain View HS,1.0,0.0,1.0,2,9/14/2020,Mountain View
Mulberry ES,3.0,0.0,1.0,4,9/14/2020,Dacula
Norcross HS,2.0,0.0,2.0,4,9/14/2020,Norcross
North Gwinnett HS,28.0,3.0,1.0,32,9/14/2020,North Gwinnett
North Gwinnett MS,1.0,0.0,0.0,1,9/14/2020,North Gwinnett
Northbrook MS,0.0,0.0,1.0,1,9/14/2020,Peachtree Ridge
Osborne MS,1.0,0.0,0.0,1,9/14/2020,Mill Creek
Peachtree ES,3.0,0.0,1.0,4,9/14/2020,Norcross
Peachtree Ridge HS,3.0,0.0,0.0,3,9/14/2020,Peachtree Ridge
Radloff MS,2.0,0.0,2.0,4,9/14/2020,Meadowcreek
Riverside ES,2.0,0.0,1.0,3,9/14/2020,North Gwinnett
Shiloh HS,1.0,0.0,0.0,1,9/14/2020,Shiloh
Shiloh MS,0.0,0.0,1.0,1,9/14/2020,Shiloh
Simpson ES,1.0,0.0,1.0,2,9/14/2020,Norcross
Starling ES,0.0,0.0,1.0,1,9/14/2020,Grayson
Summerour MS,1.0,0.0,2.0,3,9/14/2020,Norcross
Suwanee ES,3.0,0.0,0.0,3,9/14/2020,North Gwinnett
Sweetwater MS,0.0,0.0,1.0,1,9/14/2020,Berkmar
Trip ES,1.0,0.0,0.0,1,9/14/2020,Grayson
White Oak ES,9.0,1.0,0.0,10,9/14/2020,Lanier
Woodward Mill ES,1.0,0.0,0.0,1,9/14/2020,Mountain View
Archer HS,1.0,1.0,1.0,3,10/15/2020,Archer
Baldwin ES,1.0,0.0,0.0,1,10/15/2020,Norcross
Bay Creek MS,0.0,1.0,0.0,1,10/15/2020,Grayson
Bethesda ES,1.0,0.0,0.0,1,10/15/2020,Berkmar
Britt ES,0.0,0.0,1.0,1,10/15/2020,South Gwinnett
Burnette ES,0.0,0.0,1.0,1,10/15/2020,North Gwinnett
Collins Hill HS,1.0,0.0,0.0,1,10/15/2020,Collins Hill
Crews MS,1.0,0.0,0.0,1,10/15/2020,Brookwood
Dacula ES,0.0,0.0,1.0,1,10/15/2020,Dacula
Dacula HS,1.0,0.0,1.0,2,10/15/2020,Dacula
Dacula MS,1.0,0.0,0.0,1,10/15/2020,Dacula
Discovery HS,2.0,0.0,0.0,2,10/15/2020,Discovery
Duluth HS,13.0,2.0,2.0,17,10/15/2020,Duluth
Duluth MS,2.0,0.0,2.0,4,10/15/2020,Duluth
Ferguson ES,1.0,0.0,0.0,1,10/15/2020,Meadowcreek
Grace Snell MS,1.0,0.0,0.0,1,10/15/2020,South Gwinnett
Grayson HS,3.0,1.0,0.0,4,10/15/2020,Grayson
"Gwinnett School of Mathematics, Science, and Technology",1.0,0.0,0.0,1,10/15/2020,Discovery
Harbins ES,1.0,0.0,0.0,1,10/15/2020,Archer
Hopkins ES,2.0,0.0,0.0,2,10/15/2020,Berkmar
Hull MS,1.0,0.0,0.0,1,10/15/2020,Peachtree Ridge
Ivy Creek ES,1.0,1.0,0.0,2,10/15/2020,Mill Creek
Jones MS,2.0,0.0,0.0,2,10/15/2020,Mill Creek
Jordan MS,3.0,0.0,2.0,5,10/15/2020,Central Gwinnett
Kanoheda ES,0.0,0.0,3.0,3,10/15/2020,Berkmar
Knight ES,5.0,0.0,1.0,6,10/15/2020,Parkview
Lovin ES,2.0,0.0,0.0,2,10/15/2020,Archer
Maxwell HS of Technology,0.0,15.0,0.0,15,10/15/2020,Other
Mill Creek HS,3.0,0.0,0.0,3,10/15/2020,Mill Creek
Nesbit ES,0.0,1.0,0.0,1,10/15/2020,Meadowcreek
North Gwinnett HS,3.0,0.0,2.0,5,10/15/2020,North Gwinnett
North Gwinnett MS,1.0,0.0,0.0,1,10/15/2020,North Gwinnett
Northbrook MS,0.0,0.0,1.0,1,10/15/2020,Peachtree Ridge
Norton ES,1.0,0.0,0.0,1,10/15/2020,South Gwinnett
Oakland Meadow School,0.0,0.0,1.0,1,10/15/2020,Other
Osborne MS,1.0,0.0,0.0,1,10/15/2020,Mill Creek
Parkview HS,0.0,0.0,2.0,2,10/15/2020,Parkview
Partee ES,8.0,0.0,1.0,9,10/15/2020,Shiloh
Peachtree ES,0.0,0.0,1.0,1,10/15/2020,Norcross
Peachtree Ridge HS,0.0,0.0,1.0,1,10/15/2020,Peachtree Ridge
Pinckneyville MS,12.0,0.0,1.0,13,10/15/2020,Norcross
Puckett's Mill ES,1.0,0.0,0.0,1,10/15/2020,Mill Creek
Radloff MS,0.0,0.0,1.0,1,10/15/2020,Meadowcreek
Simpson ES,2.0,0.0,0.0,2,10/15/2020,Norcross
Stripling ES,2.0,0.0,0.0,2,10/15/2020,Norcross
Walnut Grove ES,0.0,0.0,2.0,2,10/15/2020,Collins Hill
White Oak ES,6.0,0.0,1.0,7,10/15/2020,Lanier
Winn Holt ES,4.0,0.0,1.0,5,10/15/2020,Central Gwinnett
Alcova ES,1.0,0.0,1.0,2,12/15/2020,Dacula
Arcado ES,7.0,0.0,1.0,8,12/15/2020,Parkview
Archer HS,16.0,2.0,3.0,21,12/15/2020,Archer
Baldwin ES,2.0,0.0,0.0,2,12/15/2020,Norcross
Bay Creek MS,4.0,0.0,0.0,4,12/15/2020,Grayson
Benefield ES,7.0,2.0,0.0,9,12/15/2020,Discovery
Berkeley Lake ES,2.0,0.0,0.0,2,12/15/2020,Duluth
Berkmar HS,1.0,0.0,0.0,1,12/15/2020,Berkmar
Berkmar MS,0.0,1.0,0.0,1,12/15/2020,Berkmar
Bethesda ES,2.0,0.0,0.0,2,12/15/2020,Berkmar
Britt ES,2.0,0.0,0.0,2,12/15/2020,South Gwinnett
Brookwood ES,3.0,0.0,0.0,3,12/15/2020,Brookwood
Brookwood HS,29.0,4.0,2.0,35,12/15/2020,Brookwood
Burnette ES,5.0,1.0,2.0,8,12/15/2020,North Gwinnett
Cedar Hill ES,3.0,0.0,0.0,3,12/15/2020,Discovery
Chattahoochee ES,1.0,0.0,0.0,1,12/15/2020,Duluth
Chesney ES,3.0,0.0,0.0,3,12/15/2020,Duluth
Coleman MS,4.0,1.0,0.0,5,12/15/2020,Duluth
Collins Hill HS,29.0,2.0,0.0,31,12/15/2020,Collins Hill
Cooper ES,16.0,1.0,1.0,18,12/15/2020,Archer
Couch MS,5.0,0.0,2.0,7,12/15/2020,Grayson
Craig ES,4.0,0.0,0.0,4,12/15/2020,Brookwood
Creekland MS,3.0,0.0,0.0,3,12/15/2020,Collins Hill
Crews MS,5.0,0.0,0.0,5,12/15/2020,Brookwood
Dacula ES,2.0,0.0,1.0,3,12/15/2020,Dacula
Dacula HS,3.0,1.0,0.0,4,12/15/2020,Dacula
Dacula MS,19.0,1.0,2.0,22,12/15/2020,Dacula
Discovery HS,5.0,1.0,0.0,6,12/15/2020,Discovery
Duluth HS,9.0,2.0,1.0,12,12/15/2020,Duluth
Duluth MS,2.0,0.0,0.0,2,12/15/2020,Duluth
Duncan Creek ES,5.0,1.0,0.0,6,12/15/2020,Mill Creek
Dyer ES,4.0,0.0,0.0,4,12/15/2020,Mountain View
Ferguson ES,3.0,0.0,1.0,4,12/15/2020,Meadowcreek
Five Forks MS,5.0,0.0,0.0,5,12/15/2020,Brookwood
Fort Daniel ES,6.0,0.0,0.0,6,12/15/2020,Mill Creek
Freeman's Mill ES,3.0,0.0,0.0,3,12/15/2020,Mountain View
GIVE East,3.0,1.0,0.0,4,12/15/2020,Other
Grace Snell MS,8.0,2.0,1.0,11,12/15/2020,South Gwinnett
Graves ES,3.0,1.0,0.0,4,12/15/2020,Meadowcreek
Grayson ES,3.0,0.0,0.0,3,12/15/2020,Grayson
Grayson HS,3.0,0.0,1.0,4,12/15/2020,Grayson
Gwin Oaks ES,1.0,0.0,0.0,1,12/15/2020,Brookwood
"Gwinnett School of Mathematics, Science, and Technology",1.0,0.0,0.0,1,12/15/2020,Discovery
Harbins ES,2.0,0.0,0.0,2,12/15/2020,Archer
Harmony ES,13.0,0.0,1.0,14,12/15/2020,Mill Creek
Harris ES,16.0,2.0,0.0,18,12/15/2020,Duluth
Hopkins ES,1.0,0.0,0.0,1,12/15/2020,Berkmar
Hull MS,3.0,0.0,0.0,3,12/15/2020,Peachtree Ridge
Ivy Creek ES,6.0,1.0,3.0,10,12/15/2020,Mill Creek
Jackson ES,4.0,1.0,0.0,5,12/15/2020,Peachtree Ridge
Jenkins ES,2.0,0.0,0.0,2,12/15/2020,Central Gwinnett
Jones MS,6.0,0.0,0.0,6,12/15/2020,Mill Creek
Jordan MS,2.0,0.0,0.0,2,12/15/2020,Central Gwinnett
Kanoheda ES,0.0,0.0,1.0,1,12/15/2020,Berkmar
Knight ES,6.0,0.0,1.0,7,12/15/2020,Parkview
Lanier HS,55.0,3.0,4.0,62,12/15/2020,Lanier
Lanier MS,8.0,1.0,0.0,9,12/15/2020,Lanier
Level Creek ES,3.0,0.0,0.0,3,12/15/2020,North Gwinnett
Lilburn MS,6.0,1.0,0.0,7,12/15/2020,Meadowcreek
Lovin ES,6.0,0.0,0.0,6,12/15/2020,Archer
Magill ES,1.0,0.0,0.0,1,12/15/2020,South Gwinnett
Mason ES,3.0,0.0,2.0,5,12/15/2020,Peachtree Ridge
McConnell MS,8.0,1.0,0.0,9,12/15/2020,Archer Cluster
Meadowcreek HS,1.0,2.0,0.0,3,12/15/2020,Meadowcreek
Mill Creek HS,35.0,5.0,0.0,40,12/15/2020,Mill Creek
Minor ES,2.0,0.0,1.0,3,12/15/2020,Berkmar
Moore MS,5.0,1.0,0.0,6,12/15/2020,Central Gwinnett
Mountain Park ES,2.0,0.0,0.0,2,12/15/2020,Parkview
Mountain View HS,8.0,1.0,0.0,9,12/15/2020,Mountain View
Nesbit ES,1.0,0.0,0.0,1,12/15/2020,Meadowcreek
Norcross ES,2.0,0.0,0.0,2,12/15/2020,Norcross
Norcross HS,15.0,0.0,1.0,16,12/15/2020,Norcross
North Gwinnett HS,33.0,1.0,4.0,38,12/15/2020,North Gwinnett
North Gwinnett MS,12.0,0.0,2.0,14,12/15/2020,North Gwinnett
Osborne MS,30.0,1.0,0.0,31,12/15/2020,Mill Creek
Parkview HS,6.0,0.0,3.0,9,12/15/2020,Parkview
Patrick ES,1.0,1.0,0.0,2,12/15/2020,Mountain View
Paul Duke STEM HS,2.0,1.0,0.0,3,12/15/2020,Norcross
Peachtree ES,2.0,0.0,1.0,3,12/15/2020,Norcross
