school,close_contact,positive_case,suspected_case,total,date,cluster
Bay Creek MS,13.0,2.0,3.0,18,12/16/2020,Grayson
Beaver Ridge ES,34.0,5.0,2.0,41,12/16/2020,Norcross
Benefield ES,19.0,1.0,0.0,20,12/16/2020,Discovery
Berkeley Lake ES,9.0,0.0,0.0,9,12/16/2020,Duluth
Berkmar HS,43.0,4.0,4.0,51,12/16/2020,Berkmar
Berkmar MS,16.0,1.0,2.0,19,12/16/2020,Berkmar
Bethesda ES,33.0,1.0,1.0,35,12/16/2020,Berkmar
Britt ES,5.0,0.0,2.0,7,12/16/2020,South Gwinnett
Brookwood ES,20.0,1.0,0.0,21,12/16/2020,Brookwood
Brookwood HS,103.0,12.0,2.0,117,12/16/2020,Brookwood
Buice Center,6.0,0.0,0.0,6,12/16/2020,Other
Burnette ES,13.0,1.0,4.0,18,12/16/2020,North Gwinnett
Camp Creek ES,43.0,1.0,1.0,45,12/16/2020,Parkview
Cedar Hill ES,45.0,4.0,1.0,50,12/16/2020,Discovery
Centerville ES,8.0,0.0,1.0,9,12/16/2020,Shiloh
Central Gwinnett HS,1.0,1.0,1.0,3,12/16/2020,Central Gwinnett
Chattahoochee ES,13.0,0.0,1.0,14,12/16/2020,Duluth
Chesney ES,10.0,1.0,0.0,11,12/16/2020,Duluth
Coleman MS,7.0,1.0,0.0,8,12/16/2020,Duluth
Collins Hill HS,54.0,7.0,4.0,65,12/16/2020,Collins Hill
Cooper ES,37.0,1.0,4.0,42,12/16/2020,Archer
Corley ES,4.0,0.0,0.0,4,12/16/2020,Berkmar
Couch MS,9.0,0.0,3.0,12,12/16/2020,Grayson
Craig ES,13.0,1.0,0.0,14,12/16/2020,Brookwood
Creekland MS,17.0,2.0,6.0,25,12/16/2020,Collins Hill
Crews MS,20.0,1.0,0.0,21,12/16/2020,Brookwood
Dacula ES,22.0,1.0,13.0,36,12/16/2020,Dacula
Dacula HS,25.0,4.0,3.0,32,12/16/2020,Dacula
Dacula MS,38.0,1.0,4.0,43,12/16/2020,Dacula
Discovery HS,16.0,2.0,0.0,18,12/16/2020,Discovery
Duluth HS,21.0,5.0,5.0,31,12/16/2020,Duluth
Duluth MS,37.0,1.0,5.0,43,12/16/2020,Duluth
Duncan Creek ES,26.0,1.0,0.0,27,12/16/2020,Mill Creek
Dyer ES,43.0,4.0,8.0,55,12/16/2020,Mountain View
Ferguson ES,31.0,1.0,3.0,35,12/16/2020,Meadowcreek
Five Forks MS,43.0,1.0,0.0,44,12/16/2020,Brookwood
Fort Daniel ES,33.0,2.0,0.0,35,12/16/2020,Mill Creek
Freeman's Mill ES,17.0,0.0,3.0,20,12/16/2020,Mountain View
GIVE East,3.0,1.0,0.0,4,12/16/2020,Other
GIVE West,1.0,0.0,0.0,1,12/16/2020,Other
Grace Snell MS,9.0,5.0,3.0,17,12/16/2020,South Gwinnett
Graves ES,14.0,3.0,4.0,21,12/16/2020,Meadowcreek
Grayson ES,13.0,1.0,0.0,14,12/16/2020,Grayson
Grayson HS,24.0,4.0,3.0,31,12/16/2020,Grayson
Gwin Oaks ES,12.0,2.0,0.0,14,12/16/2020,Brookwood
Gwinnett Online Campus,1.0,0.0,0.0,1,12/16/2020,Other
"Gwinnett School of Mathematics, Science, and Technology",4.0,0.0,0.0,4,12/16/2020,Discovery
Harbins ES,49.0,1.0,1.0,51,12/16/2020,Archer
Harmony ES,18.0,0.0,2.0,20,12/16/2020,Mill Creek
Harris ES,40.0,3.0,0.0,43,12/16/2020,Duluth
Head ES,5.0,0.0,0.0,5,12/16/2020,Brookwood
Hopkins ES,4.0,0.0,1.0,5,12/16/2020,Berkmar
Hull MS,13.0,2.0,3.0,18,12/16/2020,Peachtree Ridge
International Transition Center,3.0,1.0,0.0,4,12/16/2020,Other
Ivy Creek ES,28.0,1.0,5.0,34,12/16/2020,Mill Creek
Jackson ES,5.0,1.0,0.0,6,12/16/2020,Peachtree Ridge
Jenkins ES,17.0,2.0,0.0,19,12/16/2020,Central Gwinnett
Jones MS,32.0,1.0,0.0,33,12/16/2020,Mill Creek
Jordan MS,13.0,0.0,4.0,17,12/16/2020,Central Gwinnett
Kanoheda ES,1.0,0.0,3.0,4,12/16/2020,Berkmar
Knight ES,17.0,0.0,4.0,21,12/16/2020,Parkview
Lanier HS,108.0,8.0,7.0,123,12/16/2020,Lanier
Lanier MS,45.0,2.0,1.0,48,12/16/2020,Lanier
Lawrenceville ES,8.0,1.0,0.0,9,12/16/2020,Central Gwinnett
Level Creek ES,14.0,2.0,0.0,16,12/16/2020,North Gwinnett
Lilburn ES,0.0,1.0,0.0,1,12/16/2020,Meadowcreek
Lilburn MS,27.0,2.0,7.0,36,12/16/2020,Meadowcreek
Lovin ES,23.0,3.0,0.0,26,12/16/2020,Archer
Magill ES,3.0,0.0,0.0,3,12/16/2020,South Gwinnett
Mason ES,31.0,4.0,3.0,38,12/16/2020,Peachtree Ridge
Maxwell,2.0,1.0,1.0,4,12/16/2020,Other
McClure Health Science HS,6.0,0.0,0.0,6,12/16/2020,Meadowcreek
McConnell MS,9.0,1.0,0.0,10,12/16/2020,Archer Cluster
McKendree ES,5.0,1.0,0.0,6,12/16/2020,Collins Hill
Meadowcreek ES,6.0,0.0,0.0,6,12/16/2020,Meadowcreek
Meadowcreek HS,32.0,4.0,6.0,42,12/16/2020,Meadowcreek
Mill Creek HS,207.0,14.0,0.0,221,12/16/2020,Mill Creek
Minor ES,49.0,1.0,4.0,54,12/16/2020,Berkmar
Moore MS,7.0,1.0,0.0,8,12/16/2020,Central Gwinnett
Mountain Park ES,10.0,1.0,0.0,11,12/16/2020,Parkview
Mountain View HS,38.0,1.0,4.0,43,12/16/2020,Mountain View
Mulberry ES,9.0,0.0,0.0,9,12/16/2020,Dacula
Nesbit ES,18.0,0.0,2.0,20,12/16/2020,Meadowcreek
Norcross ES,9.0,1.0,1.0,11,12/16/2020,Norcross
Norcross HS,48.0,2.0,2.0,52,12/16/2020,Norcross
North Gwinnett HS,131.0,6.0,12.0,149,12/16/2020,North Gwinnett
North Gwinnett MS,141.0,6.0,3.0,150,12/16/2020,North Gwinnett
Northbrook MS,4.0,0.0,3.0,7,12/16/2020,Peachtree Ridge
Norton ES,2.0,0.0,1.0,3,12/16/2020,South Gwinnett
Oakland Meadow School,7.0,2.0,2.0,11,12/16/2020,Other
Osborne MS,85.0,4.0,1.0,90,12/16/2020,Mill Creek
Parkview HS,27.0,2.0,7.0,36,12/16/2020,Parkview
Parsons ES,10.0,3.0,0.0,13,12/16/2020,Peachtree Ridge
Partee ES,7.0,1.0,0.0,8,12/16/2020,Shiloh
Patrick ES,2.0,1.0,0.0,3,12/16/2020,Mountain View
Paul Duke STEM HS,7.0,0.0,1.0,8,12/16/2020,Norcross
Peachtree ES,3.0,0.0,1.0,4,12/16/2020,Norcross
Peachtree Ridge HS,23.0,3.0,2.0,28,12/16/2020,Peachtree Ridge
Pharr ES,21.0,1.0,3.0,25,12/16/2020,Grayson
Phoenix HS,0.0,0.0,0.0,0,12/16/2020,Other
Pinckneyville MS,28.0,2.0,0.0,30,12/16/2020,Norcross
Puckett's Mill ES,30.0,1.0,5.0,36,12/16/2020,Mill Creek
Radloff MS,1.0,0.0,0.0,1,12/16/2020,Meadowcreek
Richards MS,39.0,1.0,8.0,48,12/16/2020,Discovery
Riverside ES,18.0,0.0,3.0,21,12/16/2020,North Gwinnett
Roberts ES,14.0,0.0,0.0,14,12/16/2020,North Gwinnett
Rock Springs ES,10.0,1.0,1.0,12,12/16/2020,Collins Hill
Rockbridge ES,21.0,1.0,2.0,24,12/16/2020,Meadowcreek
Rosebud ES,8.0,0.0,2.0,10,12/16/2020,South Gwinnett
Shiloh ES,24.0,0.0,3.0,27,12/16/2020,Shiloh
Shiloh HS,11.0,2.0,3.0,16,12/16/2020,Shiloh
Shiloh MS,41.0,4.0,1.0,46,12/16/2020,Shiloh
Simonton ES,32.0,2.0,0.0,34,12/16/2020,Central Gwinnett
Simpson ES,30.0,1.0,0.0,31,12/16/2020,Norcross
Snellville MS,47.0,2.0,1.0,50,12/16/2020,South Gwinnett
South Gwinnett HS,63.0,2.0,8.0,73,12/16/2020,South Gwinnett
Starling ES,9.0,2.0,3.0,14,12/16/2020,Grayson
Stripling ES,3.0,1.0,3.0,7,12/16/2020,Norcross
Sugar Hill ES,73.0,0.0,6.0,79,12/16/2020,Lanier
Summerour MS,6.0,3.0,0.0,9,12/16/2020,Norcross
Suwanee ES,9.0,0.0,0.0,9,12/16/2020,North Gwinnett
Sweetwater MS,12.0,3.0,0.0,15,12/16/2020,Berkmar
Sycamore ES,10.0,2.0,4.0,16,12/16/2020,Lanier
Taylor ES,9.0,0.0,0.0,9,12/16/2020,Collins Hill
Trickum MS,25.0,3.0,2.0,30,12/16/2020,Parkview
Trip ES,38.0,0.0,1.0,39,12/16/2020,Grayson
Twin Rivers MS,19.0,2.0,0.0,21,12/16/2020,Mountain View
Walnut Grove ES,1.0,1.0,0.0,2,12/16/2020,Collins Hill
White Oak ES,27.0,0.0,3.0,30,12/16/2020,Lanier
Winn Holt ES,17.0,0.0,1.0,18,12/16/2020,Central Gwinnett
Woodward Mill ES,6.0,0.0,1.0,7,12/16/2020,Mountain View
Alcova ES,57.0,4.0,0.0,61,3/16/2021,Dacula
Alford ES,2.0,1.0,0.0,3,3/16/2021,Discovery
Anderson-Livsey ES,0.0,0.0,0.0,0,3/16/2021,Shiloh
Annistown ES,1.0,0.0,0.0,1,3/16/2021,Shiloh
Arcado ES,9.0,2.0,0.0,11,3/16/2021,Parkview
Archer HS,15.0,3.0,0.0,18,3/16/2021,Archer
Baggett ES,3.0,1.0,0.0,4,3/16/2021,Discovery
Baldwin ES,5.0,2.0,0.0,7,3/16/2021,Norcross
Bay Creek MS,3.0,0.0,0.0,3,3/16/2021,Grayson
Beaver Ridge ES,0.0,0.0,0.0,0,3/16/2021,Norcross
Benefield ES,6.0,1.0,0.0,7,3/16/2021,Discovery
Berkeley Lake ES,0.0,0.0,0.0,0,3/16/2021,Duluth
Berkmar HS,9.0,1.0,0.0,10,3/16/2021,Berkmar
Berkmar MS,10.0,0.0,4.0,14,3/16/2021,Berkmar
Bethesda ES,11.0,1.0,0.0,12,3/16/2021,Berkmar
Britt ES,0.0,0.0,0.0,0,3/16/2021,South Gwinnett
Brookwood ES,0.0,0.0,0.0,0,3/16/2021,Brookwood
Brookwood HS,5.0,1.0,0.0,6,3/16/2021,Brookwood
Buice Center,2.0,1.0,0.0,3,3/16/2021,Other
Burnette ES,5.0,1.0,2.0,8,3/16/2021,North Gwinnett
Camp Creek ES,20.0,3.0,0.0,23,3/16/2021,Parkview
Cedar Hill ES,13.0,1.0,3.0,17,3/16/2021,Discovery
Centerville ES,1.0,0.0,0.0,1,3/16/2021,Shiloh
Central Gwinnett HS,0.0,0.0,0.0,0,3/16/2021,Central Gwinnett
Chattahoochee ES,54.0,1.0,1.0,56,3/16/2021,Duluth
Chesney ES,1.0,0.0,0.0,1,3/16/2021,Duluth
Coleman MS,13.0,2.0,0.0,15,3/16/2021,Duluth
Collins Hill HS,16.0,3.0,0.0,19,3/16/2021,Collins Hill
Cooper ES,10.0,0.0,1.0,11,3/16/2021,Archer
Corley ES,1.0,1.0,0.0,2,3/16/2021,Berkmar
Couch MS,0.0,0.0,0.0,0,3/16/2021,Grayson
Craig ES,0.0,2.0,0.0,2,3/16/2021,Brookwood
Creekland MS,7.0,1.0,1.0,9,3/16/2021,Collins Hill
Crews MS,7.0,1.0,0.0,8,3/16/2021,Brookwood
Dacula ES,3.0,0.0,3.0,6,3/16/2021,Dacula
Dacula HS,3.0,0.0,0.0,3,3/16/2021,Dacula
Dacula MS,3.0,0.0,1.0,4,3/16/2021,Dacula
Discovery HS,2.0,1.0,0.0,3,3/16/2021,Discovery
Duluth HS,17.0,1.0,2.0,20,3/16/2021,Duluth
Duluth MS,2.0,0.0,5.0,7,3/16/2021,Duluth
Duncan Creek ES,7.0,1.0,0.0,8,3/16/2021,Mill Creek
Dyer ES,11.0,1.0,3.0,15,3/16/2021,Mountain View
Ferguson ES,1.0,0.0,0.0,1,3/16/2021,Meadowcreek
Five Forks MS,1.0,0.0,0.0,1,3/16/2021,Brookwood
Fort Daniel ES,0.0,1.0,0.0,1,3/16/2021,Mill Creek
Freeman's Mill ES,0.0,0.0,0.0,0,3/16/2021,Mountain View
GIVE East,0.0,0.0,0.0,0,3/16/2021,Other
GIVE West,0.0,0.0,1.0,1,3/16/2021,Other
Grace Snell MS,2.0,0.0,0.0,2,3/16/2021,South Gwinnett
Graves ES,5.0,0.0,0.0,5,3/16/2021,Meadowcreek
Grayson ES,28.0,0.0,5.0,33,3/16/2021,Grayson
Grayson HS,9.0,5.0,0.0,14,3/16/2021,Grayson
Gwin Oaks ES,18.0,3.0,0.0,21,3/16/2021,Brookwood
Gwinnett Online Campus,0.0,0.0,0.0,0,3/16/2021,Other
"Gwinnett School of Mathematics, Science, and Technology",2.0,2.0,0.0,4,3/16/2021,Discovery
Harbins ES,2.0,0.0,0.0,2,3/16/2021,Archer
Harmony ES,12.0,1.0,0.0,13,3/16/2021,Mill Creek
Harris ES,23.0,0.0,2.0,25,3/16/2021,Duluth
Head ES,5.0,1.0,1.0,7,3/16/2021,Brookwood
Hopkins ES,4.0,0.0,0.0,4,3/16/2021,Berkmar
Hull MS,0.0,0.0,0.0,0,3/16/2021,Peachtree Ridge
International Transition Center,0.0,0.0,0.0,0,3/16/2021,Other
Ivy Creek ES,7.0,1.0,1.0,9,3/16/2021,Mill Creek
Jackson ES,4.0,1.0,0.0,5,3/16/2021,Peachtree Ridge
Jenkins ES,1.0,1.0,0.0,2,3/16/2021,Central Gwinnett
Jones MS,27.0,1.0,0.0,28,3/16/2021,Mill Creek
Jordan MS,2.0,0.0,1.0,3,3/16/2021,Central Gwinnett
Kanoheda ES,0.0,0.0,0.0,0,3/16/2021,Berkmar
Knight ES,6.0,1.0,1.0,8,3/16/2021,Parkview
Lanier HS,3.0,1.0,0.0,4,3/16/2021,Lanier
Lanier MS,0.0,0.0,1.0,1,3/16/2021,Lanier
Lawrenceville ES,8.0,3.0,0.0,11,3/16/2021,Central Gwinnett
Level Creek ES,2.0,0.0,0.0,2,3/16/2021,North Gwinnett
Lilburn ES,0.0,0.0,0.0,0,3/16/2021,Meadowcreek
Lilburn MS,0.0,0.0,0.0,0,3/16/2021,Meadowcreek
Lovin ES,1.0,0.0,0.0,1,3/16/2021,Archer
Magill ES,0.0,0.0,0.0,0,3/16/2021,South Gwinnett
Mason ES,4.0,0.0,0.0,4,3/16/2021,Peachtree Ridge
Maxwell,0.0,0.0,0.0,0,3/16/2021,Other
McClure Health Science HS,16.0,2.0,2.0,20,3/16/2021,Meadowcreek
McConnell MS,9.0,4.0,0.0,13,3/16/2021,Archer Cluster
McKendree ES,0.0,0.0,0.0,0,3/16/2021,Collins Hill
Meadowcreek ES,0.0,1.0,0.0,1,3/16/2021,Meadowcreek
Meadowcreek HS,30.0,0.0,5.0,35,3/16/2021,Meadowcreek
Mill Creek HS,73.0,6.0,0.0,79,3/16/2021,Mill Creek
Minor ES,2.0,2.0,0.0,4,3/16/2021,Berkmar
Moore MS,4.0,1.0,0.0,5,3/16/2021,Central Gwinnett
Mountain Park ES,3.0,0.0,0.0,3,3/16/2021,Parkview
Mountain View HS,17.0,0.0,1.0,18,3/16/2021,Mountain View
Mulberry ES,1.0,0.0,0.0,1,3/16/2021,Dacula
Nesbit ES,2.0,0.0,0.0,2,3/16/2021,Meadowcreek
Norcross ES,0.0,0.0,0.0,0,3/16/2021,Norcross
Norcross HS,13.0,2.0,1.0,16,3/16/2021,Norcross
North Gwinnett HS,0.0,0.0,0.0,0,3/16/2021,North Gwinnett
North Gwinnett MS,24.0,3.0,0.0,27,3/16/2021,North Gwinnett
Northbrook MS,1.0,0.0,0.0,1,3/16/2021,Peachtree Ridge
Norton ES,0.0,0.0,0.0,0,3/16/2021,South Gwinnett
Oakland Meadow School,1.0,0.0,0.0,1,3/16/2021,Other
Osborne MS,43.0,2.0,0.0,45,3/16/2021,Mill Creek
Parkview HS,29.0,16.0,6.0,51,3/16/2021,Parkview
Parsons ES,3.0,0.0,1.0,4,3/16/2021,Peachtree Ridge
Partee ES,0.0,0.0,0.0,0,3/16/2021,Shiloh
Patrick ES,4.0,1.0,0.0,5,3/16/2021,Mountain View
Paul Duke STEM HS,0.0,2.0,0.0,2,3/16/2021,Norcross
Peachtree ES,5.0,0.0,1.0,6,3/16/2021,Norcross
Peachtree Ridge HS,0.0,3.0,0.0,3,3/16/2021,Peachtree Ridge
Pharr ES,4.0,0.0,1.0,5,3/16/2021,Grayson
Phoenix HS,0.0,0.0,0.0,0,3/16/2021,Other
Pinckneyville MS,1.0,0.0,3.0,4,3/16/2021,Norcross
Puckett's Mill ES,3.0,0.0,2.0,5,3/16/2021,Mill Creek
Radloff MS,0.0,1.0,0.0,1,3/16/2021,Meadowcreek
Richards MS,17.0,1.0,4.0,22,3/16/2021,Discovery
Riverside ES,11.0,0.0,1.0,12,3/16/2021,North Gwinnett
Roberts ES,1.0,0.0,0.0,1,3/16/2021,North Gwinnett
Rock Springs ES,51.0,2.0,0.0,53,3/16/2021,Collins Hill
Rockbridge ES,10.0,0.0,2.0,12,3/16/2021,Meadowcreek
Rosebud ES,12.0,0.0,1.0,13,3/16/2021,South Gwinnett
Shiloh ES,0.0,0.0,0.0,0,3/16/2021,Shiloh
Shiloh HS,1.0,0.0,0.0,1,3/16/2021,Shiloh
Shiloh MS,7.0,1.0,0.0,8,3/16/2021,Shiloh
Simonton ES,4.0,0.0,3.0,7,3/16/2021,Central Gwinnett
Simpson ES,0.0,0.0,0.0,0,3/16/2021,Norcross
Snellville MS,0.0,0.0,0.0,0,3/16/2021,South Gwinnett
South Gwinnett HS,12.0,2.0,0.0,14,3/16/2021,South Gwinnett
Starling ES,2.0,0.0,0.0,2,3/16/2021,Grayson
Stripling ES,2.0,0.0,2.0,4,3/16/2021,Norcross
Sugar Hill ES,4.0,0.0,0.0,4,3/16/2021,Lanier
Summerour MS,0.0,0.0,0.0,0,3/16/2021,Norcross
Suwanee ES,1.0,1.0,0.0,2,3/16/2021,North Gwinnett
Sweetwater MS,1.0,0.0,0.0,1,3/16/2021,Berkmar
Sycamore ES,1.0,1.0,0.0,2,3/16/2021,Lanier
Taylor ES,2.0,0.0,0.0,2,3/16/2021,Collins Hill
Trickum MS,2.0,0.0,0.0,2,3/16/2021,Parkview
Trip ES,7.0,0.0,0.0,7,3/16/2021,Grayson
Twin Rivers MS,21.0,1.0,0.0,22,3/16/2021,Mountain View
Walnut Grove ES,0.0,0.0,0.0,0,3/16/2021,Collins Hill
White Oak ES,2.0,0.0,0.0,2,3/16/2021,Lanier
Winn Holt ES,1.0,1.0,0.0,2,3/16/2021,Central Gwinnett
Woodward Mill ES,0.0,1.0,1.0,2,3/16/2021,Mountain View
Alcova ES,3.0,0.0,0.0,3,4/16/2021,Dacula
Alford ES,1.0,1.0,1.0,3,4/16/2021,Discovery
Anderson-Livsey ES,0.0,0.0,0.0,0,4/16/2021,Shiloh
Annistown ES,0.0,0.0,0.0,0,4/16/2021,Shiloh
Arcado ES,2.0,0.0,0.0,2,4/16/2021,Parkview
Archer HS,0.0,0.0,0.0,0,4/16/2021,Archer
Baggett ES,0.0,0.0,0.0,0,4/16/2021,Discovery
Baldwin ES,1.0,0.0,0.0,1,4/16/2021,Norcross
Bay Creek MS,2.0,1.0,0.0,3,4/16/2021,Grayson
Beaver Ridge ES,2.0,0.0,0.0,2,4/16/2021,Norcross
Benefield ES,1.0,0.0,0.0,1,4/16/2021,Discovery
Berkeley Lake ES,3.0,0.0,0.0,3,4/16/2021,Duluth
Berkmar HS,0.0,0.0,0.0,0,4/16/2021,Berkmar
Berkmar MS,22.0,1.0,6.0,29,4/16/2021,Berkmar
Bethesda ES,0.0,0.0,0.0,0,4/16/2021,Berkmar
Britt ES,4.0,0.0,0.0,4,4/16/2021,South Gwinnett
Brookwood ES,5.0,0.0,0.0,5,4/16/2021,Brookwood
Brookwood HS,3.0,2.0,0.0,5,4/16/2021,Brookwood
Buice Center,0.0,0.0,0.0,0,4/16/2021,Other
Burnette ES,5.0,1.0,0.0,6,4/16/2021,North Gwinnett
Camp Creek ES,2.0,1.0,0.0,3,4/16/2021,Parkview
Cedar Hill ES,24.0,2.0,0.0,26,4/16/2021,Discovery
Centerville ES,0.0,0.0,0.0,0,4/16/2021,Shiloh
Central Gwinnett HS,0.0,0.0,0.0,0,4/16/2021,Central Gwinnett
Chattahoochee ES,5.0,0.0,0.0,5,4/16/2021,Duluth
Chesney ES,2.0,0.0,0.0,2,4/16/2021,Duluth
Coleman MS,1.0,1.0,0.0,2,4/16/2021,Duluth
Collins Hill HS,0.0,1.0,0.0,1,4/16/2021,Collins Hill
Cooper ES,0.0,0.0,0.0,0,4/16/2021,Archer
Corley ES,3.0,0.0,0.0,3,4/16/2021,Berkmar
Couch MS,0.0,0.0,0.0,0,4/16/2021,Grayson
Craig ES,0.0,1.0,0.0,1,4/16/2021,Brookwood
Creekland MS,1.0,0.0,0.0,1,4/16/2021,Collins Hill
Crews MS,2.0,2.0,0.0,4,4/16/2021,Brookwood
Dacula ES,2.0,0.0,0.0,2,4/16/2021,Dacula
Dacula HS,1.0,1.0,1.0,3,4/16/2021,Dacula
Dacula MS,2.0,2.0,0.0,4,4/16/2021,Dacula
Discovery HS,2.0,2.0,1.0,5,4/16/2021,Discovery
Duluth HS,1.0,1.0,2.0,4,4/16/2021,Duluth
Duluth MS,2.0,0.0,3.0,5,4/16/2021,Duluth
Duncan Creek ES,5.0,0.0,0.0,5,4/16/2021,Mill Creek
Dyer ES,3.0,1.0,0.0,4,4/16/2021,Mountain View
Ferguson ES,1.0,0.0,0.0,1,4/16/2021,Meadowcreek
Five Forks MS,1.0,0.0,0.0,1,4/16/2021,Brookwood
Fort Daniel ES,1.0,1.0,0.0,2,4/16/2021,Mill Creek
Freeman's Mill ES,0.0,0.0,0.0,0,4/16/2021,Mountain View
GIVE East,0.0,0.0,0.0,0,4/16/2021,Other
GIVE West,0.0,0.0,0.0,0,4/16/2021,Other
Grace Snell MS,0.0,0.0,0.0,0,4/16/2021,South Gwinnett
Graves ES,1.0,0.0,0.0,1,4/16/2021,Meadowcreek
Grayson ES,4.0,0.0,1.0,5,4/16/2021,Grayson
Grayson HS,6.0,1.0,0.0,7,4/16/2021,Grayson
Gwin Oaks ES,10.0,1.0,0.0,11,4/16/2021,Brookwood
Gwinnett Online Campus,0.0,1.0,0.0,1,4/16/2021,Other
"Gwinnett School of Mathematics, Science, and Technology",0.0,1.0,0.0,1,4/16/2021,Discovery
Harbins ES,0.0,0.0,0.0,0,4/16/2021,Archer
Harmony ES,2.0,0.0,0.0,2,4/16/2021,Mill Creek
Harris ES,0.0,1.0,0.0,1,4/16/2021,Duluth
Head ES,0.0,0.0,2.0,2,4/16/2021,Brookwood
Hopkins ES,2.0,2.0,0.0,4,4/16/2021,Berkmar
Hull MS,0.0,1.0,0.0,1,4/16/2021,Peachtree Ridge
International Transition Center,0.0,0.0,0.0,0,4/16/2021,Other
Ivy Creek ES,6.0,0.0,1.0,7,4/16/2021,Mill Creek
Jackson ES,2.0,0.0,0.0,2,4/16/2021,Peachtree Ridge
Jenkins ES,8.0,2.0,0.0,10,4/16/2021,Central Gwinnett
Jones MS,3.0,0.0,0.0,3,4/16/2021,Mill Creek
Jordan MS,0.0,1.0,0.0,1,4/16/2021,Central Gwinnett
Kanoheda ES,2.0,1.0,0.0,3,4/16/2021,Berkmar
Knight ES,1.0,1.0,1.0,3,4/16/2021,Parkview
Lanier HS,12.0,1.0,1.0,14,4/16/2021,Lanier
Lanier MS,17.0,1.0,0.0,18,4/16/2021,Lanier
Lawrenceville ES,5.0,1.0,0.0,6,4/16/2021,Central Gwinnett
Level Creek ES,1.0,0.0,0.0,1,4/16/2021,North Gwinnett
Lilburn ES,3.0,0.0,0.0,3,4/16/2021,Meadowcreek
Lilburn MS,0.0,0.0,0.0,0,4/16/2021,Meadowcreek
Lovin ES,1.0,0.0,1.0,2,4/16/2021,Archer
Magill ES,18.0,1.0,0.0,19,4/16/2021,South Gwinnett
Mason ES,18.0,3.0,0.0,21,4/16/2021,Peachtree Ridge
Maxwell,0.0,0.0,0.0,0,4/16/2021,Other
McClure Health Science HS,0.0,0.0,2.0,2,4/16/2021,Meadowcreek
McConnell MS,5.0,1.0,0.0,6,4/16/2021,Archer Cluster
McKendree ES,5.0,0.0,0.0,5,4/16/2021,Collins Hill
Meadowcreek ES,1.0,0.0,0.0,1,4/16/2021,Meadowcreek
Meadowcreek HS,1.0,2.0,2.0,5,4/16/2021,Meadowcreek
Mill Creek HS,9.0,5.0,1.0,15,4/16/2021,Mill Creek
Minor ES,4.0,1.0,0.0,5,4/16/2021,Berkmar
Moore MS,0.0,0.0,0.0,0,4/16/2021,Central Gwinnett
Mountain Park ES,0.0,0.0,0.0,0,4/16/2021,Parkview
Mountain View HS,6.0,0.0,0.0,6,4/16/2021,Mountain View
Mulberry ES,3.0,1.0,0.0,4,4/16/2021,Dacula
Nesbit ES,1.0,0.0,0.0,1,4/16/2021,Meadowcreek
Norcross ES,1.0,0.0,0.0,1,4/16/2021,Norcross
Norcross HS,5.0,2.0,2.0,9,4/16/2021,Norcross
North Gwinnett HS,5.0,2.0,2.0,9,4/16/2021,North Gwinnett
North Gwinnett MS,3.0,0.0,1.0,4,4/16/2021,North Gwinnett
Northbrook MS,2.0,1.0,0.0,3,4/16/2021,Peachtree Ridge
Norton ES,0.0,0.0,0.0,0,4/16/2021,South Gwinnett
Oakland Meadow School,0.0,0.0,0.0,0,4/16/2021,Other
Osborne MS,12.0,2.0,0.0,14,4/16/2021,Mill Creek
Parkview HS,5.0,0.0,2.0,7,4/16/2021,Parkview
Parsons ES,0.0,0.0,0.0,0,4/16/2021,Peachtree Ridge
Partee ES,0.0,1.0,0.0,1,4/16/2021,Shiloh
Patrick ES,0.0,0.0,0.0,0,4/16/2021,Mountain View
Paul Duke STEM HS,18.0,3.0,0.0,21,4/16/2021,Norcross
Peachtree ES,6.0,0.0,1.0,7,4/16/2021,Norcross
Peachtree Ridge HS,1.0,1.0,0.0,2,4/16/2021,Peachtree Ridge
Pharr ES,2.0,1.0,1.0,4,4/16/2021,Grayson
Phoenix HS,0.0,0.0,0.0,0,4/16/2021,Other
Pinckneyville MS,3.0,1.0,0.0,4,4/16/2021,Norcross
Puckett's Mill ES,0.0,1.0,0.0,1,4/16/2021,Mill Creek
Radloff MS,0.0,0.0,0.0,0,4/16/2021,Meadowcreek
Richards MS,10.0,3.0,0.0,13,4/16/2021,Discovery
Riverside ES,4.0,0.0,0.0,4,4/16/2021,North Gwinnett
Roberts ES,0.0,0.0,0.0,0,4/16/2021,North Gwinnett
Rock Springs ES,1.0,0.0,0.0,1,4/16/2021,Collins Hill
Rockbridge ES,1.0,0.0,1.0,2,4/16/2021,Meadowcreek
Rosebud ES,12.0,0.0,1.0,13,4/16/2021,South Gwinnett
Shiloh ES,9.0,0.0,0.0,9,4/16/2021,Shiloh
Shiloh HS,2.0,1.0,0.0,3,4/16/2021,Shiloh
Shiloh MS,0.0,0.0,0.0,0,4/16/2021,Shiloh
Simonton ES,4.0,3.0,0.0,7,4/16/2021,Central Gwinnett
Simpson ES,0.0,0.0,0.0,0,4/16/2021,Norcross
Snellville MS,2.0,0.0,0.0,2,4/16/2021,South Gwinnett
South Gwinnett HS,5.0,1.0,1.0,7,4/16/2021,South Gwinnett
Starling ES,3.0,1.0,0.0,4,4/16/2021,Grayson
Stripling ES,3.0,0.0,1.0,4,4/16/2021,Norcross
